国籍・地域,在留資格,年齢,性別,都道府県,在留外国人数
アフガニスタン,定住者,01歳,1:男,43：熊本県,1
アフガニスタン,特定活動,02歳,1:男,43：熊本県,1
アフガニスタン,特定活動,04歳,1:男,43：熊本県,1
アフガニスタン,特定活動,08歳,1:男,43：熊本県,1
アフガニスタン,特定活動,10歳,1:男,43：熊本県,1
アフガニスタン,留学,31歳,1:男,43：熊本県,2
アフガニスタン,留学,33歳,1:男,43：熊本県,1
アフガニスタン,留学,34歳,1:男,43：熊本県,2
アフガニスタン,特定活動,35歳,1:男,43：熊本県,1
アフガニスタン,定住者,35歳,1:男,43：熊本県,1
アフガニスタン,留学,36歳,1:男,43：熊本県,1
アフガニスタン,特定活動,38歳,1:男,43：熊本県,1
アフガニスタン,経営・管理,50歳,1:男,43：熊本県,1
アフガニスタン,永住者,68歳,1:男,43：熊本県,1
アフガニスタン,特定活動,00歳,2:女,43：熊本県,1
アフガニスタン,家族滞在,01歳,2:女,43：熊本県,1
アフガニスタン,家族滞在,04歳,2:女,43：熊本県,1
アフガニスタン,特定活動,05歳,2:女,43：熊本県,1
アフガニスタン,家族滞在,07歳,2:女,43：熊本県,1
アフガニスタン,特定活動,08歳,2:女,43：熊本県,1
アフガニスタン,特定活動,10歳,2:女,43：熊本県,1
アフガニスタン,家族滞在,26歳,2:女,43：熊本県,1
アフガニスタン,家族滞在,31歳,2:女,43：熊本県,1
アフガニスタン,特定活動,31歳,2:女,43：熊本県,1
アフガニスタン,定住者,31歳,2:女,43：熊本県,1
アフガニスタン,特定活動,33歳,2:女,43：熊本県,1
アラブ首長国連邦,留学,24歳,1:男,43：熊本県,1
イスラエル,企業内転勤,29歳,1:男,43：熊本県,1
イスラエル,日本人の配偶者等,32歳,1:男,43：熊本県,1
イスラエル,企業内転勤,39歳,1:男,43：熊本県,1
イスラエル,永住者,64歳,1:男,43：熊本県,1
イスラエル,日本人の配偶者等,27歳,2:女,43：熊本県,1
イラン,留学,24歳,1:男,43：熊本県,1
イラン,留学,27歳,1:男,43：熊本県,1
イラン,教授,37歳,1:男,43：熊本県,1
イラン,留学,24歳,2:女,43：熊本県,1
イラン,留学,25歳,2:女,43：熊本県,1
イラン,留学,43歳,2:女,43：熊本県,1
インド,永住者,15歳,1:男,43：熊本県,1
インド,留学,21歳,1:男,43：熊本県,1
インド,技能実習１号ロ,22歳,1:男,43：熊本県,1
インド,留学,22歳,1:男,43：熊本県,1
インド,技能実習１号ロ,23歳,1:男,43：熊本県,3
インド,留学,23歳,1:男,43：熊本県,1
インド,技能実習１号ロ,24歳,1:男,43：熊本県,2
インド,特定技能１号,25歳,1:男,43：熊本県,1
インド,技能実習１号ロ,25歳,1:男,43：熊本県,6
インド,技術・人文知識・国際業務,26歳,1:男,43：熊本県,2
インド,技能実習１号ロ,26歳,1:男,43：熊本県,7
インド,技術・人文知識・国際業務,27歳,1:男,43：熊本県,2
インド,技能実習１号ロ,27歳,1:男,43：熊本県,4
インド,技術・人文知識・国際業務,28歳,1:男,43：熊本県,4
インド,技能実習１号ロ,28歳,1:男,43：熊本県,3
インド,技術・人文知識・国際業務,29歳,1:男,43：熊本県,1
インド,技能,29歳,1:男,43：熊本県,1
インド,技能実習１号ロ,29歳,1:男,43：熊本県,1
インド,技能,30歳,1:男,43：熊本県,2
インド,技術・人文知識・国際業務,31歳,1:男,43：熊本県,1
インド,技能,32歳,1:男,43：熊本県,1
インド,技能,33歳,1:男,43：熊本県,3
インド,教授,34歳,1:男,43：熊本県,1
インド,技術・人文知識・国際業務,34歳,1:男,43：熊本県,1
インド,日本人の配偶者等,34歳,1:男,43：熊本県,1
インド,教授,35歳,1:男,43：熊本県,1
インド,技能,35歳,1:男,43：熊本県,4
インド,技術・人文知識・国際業務,36歳,1:男,43：熊本県,1
インド,技能,36歳,1:男,43：熊本県,1
インド,技能,37歳,1:男,43：熊本県,1
インド,技能,38歳,1:男,43：熊本県,3
インド,技能,39歳,1:男,43：熊本県,1
インド,技能,40歳,1:男,43：熊本県,3
インド,技能,41歳,1:男,43：熊本県,3
インド,永住者,42歳,1:男,43：熊本県,1
インド,技術・人文知識・国際業務,43歳,1:男,43：熊本県,1
インド,技能,43歳,1:男,43：熊本県,5
インド,技能,44歳,1:男,43：熊本県,1
インド,永住者,44歳,1:男,43：熊本県,1
インド,技能,45歳,1:男,43：熊本県,1
インド,技能,46歳,1:男,43：熊本県,1
インド,技能,48歳,1:男,43：熊本県,1
インド,技能,49歳,1:男,43：熊本県,1
インド,永住者,54歳,1:男,43：熊本県,1
インド,技能,55歳,1:男,43：熊本県,1
インド,永住者,78歳,1:男,43：熊本県,1
インド,永住者,10歳,2:女,43：熊本県,1
インド,家族滞在,21歳,2:女,43：熊本県,1
インド,特定技能１号,22歳,2:女,43：熊本県,2
インド,留学,22歳,2:女,43：熊本県,1
インド,特定技能１号,24歳,2:女,43：熊本県,1
インド,特定技能１号,25歳,2:女,43：熊本県,3
インド,特定技能１号,26歳,2:女,43：熊本県,1
インド,留学,26歳,2:女,43：熊本県,1
インド,家族滞在,26歳,2:女,43：熊本県,1
インド,特定技能１号,27歳,2:女,43：熊本県,2
インド,特定技能１号,28歳,2:女,43：熊本県,1
インド,留学,28歳,2:女,43：熊本県,2
インド,教授,32歳,2:女,43：熊本県,1
インド,永住者,40歳,2:女,43：熊本県,1
インドネシア,家族滞在,01歳,1:男,43：熊本県,1
インドネシア,家族滞在,03歳,1:男,43：熊本県,1
インドネシア,家族滞在,05歳,1:男,43：熊本県,1
インドネシア,特定活動,08歳,1:男,43：熊本県,1
インドネシア,定住者,11歳,1:男,43：熊本県,1
インドネシア,日本人の配偶者等,16歳,1:男,43：熊本県,1
インドネシア,永住者,17歳,1:男,43：熊本県,1
インドネシア,定住者,17歳,1:男,43：熊本県,1
インドネシア,技能実習１号ロ,18歳,1:男,43：熊本県,1
インドネシア,留学,18歳,1:男,43：熊本県,1
インドネシア,特定技能１号,19歳,1:男,43：熊本県,3
インドネシア,技能実習１号ロ,19歳,1:男,43：熊本県,10
インドネシア,特定技能１号,20歳,1:男,43：熊本県,5
インドネシア,技能実習１号ロ,20歳,1:男,43：熊本県,46
インドネシア,技能実習２号ロ,20歳,1:男,43：熊本県,1
インドネシア,留学,20歳,1:男,43：熊本県,2
インドネシア,特定技能１号,21歳,1:男,43：熊本県,12
インドネシア,技能実習１号ロ,21歳,1:男,43：熊本県,44
インドネシア,技能実習２号ロ,21歳,1:男,43：熊本県,7
インドネシア,留学,21歳,1:男,43：熊本県,1
インドネシア,特定技能１号,22歳,1:男,43：熊本県,14
インドネシア,技能実習１号ロ,22歳,1:男,43：熊本県,64
インドネシア,技能実習２号ロ,22歳,1:男,43：熊本県,17
インドネシア,技能実習３号ロ,22歳,1:男,43：熊本県,10
インドネシア,留学,22歳,1:男,43：熊本県,1
インドネシア,特定活動,22歳,1:男,43：熊本県,1
インドネシア,技術・人文知識・国際業務,23歳,1:男,43：熊本県,2
インドネシア,特定技能１号,23歳,1:男,43：熊本県,17
インドネシア,技能実習１号ロ,23歳,1:男,43：熊本県,55
インドネシア,技能実習２号ロ,23歳,1:男,43：熊本県,18
インドネシア,技能実習３号ロ,23歳,1:男,43：熊本県,11
インドネシア,留学,23歳,1:男,43：熊本県,1
インドネシア,技術・人文知識・国際業務,24歳,1:男,43：熊本県,2
インドネシア,特定技能１号,24歳,1:男,43：熊本県,12
インドネシア,技能実習１号ロ,24歳,1:男,43：熊本県,46
インドネシア,技能実習２号ロ,24歳,1:男,43：熊本県,12
インドネシア,技能実習３号ロ,24歳,1:男,43：熊本県,12
インドネシア,留学,24歳,1:男,43：熊本県,2
インドネシア,技術・人文知識・国際業務,25歳,1:男,43：熊本県,1
インドネシア,特定技能１号,25歳,1:男,43：熊本県,31
インドネシア,技能実習１号ロ,25歳,1:男,43：熊本県,24
インドネシア,技能実習２号ロ,25歳,1:男,43：熊本県,10
インドネシア,技能実習３号ロ,25歳,1:男,43：熊本県,11
インドネシア,留学,25歳,1:男,43：熊本県,5
インドネシア,特定技能１号,26歳,1:男,43：熊本県,25
インドネシア,技能実習１号ロ,26歳,1:男,43：熊本県,20
インドネシア,技能実習２号ロ,26歳,1:男,43：熊本県,11
インドネシア,技能実習３号ロ,26歳,1:男,43：熊本県,14
インドネシア,留学,26歳,1:男,43：熊本県,1
インドネシア,特定活動,26歳,1:男,43：熊本県,2
インドネシア,技術・人文知識・国際業務,27歳,1:男,43：熊本県,5
インドネシア,特定技能１号,27歳,1:男,43：熊本県,22
インドネシア,技能実習１号ロ,27歳,1:男,43：熊本県,18
インドネシア,技能実習２号ロ,27歳,1:男,43：熊本県,7
インドネシア,技能実習３号ロ,27歳,1:男,43：熊本県,10
インドネシア,留学,27歳,1:男,43：熊本県,2
インドネシア,特定活動,27歳,1:男,43：熊本県,4
インドネシア,特定技能１号,28歳,1:男,43：熊本県,17
インドネシア,技能実習１号ロ,28歳,1:男,43：熊本県,11
インドネシア,技能実習２号ロ,28歳,1:男,43：熊本県,4
インドネシア,技能実習３号ロ,28歳,1:男,43：熊本県,7
インドネシア,留学,28歳,1:男,43：熊本県,3
インドネシア,技術・人文知識・国際業務,29歳,1:男,43：熊本県,4
インドネシア,特定技能１号,29歳,1:男,43：熊本県,19
インドネシア,技能実習１号ロ,29歳,1:男,43：熊本県,9
インドネシア,技能実習２号ロ,29歳,1:男,43：熊本県,1
インドネシア,技能実習３号ロ,29歳,1:男,43：熊本県,4
インドネシア,留学,29歳,1:男,43：熊本県,1
インドネシア,特定活動,29歳,1:男,43：熊本県,2
インドネシア,技術・人文知識・国際業務,30歳,1:男,43：熊本県,3
インドネシア,企業内転勤,30歳,1:男,43：熊本県,1
インドネシア,特定技能１号,30歳,1:男,43：熊本県,11
インドネシア,技能実習１号ロ,30歳,1:男,43：熊本県,11
インドネシア,技能実習３号ロ,30歳,1:男,43：熊本県,6
インドネシア,留学,30歳,1:男,43：熊本県,1
インドネシア,特定活動,30歳,1:男,43：熊本県,2
インドネシア,技術・人文知識・国際業務,31歳,1:男,43：熊本県,1
インドネシア,特定技能１号,31歳,1:男,43：熊本県,10
インドネシア,技能実習１号ロ,31歳,1:男,43：熊本県,4
インドネシア,技能実習２号ロ,31歳,1:男,43：熊本県,2
インドネシア,技能実習３号ロ,31歳,1:男,43：熊本県,2
インドネシア,留学,31歳,1:男,43：熊本県,3
インドネシア,特定活動,31歳,1:男,43：熊本県,2
インドネシア,企業内転勤,32歳,1:男,43：熊本県,1
インドネシア,特定技能１号,32歳,1:男,43：熊本県,6
インドネシア,技能実習１号ロ,32歳,1:男,43：熊本県,2
インドネシア,技能実習２号ロ,32歳,1:男,43：熊本県,1
インドネシア,技能実習３号ロ,32歳,1:男,43：熊本県,1
インドネシア,家族滞在,32歳,1:男,43：熊本県,1
インドネシア,特定技能１号,33歳,1:男,43：熊本県,2
インドネシア,技能実習１号ロ,33歳,1:男,43：熊本県,1
インドネシア,技能実習３号ロ,33歳,1:男,43：熊本県,1
インドネシア,特定技能１号,34歳,1:男,43：熊本県,1
インドネシア,技能実習１号ロ,34歳,1:男,43：熊本県,4
インドネシア,留学,34歳,1:男,43：熊本県,1
インドネシア,企業内転勤,35歳,1:男,43：熊本県,1
インドネシア,特定技能１号,35歳,1:男,43：熊本県,7
インドネシア,技能実習１号ロ,35歳,1:男,43：熊本県,1
インドネシア,技能実習３号ロ,35歳,1:男,43：熊本県,1
インドネシア,家族滞在,35歳,1:男,43：熊本県,1
インドネシア,特定活動,35歳,1:男,43：熊本県,1
インドネシア,企業内転勤,36歳,1:男,43：熊本県,2
インドネシア,特定技能１号,36歳,1:男,43：熊本県,5
インドネシア,技能実習３号ロ,36歳,1:男,43：熊本県,1
インドネシア,留学,36歳,1:男,43：熊本県,1
インドネシア,企業内転勤,37歳,1:男,43：熊本県,1
インドネシア,特定技能１号,37歳,1:男,43：熊本県,2
インドネシア,技能実習１号ロ,37歳,1:男,43：熊本県,1
インドネシア,文化活動,37歳,1:男,43：熊本県,1
インドネシア,永住者,37歳,1:男,43：熊本県,1
インドネシア,特定技能１号,38歳,1:男,43：熊本県,1
インドネシア,特定技能１号,39歳,1:男,43：熊本県,2
インドネシア,技能実習１号ロ,39歳,1:男,43：熊本県,1
インドネシア,家族滞在,39歳,1:男,43：熊本県,1
インドネシア,永住者,39歳,1:男,43：熊本県,1
インドネシア,企業内転勤,40歳,1:男,43：熊本県,1
インドネシア,日本人の配偶者等,40歳,1:男,43：熊本県,1
インドネシア,定住者,40歳,1:男,43：熊本県,1
インドネシア,特定活動,41歳,1:男,43：熊本県,1
インドネシア,特定技能１号,42歳,1:男,43：熊本県,1
インドネシア,日本人の配偶者等,42歳,1:男,43：熊本県,1
インドネシア,家族滞在,43歳,1:男,43：熊本県,1
インドネシア,日本人の配偶者等,43歳,1:男,43：熊本県,1
インドネシア,特定技能１号,44歳,1:男,43：熊本県,1
インドネシア,留学,44歳,1:男,43：熊本県,1
インドネシア,特定技能１号,46歳,1:男,43：熊本県,1
インドネシア,永住者,46歳,1:男,43：熊本県,1
インドネシア,永住者,47歳,1:男,43：熊本県,2
インドネシア,永住者,48歳,1:男,43：熊本県,1
インドネシア,特定活動,49歳,1:男,43：熊本県,1
インドネシア,永住者,49歳,1:男,43：熊本県,1
インドネシア,特定活動,56歳,1:男,43：熊本県,1
インドネシア,家族滞在,66歳,1:男,43：熊本県,1
インドネシア,家族滞在,00歳,2:女,43：熊本県,1
インドネシア,家族滞在,02歳,2:女,43：熊本県,1
インドネシア,家族滞在,04歳,2:女,43：熊本県,1
インドネシア,家族滞在,05歳,2:女,43：熊本県,1
インドネシア,家族滞在,06歳,2:女,43：熊本県,2
インドネシア,家族滞在,08歳,2:女,43：熊本県,1
インドネシア,特定活動,13歳,2:女,43：熊本県,1
インドネシア,特定技能１号,18歳,2:女,43：熊本県,1
インドネシア,技能実習１号ロ,18歳,2:女,43：熊本県,4
インドネシア,定住者,18歳,2:女,43：熊本県,1
インドネシア,特定技能１号,19歳,2:女,43：熊本県,10
インドネシア,技能実習１号ロ,19歳,2:女,43：熊本県,35
インドネシア,特定技能１号,20歳,2:女,43：熊本県,25
インドネシア,技能実習１号イ,20歳,2:女,43：熊本県,3
インドネシア,技能実習１号ロ,20歳,2:女,43：熊本県,58
インドネシア,技能実習２号ロ,20歳,2:女,43：熊本県,2
インドネシア,留学,20歳,2:女,43：熊本県,2
インドネシア,特定活動,20歳,2:女,43：熊本県,1
インドネシア,特定技能１号,21歳,2:女,43：熊本県,19
インドネシア,技能実習１号イ,21歳,2:女,43：熊本県,1
インドネシア,技能実習１号ロ,21歳,2:女,43：熊本県,52
インドネシア,技能実習２号ロ,21歳,2:女,43：熊本県,18
インドネシア,特定活動,21歳,2:女,43：熊本県,1
インドネシア,特定技能１号,22歳,2:女,43：熊本県,25
インドネシア,技能実習１号ロ,22歳,2:女,43：熊本県,59
インドネシア,技能実習２号ロ,22歳,2:女,43：熊本県,23
インドネシア,技能実習３号ロ,22歳,2:女,43：熊本県,3
インドネシア,特定活動,22歳,2:女,43：熊本県,1
インドネシア,特定技能１号,23歳,2:女,43：熊本県,15
インドネシア,技能実習１号ロ,23歳,2:女,43：熊本県,40
インドネシア,技能実習２号ロ,23歳,2:女,43：熊本県,7
インドネシア,技能実習３号ロ,23歳,2:女,43：熊本県,3
インドネシア,留学,23歳,2:女,43：熊本県,1
インドネシア,特定技能１号,24歳,2:女,43：熊本県,12
インドネシア,技能実習１号ロ,24歳,2:女,43：熊本県,26
インドネシア,技能実習２号ロ,24歳,2:女,43：熊本県,6
インドネシア,技能実習３号ロ,24歳,2:女,43：熊本県,3
インドネシア,留学,24歳,2:女,43：熊本県,1
インドネシア,永住者,24歳,2:女,43：熊本県,1
インドネシア,定住者,24歳,2:女,43：熊本県,1
インドネシア,特定技能１号,25歳,2:女,43：熊本県,14
インドネシア,技能実習１号イ,25歳,2:女,43：熊本県,1
インドネシア,技能実習１号ロ,25歳,2:女,43：熊本県,14
インドネシア,技能実習２号ロ,25歳,2:女,43：熊本県,11
インドネシア,技能実習３号ロ,25歳,2:女,43：熊本県,2
インドネシア,留学,25歳,2:女,43：熊本県,1
インドネシア,特定活動,25歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,25歳,2:女,43：熊本県,1
インドネシア,特定技能１号,26歳,2:女,43：熊本県,11
インドネシア,技能実習１号ロ,26歳,2:女,43：熊本県,17
インドネシア,技能実習２号ロ,26歳,2:女,43：熊本県,8
インドネシア,技能実習３号ロ,26歳,2:女,43：熊本県,4
インドネシア,技術・人文知識・国際業務,27歳,2:女,43：熊本県,2
インドネシア,特定技能１号,27歳,2:女,43：熊本県,5
インドネシア,技能実習１号イ,27歳,2:女,43：熊本県,1
インドネシア,技能実習１号ロ,27歳,2:女,43：熊本県,10
インドネシア,技能実習２号ロ,27歳,2:女,43：熊本県,2
インドネシア,技能実習３号ロ,27歳,2:女,43：熊本県,5
インドネシア,留学,27歳,2:女,43：熊本県,1
インドネシア,特定活動,27歳,2:女,43：熊本県,2
インドネシア,技術・人文知識・国際業務,28歳,2:女,43：熊本県,1
インドネシア,特定技能１号,28歳,2:女,43：熊本県,9
インドネシア,技能実習１号ロ,28歳,2:女,43：熊本県,5
インドネシア,技能実習２号ロ,28歳,2:女,43：熊本県,2
インドネシア,技能実習３号ロ,28歳,2:女,43：熊本県,1
インドネシア,留学,28歳,2:女,43：熊本県,2
インドネシア,家族滞在,28歳,2:女,43：熊本県,3
インドネシア,永住者,28歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,28歳,2:女,43：熊本県,2
インドネシア,特定技能１号,29歳,2:女,43：熊本県,8
インドネシア,技能実習１号ロ,29歳,2:女,43：熊本県,5
インドネシア,技能実習３号ロ,29歳,2:女,43：熊本県,2
インドネシア,留学,29歳,2:女,43：熊本県,1
インドネシア,特定活動,29歳,2:女,43：熊本県,2
インドネシア,日本人の配偶者等,29歳,2:女,43：熊本県,1
インドネシア,技能実習１号ロ,30歳,2:女,43：熊本県,1
インドネシア,留学,30歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,30歳,2:女,43：熊本県,1
インドネシア,特定技能１号,31歳,2:女,43：熊本県,1
インドネシア,技能実習１号ロ,31歳,2:女,43：熊本県,2
インドネシア,技能実習２号ロ,31歳,2:女,43：熊本県,1
インドネシア,留学,31歳,2:女,43：熊本県,1
インドネシア,特定技能１号,32歳,2:女,43：熊本県,4
インドネシア,技能実習１号ロ,32歳,2:女,43：熊本県,3
インドネシア,留学,32歳,2:女,43：熊本県,2
インドネシア,芸術,33歳,2:女,43：熊本県,1
インドネシア,技術・人文知識・国際業務,33歳,2:女,43：熊本県,1
インドネシア,特定技能１号,33歳,2:女,43：熊本県,1
インドネシア,技能実習１号ロ,33歳,2:女,43：熊本県,2
インドネシア,留学,33歳,2:女,43：熊本県,2
インドネシア,日本人の配偶者等,33歳,2:女,43：熊本県,1
インドネシア,技能実習１号ロ,34歳,2:女,43：熊本県,1
インドネシア,留学,34歳,2:女,43：熊本県,1
インドネシア,家族滞在,34歳,2:女,43：熊本県,2
インドネシア,日本人の配偶者等,34歳,2:女,43：熊本県,1
インドネシア,技能実習１号ロ,35歳,2:女,43：熊本県,1
インドネシア,技能実習２号ロ,35歳,2:女,43：熊本県,1
インドネシア,留学,35歳,2:女,43：熊本県,1
インドネシア,興行,37歳,2:女,43：熊本県,1
インドネシア,特定技能１号,37歳,2:女,43：熊本県,1
インドネシア,永住者,37歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,37歳,2:女,43：熊本県,1
インドネシア,興行,38歳,2:女,43：熊本県,2
インドネシア,永住者,38歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,38歳,2:女,43：熊本県,1
インドネシア,留学,39歳,2:女,43：熊本県,1
インドネシア,永住者,39歳,2:女,43：熊本県,3
インドネシア,日本人の配偶者等,39歳,2:女,43：熊本県,2
インドネシア,永住者,40歳,2:女,43：熊本県,2
インドネシア,特定活動,41歳,2:女,43：熊本県,1
インドネシア,永住者,41歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,41歳,2:女,43：熊本県,1
インドネシア,永住者,42歳,2:女,43：熊本県,2
インドネシア,日本人の配偶者等,42歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,43歳,2:女,43：熊本県,1
インドネシア,定住者,43歳,2:女,43：熊本県,1
インドネシア,特定技能１号,45歳,2:女,43：熊本県,1
インドネシア,永住者,45歳,2:女,43：熊本県,4
インドネシア,永住者,46歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,46歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,47歳,2:女,43：熊本県,1
インドネシア,定住者,47歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,48歳,2:女,43：熊本県,1
インドネシア,永住者,49歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,49歳,2:女,43：熊本県,1
インドネシア,永住者,50歳,2:女,43：熊本県,1
インドネシア,永住者,51歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,51歳,2:女,43：熊本県,1
インドネシア,技術・人文知識・国際業務,55歳,2:女,43：熊本県,1
インドネシア,日本人の配偶者等,59歳,2:女,43：熊本県,1
インドネシア,永住者,64歳,2:女,43：熊本県,1
オマーン,留学,25歳,1:男,43：熊本県,1
オマーン,留学,27歳,2:女,43：熊本県,1
韓国,家族滞在,02歳,1:男,43：熊本県,1
韓国,家族滞在,03歳,1:男,43：熊本県,1
韓国,特別永住者,03歳,1:男,43：熊本県,1
韓国,家族滞在,04歳,1:男,43：熊本県,3
韓国,家族滞在,08歳,1:男,43：熊本県,1
韓国,定住者,08歳,1:男,43：熊本県,1
韓国,家族滞在,10歳,1:男,43：熊本県,2
韓国,永住者,13歳,1:男,43：熊本県,1
韓国,家族滞在,15歳,1:男,43：熊本県,1
韓国,永住者,15歳,1:男,43：熊本県,1
韓国,特別永住者,15歳,1:男,43：熊本県,1
韓国,留学,18歳,1:男,43：熊本県,1
韓国,永住者,18歳,1:男,43：熊本県,5
韓国,特別永住者,18歳,1:男,43：熊本県,1
韓国,家族滞在,19歳,1:男,43：熊本県,1
韓国,永住者,19歳,1:男,43：熊本県,1
韓国,留学,20歳,1:男,43：熊本県,2
韓国,留学,21歳,1:男,43：熊本県,2
韓国,永住者,21歳,1:男,43：熊本県,2
韓国,特別永住者,21歳,1:男,43：熊本県,2
韓国,技術・人文知識・国際業務,22歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,23歳,1:男,43：熊本県,1
韓国,留学,23歳,1:男,43：熊本県,4
韓国,永住者,23歳,1:男,43：熊本県,2
韓国,特別永住者,23歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,24歳,1:男,43：熊本県,3
韓国,留学,24歳,1:男,43：熊本県,2
韓国,永住者,24歳,1:男,43：熊本県,2
韓国,特別永住者,24歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,25歳,1:男,43：熊本県,13
韓国,留学,25歳,1:男,43：熊本県,3
韓国,特別永住者,25歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,26歳,1:男,43：熊本県,10
韓国,留学,26歳,1:男,43：熊本県,2
韓国,日本人の配偶者等,26歳,1:男,43：熊本県,2
韓国,技術・人文知識・国際業務,27歳,1:男,43：熊本県,11
韓国,留学,27歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,28歳,1:男,43：熊本県,7
韓国,永住者,28歳,1:男,43：熊本県,2
韓国,日本人の配偶者等,28歳,1:男,43：熊本県,1
韓国,特別永住者,28歳,1:男,43：熊本県,2
韓国,技術・人文知識・国際業務,29歳,1:男,43：熊本県,14
韓国,企業内転勤,29歳,1:男,43：熊本県,2
韓国,留学,29歳,1:男,43：熊本県,1
韓国,日本人の配偶者等,29歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,30歳,1:男,43：熊本県,7
韓国,企業内転勤,30歳,1:男,43：熊本県,1
韓国,日本人の配偶者等,30歳,1:男,43：熊本県,3
韓国,特別永住者,30歳,1:男,43：熊本県,5
韓国,教授,31歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,31歳,1:男,43：熊本県,8
韓国,留学,31歳,1:男,43：熊本県,1
韓国,永住者,31歳,1:男,43：熊本県,1
韓国,日本人の配偶者等,31歳,1:男,43：熊本県,2
韓国,特別永住者,31歳,1:男,43：熊本県,4
韓国,技術・人文知識・国際業務,32歳,1:男,43：熊本県,10
韓国,企業内転勤,32歳,1:男,43：熊本県,1
韓国,永住者,32歳,1:男,43：熊本県,1
韓国,特別永住者,32歳,1:男,43：熊本県,4
韓国,永住者,33歳,1:男,43：熊本県,1
韓国,日本人の配偶者等,33歳,1:男,43：熊本県,2
韓国,特別永住者,33歳,1:男,43：熊本県,2
韓国,技術・人文知識・国際業務,34歳,1:男,43：熊本県,1
韓国,永住者,34歳,1:男,43：熊本県,1
韓国,日本人の配偶者等,34歳,1:男,43：熊本県,2
韓国,高度専門職１号ロ,35歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,35歳,1:男,43：熊本県,3
韓国,特別永住者,35歳,1:男,43：熊本県,3
韓国,技術・人文知識・国際業務,36歳,1:男,43：熊本県,4
韓国,永住者,36歳,1:男,43：熊本県,1
韓国,日本人の配偶者等,36歳,1:男,43：熊本県,1
韓国,特別永住者,36歳,1:男,43：熊本県,2
韓国,技術・人文知識・国際業務,37歳,1:男,43：熊本県,6
韓国,企業内転勤,37歳,1:男,43：熊本県,1
韓国,永住者,37歳,1:男,43：熊本県,1
韓国,日本人の配偶者等,37歳,1:男,43：熊本県,6
韓国,特別永住者,37歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,38歳,1:男,43：熊本県,2
韓国,企業内転勤,38歳,1:男,43：熊本県,1
韓国,永住者,38歳,1:男,43：熊本県,3
韓国,日本人の配偶者等,38歳,1:男,43：熊本県,2
韓国,特別永住者,38歳,1:男,43：熊本県,4
韓国,技術・人文知識・国際業務,39歳,1:男,43：熊本県,3
韓国,永住者,39歳,1:男,43：熊本県,2
韓国,日本人の配偶者等,39歳,1:男,43：熊本県,4
韓国,特別永住者,39歳,1:男,43：熊本県,2
韓国,教授,40歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,40歳,1:男,43：熊本県,1
韓国,永住者,40歳,1:男,43：熊本県,1
韓国,日本人の配偶者等,40歳,1:男,43：熊本県,1
韓国,特別永住者,40歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,41歳,1:男,43：熊本県,1
韓国,永住者,41歳,1:男,43：熊本県,2
韓国,日本人の配偶者等,41歳,1:男,43：熊本県,3
韓国,特別永住者,41歳,1:男,43：熊本県,5
韓国,永住者,42歳,1:男,43：熊本県,3
韓国,特別永住者,42歳,1:男,43：熊本県,2
韓国,宗教,43歳,1:男,43：熊本県,1
韓国,永住者,43歳,1:男,43：熊本県,2
韓国,日本人の配偶者等,43歳,1:男,43：熊本県,1
韓国,定住者,43歳,1:男,43：熊本県,1
韓国,特別永住者,43歳,1:男,43：熊本県,3
韓国,永住者,44歳,1:男,43：熊本県,1
韓国,日本人の配偶者等,44歳,1:男,43：熊本県,2
韓国,特別永住者,44歳,1:男,43：熊本県,3
韓国,技術・人文知識・国際業務,45歳,1:男,43：熊本県,1
韓国,永住者,45歳,1:男,43：熊本県,1
韓国,日本人の配偶者等,45歳,1:男,43：熊本県,1
韓国,特別永住者,45歳,1:男,43：熊本県,1
韓国,宗教,46歳,1:男,43：熊本県,1
韓国,技術・人文知識・国際業務,46歳,1:男,43：熊本県,2
韓国,永住者,46歳,1:男,43：熊本県,5
韓国,日本人の配偶者等,46歳,1:男,43：熊本県,1
韓国,特別永住者,46歳,1:男,43：熊本県,2
