都道府県,市区町村,国籍・地域,在留資格,在留外国人数
熊本県,玉名市,中国,日本人の配偶者等,3 
熊本県,玉名市,パキスタン,技術・人文知識・国際業務,1 
熊本県,玉名市,ベトナム,経営・管理,2 
熊本県,玉名市,ネパール,技術・人文知識・国際業務,12 
熊本県,玉名市,カンボジア,特定技能１号,28 
熊本県,玉名市,フィリピン,特定技能１号,32 
熊本県,玉名市,ベトナム,日本人の配偶者等,2 
熊本県,玉名市,タイ,企業内転勤,1 
熊本県,玉名市,バングラデシュ,技術・人文知識・国際業務,2 
熊本県,玉名市,ミャンマー,特定活動,16 
熊本県,玉名市,ベトナム,特定活動,12 
熊本県,玉名市,タイ,技能実習３号ロ,8 
熊本県,玉名市,タイ,特定技能１号,16 
熊本県,玉名市,台湾,経営・管理,1 
熊本県,玉名市,タイ,技術・人文知識・国際業務,1 
熊本県,玉名市,中国,定住者,1 
熊本県,玉名市,カンボジア,技能実習３号ロ,4 
熊本県,玉名市,ベトナム,技能実習３号ロ,42 
熊本県,玉名市,ベトナム,定住者,4 
熊本県,玉名市,インドネシア,技能実習３号ロ,4 
熊本県,玉名市,中国,特定技能１号,6 
熊本県,玉名市,インドネシア,特定技能１号,143 
熊本県,玉名市,中国,経営・管理,1 
熊本県,玉名市,フィリピン,技能実習３号ロ,2 
熊本県,玉名市,ミャンマー,特定技能１号,8 
熊本県,玉名市,中国,留学,3 
熊本県,玉名市,英国,日本人の配偶者等,1 
熊本県,玉名市,中国,技能実習３号ロ,1 
熊本県,玉名市,ミャンマー,技術・人文知識・国際業務,4 
熊本県,玉名市,台湾,技能,1 
熊本県,玉名市,カンボジア,特定活動,3 
熊本県,玉名市,韓国,日本人の配偶者等,1 
熊本県,玉名市,フィリピン,技能実習２号ロ,35 
熊本県,玉名市,ベトナム,技能実習２号ロ,149 
熊本県,玉名市,インドネシア,特定活動,3 
熊本県,玉名市,ミャンマー,技能実習２号ロ,28 
熊本県,玉名市,インドネシア,技能実習２号ロ,65 
熊本県,玉名市,ベトナム,留学,4 
熊本県,玉名市,タイ,技能実習２号ロ,9 
熊本県,玉名市,ケニア,留学,1 
熊本県,玉名市,インド,技能実習２号ロ,3 
熊本県,玉名市,中国,技能実習２号ロ,3 
熊本県,玉名市,タイ,日本人の配偶者等,1 
熊本県,玉名市,米国,教育,11 
熊本県,玉名市,カンボジア,技能実習２号ロ,59 
熊本県,玉名市,米国,日本人の配偶者等,2 
熊本県,玉名市,ネパール,特定技能１号,3 
熊本県,玉名市,インドネシア,家族滞在,1 
熊本県,玉名市,ウズベキスタン,技能実習２号ロ,1 
熊本県,玉名市,ネパール,技能,1 
熊本県,玉名市,米国,家族滞在,2 
熊本県,玉名市,ミャンマー,技能実習１号ロ,45 
熊本県,玉名市,カンボジア,技能実習１号ロ,24 
熊本県,玉名市,カナダ,永住者,1 
熊本県,玉名市,インドネシア,技能実習１号ロ,65 
熊本県,玉名市,ベトナム,技能実習１号ロ,82 
熊本県,玉名市,ウズベキスタン,技能実習１号ロ,1 
熊本県,玉名市,タイ,技能実習１号ロ,16 
熊本県,玉名市,インド,技能実習１号ロ,2 
熊本県,玉名市,フィリピン,技能実習１号ロ,12 
熊本県,玉名市,フィリピン,技術・人文知識・国際業務,1 
熊本県,玉名市,ベトナム,家族滞在,2 
熊本県,玉名市,インド,特定技能１号,2 
熊本県,玉名市,バングラデシュ,家族滞在,1 
熊本県,玉名市,中国,技能実習１号ロ,1 
熊本県,玉名市,スリランカ,家族滞在,1 
熊本県,山鹿市,フィリピン,日本人の配偶者等,10 
熊本県,山鹿市,韓国,特別永住者,3 
熊本県,山鹿市,米国,永住者,3 
熊本県,山鹿市,台湾,永住者,1 
熊本県,山鹿市,フィリピン,永住者,46 
熊本県,山鹿市,ブラジル,永住者,4 
熊本県,山鹿市,韓国,永住者,8 
熊本県,山鹿市,中国,永住者,28 
熊本県,山鹿市,カナダ,永住者,2 
熊本県,山鹿市,シンガポール,永住者,1 
熊本県,山鹿市,オーストラリア,永住者,1 
熊本県,山鹿市,タイ,永住者,1 
熊本県,山鹿市,フィリピン,定住者,11 
熊本県,山鹿市,英国,永住者,3 
熊本県,山鹿市,米国,日本人の配偶者等,1 
熊本県,山鹿市,中国,経営・管理,1 
熊本県,山鹿市,中国,日本人の配偶者等,4 
熊本県,山鹿市,フランス,日本人の配偶者等,1 
熊本県,山鹿市,韓国,技術・人文知識・国際業務,1 
熊本県,山鹿市,ニュージーランド,日本人の配偶者等,1 
熊本県,山鹿市,インドネシア,永住者,3 
熊本県,山鹿市,中国,家族滞在,6 
熊本県,山鹿市,ミャンマー,日本人の配偶者等,1 
熊本県,山鹿市,フィリピン,教育,2 
熊本県,山鹿市,台湾,技術・人文知識・国際業務,1 
熊本県,山鹿市,インドネシア,日本人の配偶者等,1 
熊本県,山鹿市,中国,技術・人文知識・国際業務,3 
熊本県,山鹿市,ネパール,特定技能１号,6 
熊本県,山鹿市,ベトナム,特定技能１号,40 
熊本県,山鹿市,フィリピン,特定技能１号,14 
熊本県,山鹿市,フィリピン,家族滞在,2 
熊本県,山鹿市,ネパール,技術・人文知識・国際業務,2 
熊本県,山鹿市,台湾,日本人の配偶者等,1 
熊本県,山鹿市,中国,技能,1 
熊本県,山鹿市,インドネシア,特定活動,3 
熊本県,山鹿市,タイ,日本人の配偶者等,1 
熊本県,山鹿市,ベトナム,技能実習３号ロ,13 
熊本県,山鹿市,エチオピア,日本人の配偶者等,1 
熊本県,山鹿市,ベトナム,技術・人文知識・国際業務,10 
熊本県,山鹿市,インドネシア,技能実習３号ロ,11 
熊本県,山鹿市,フィリピン,技能実習３号ロ,24 
熊本県,山鹿市,カンボジア,特定技能１号,3 
熊本県,山鹿市,ミャンマー,特定活動,3 
熊本県,山鹿市,ミャンマー,特定技能１号,3 
熊本県,山鹿市,インドネシア,特定技能１号,10 
熊本県,山鹿市,ベトナム,日本人の配偶者等,2 
熊本県,山鹿市,中国,技能実習２号ロ,1 
熊本県,山鹿市,フィリピン,技能実習２号ロ,27 
熊本県,山鹿市,ベトナム,技能実習２号ロ,29 
熊本県,山鹿市,カンボジア,技能実習２号ロ,9 
熊本県,山鹿市,カンボジア,特定活動,1 
熊本県,山鹿市,インドネシア,技能実習２号ロ,12 
熊本県,山鹿市,モンゴル,技能実習２号ロ,3 
熊本県,山鹿市,フィリピン,特定活動,1 
熊本県,山鹿市,タイ,技術・人文知識・国際業務,1 
熊本県,山鹿市,中国,技能実習３号ロ,1 
熊本県,山鹿市,ブラジル,日本人の配偶者等,1 
熊本県,山鹿市,韓国,日本人の配偶者等,1 
熊本県,山鹿市,ブラジル,定住者,3 
熊本県,山鹿市,ベトナム,家族滞在,2 
熊本県,山鹿市,マレーシア,永住者,1 
熊本県,山鹿市,ラオス,技能実習２号ロ,1 
熊本県,山鹿市,フィリピン,永住者の配偶者等,2 
熊本県,山鹿市,ミャンマー,技能実習２号ロ,9 
熊本県,山鹿市,ベトナム,技能実習１号ロ,32 
熊本県,山鹿市,フィリピン,技能実習１号ロ,9 
熊本県,山鹿市,ミャンマー,技能実習１号ロ,6 
熊本県,山鹿市,カンボジア,技能実習１号ロ,11 
熊本県,山鹿市,韓国,興行,2 
熊本県,山鹿市,ベトナム,定住者,2 
熊本県,山鹿市,中国,技能実習１号ロ,3 
熊本県,山鹿市,インドネシア,技能実習１号ロ,18 
熊本県,山鹿市,タイ,技能実習１号ロ,8 
熊本県,山鹿市,英国,教育,1 
熊本県,菊池市,米国,永住者,9 
熊本県,菊池市,韓国,特別永住者,12 
熊本県,菊池市,朝鮮,特別永住者,2 
熊本県,菊池市,英国,永住者,5 
熊本県,菊池市,フィリピン,定住者,16 
熊本県,菊池市,フィリピン,永住者,53 
熊本県,菊池市,フランス,永住者,1 
熊本県,菊池市,中国,永住者,25 
熊本県,菊池市,オーストラリア,永住者,2 
熊本県,菊池市,韓国,永住者,6 
熊本県,菊池市,中国,日本人の配偶者等,2 
熊本県,菊池市,フィリピン,日本人の配偶者等,11 
熊本県,菊池市,イタリア,永住者,1 
熊本県,菊池市,中国,技能,2 
熊本県,菊池市,英国,定住者,1 
熊本県,菊池市,中国,家族滞在,3 
熊本県,菊池市,英国,永住者の配偶者等,1 
熊本県,菊池市,韓国,日本人の配偶者等,3 
熊本県,菊池市,台湾,永住者,1 
熊本県,菊池市,バングラデシュ,研究,1 
熊本県,菊池市,バングラデシュ,技術・人文知識・国際業務,1 
熊本県,菊池市,タイ,永住者,1 
熊本県,菊池市,ベトナム,経営・管理,1 
熊本県,菊池市,ベトナム,日本人の配偶者等,7 
熊本県,菊池市,ベトナム,技術・人文知識・国際業務,77 
熊本県,菊池市,ネパール,技術・人文知識・国際業務,11 
熊本県,菊池市,カナダ,技術・人文知識・国際業務,1 
熊本県,菊池市,ベトナム,家族滞在,18 
熊本県,菊池市,ベトナム,特定技能１号,155 
熊本県,菊池市,バングラデシュ,家族滞在,2 
熊本県,菊池市,フィリピン,教育,2 
熊本県,菊池市,中国,技術・人文知識・国際業務,7 
熊本県,菊池市,イタリア,日本人の配偶者等,1 
熊本県,菊池市,フィリピン,特定活動,2 
熊本県,菊池市,フィリピン,特定技能１号,23 
熊本県,菊池市,中国,定住者,2 
熊本県,菊池市,タイ,特定技能１号,4 
熊本県,菊池市,スリランカ,技術・人文知識・国際業務,1 
熊本県,菊池市,ミャンマー,特定技能１号,4 
熊本県,菊池市,中国,永住者の配偶者等,2 
熊本県,菊池市,ベトナム,特定活動,1 
熊本県,菊池市,ベトナム,技能実習３号ロ,13 
熊本県,菊池市,インドネシア,特定技能１号,20 
熊本県,菊池市,タイ,特定活動,2 
熊本県,菊池市,カンボジア,日本人の配偶者等,1 
熊本県,菊池市,インドネシア,特定活動,1 
熊本県,菊池市,フィリピン,技能実習３号ロ,55 
熊本県,菊池市,ネパール,特定技能１号,9 
熊本県,菊池市,台湾,日本人の配偶者等,2 
熊本県,菊池市,カンボジア,技能実習３号ロ,1 
熊本県,菊池市,インドネシア,技能実習３号ロ,14 
熊本県,菊池市,インドネシア,技術・人文知識・国際業務,15 
熊本県,菊池市,中国,特定技能１号,1 
熊本県,菊池市,タイ,技能実習３号ロ,2 
熊本県,菊池市,ミャンマー,技能実習３号ロ,6 
熊本県,菊池市,ジンバブエ,教育,1 
熊本県,菊池市,ガーナ,家族滞在,1 
熊本県,菊池市,台湾,経営・管理,1 
熊本県,菊池市,米国,宗教,1 
熊本県,菊池市,米国,家族滞在,2 
熊本県,菊池市,フィリピン,技能実習２号ロ,53 
熊本県,菊池市,ベトナム,技能実習２号ロ,206 
熊本県,菊池市,ニュージーランド,日本人の配偶者等,1 
熊本県,菊池市,台湾,技術・人文知識・国際業務,6 
熊本県,菊池市,モンゴル,特定技能１号,1 
熊本県,菊池市,タイ,技能実習２号ロ,25 
熊本県,菊池市,カンボジア,技能実習２号ロ,3 
熊本県,菊池市,インドネシア,技能実習２号ロ,31 
熊本県,菊池市,米国,日本人の配偶者等,1 
熊本県,菊池市,ミャンマー,技能実習２号ロ,3 
熊本県,菊池市,南アフリカ共和国,教育,1 
熊本県,菊池市,ネパール,家族滞在,2 
熊本県,菊池市,タイ,日本人の配偶者等,1 
熊本県,菊池市,パキスタン,技術・人文知識・国際業務,1 
熊本県,菊池市,インドネシア,技能実習１号ロ,52 
熊本県,菊池市,フィリピン,永住者の配偶者等,2 
熊本県,菊池市,カンボジア,技能実習１号ロ,8 
熊本県,菊池市,ミャンマー,技能実習１号ロ,17 
熊本県,菊池市,ベトナム,技能実習１号ロ,149 
熊本県,菊池市,ガーナ,教育,1 
熊本県,菊池市,フィリピン,技能実習１号ロ,23 
熊本県,菊池市,中国,技能実習１号ロ,5 
熊本県,菊池市,ネパール,技能実習１号ロ,5 
熊本県,菊池市,台湾,企業内転勤,9 
熊本県,菊池市,タイ,技能実習１号ロ,3 
熊本県,宇土市,タイ,永住者,1 
熊本県,宇土市,韓国,特別永住者,4 
熊本県,宇土市,中国,永住者,15 
熊本県,宇土市,フィリピン,永住者,7 
熊本県,宇土市,ニュージーランド,永住者,1 
熊本県,宇土市,ブラジル,定住者,2 
熊本県,宇土市,フィリピン,定住者,8 
熊本県,宇土市,ブラジル,永住者,1 
熊本県,宇土市,韓国,宗教,1 
熊本県,宇土市,韓国,永住者,1 
熊本県,宇土市,フィリピン,日本人の配偶者等,8 
熊本県,宇土市,台湾,日本人の配偶者等,1 
熊本県,宇土市,中国,技能,1 
熊本県,宇土市,韓国,家族滞在,4 
熊本県,宇土市,インドネシア,定住者,3 
熊本県,宇土市,ポーランド,永住者,1 
熊本県,宇土市,中国,家族滞在,3 
熊本県,宇土市,中国,技術・人文知識・国際業務,1 
熊本県,宇土市,シリア,定住者,7 
熊本県,宇土市,中国,経営・管理,2 
熊本県,宇土市,米国,日本人の配偶者等,2 
熊本県,宇土市,シリア,技術・人文知識・国際業務,1 
熊本県,宇土市,ベトナム,経営・管理,1 
熊本県,宇土市,シリア,家族滞在,3 
熊本県,宇土市,ベトナム,技術・人文知識・国際業務,11 
熊本県,宇土市,スリランカ,技術・人文知識・国際業務,2 
熊本県,宇土市,インドネシア,日本人の配偶者等,1 
熊本県,宇土市,ジャマイカ,日本人の配偶者等,1 
熊本県,宇土市,ベトナム,特定技能１号,60 
熊本県,宇土市,パキスタン,技術・人文知識・国際業務,1 
熊本県,宇土市,ウズベキスタン,技術・人文知識・国際業務,1 
熊本県,宇土市,パキスタン,家族滞在,4 
熊本県,宇土市,ベトナム,日本人の配偶者等,3 
熊本県,宇土市,ベトナム,特定活動,7 
熊本県,宇土市,ベトナム,家族滞在,2 
熊本県,宇土市,シリア,特定活動,8 
熊本県,宇土市,ベトナム,技能実習３号ロ,10 
熊本県,宇土市,カンボジア,技術・人文知識・国際業務,2 
熊本県,宇土市,中国,留学,1 
熊本県,宇土市,カンボジア,特定技能１号,5 
熊本県,宇土市,ネパール,技術・人文知識・国際業務,1 
熊本県,宇土市,米国,永住者,1 
熊本県,宇土市,アルゼンチン,日本人の配偶者等,1 
熊本県,宇土市,パキスタン,経営・管理,1 
熊本県,宇土市,中国,特定技能１号,1 
熊本県,宇土市,ベトナム,永住者,1 
熊本県,宇土市,米国,教育,6 
熊本県,宇土市,インドネシア,特定技能１号,9 
熊本県,宇土市,ミャンマー,特定活動,1 
熊本県,宇土市,フィリピン,技能実習２号ロ,5 
熊本県,宇土市,中国,日本人の配偶者等,1 
熊本県,宇土市,ミャンマー,技術・人文知識・国際業務,1 
熊本県,宇土市,スリランカ,特定技能１号,1 
熊本県,宇土市,ベトナム,技能実習２号ロ,30 
熊本県,宇土市,インドネシア,技能実習２号ロ,9 
熊本県,宇土市,ミャンマー,技能実習２号ロ,5 
熊本県,宇土市,タイ,技能実習２号ロ,2 
熊本県,宇土市,フィリピン,教育,1 
熊本県,宇土市,フィリピン,特定技能１号,1 
熊本県,宇土市,南アフリカ共和国,教育,1 
熊本県,宇土市,ウズベキスタン,家族滞在,2 
熊本県,宇土市,カンボジア,技能実習２号ロ,6 
熊本県,宇土市,スリランカ,技能実習２号ロ,1 
熊本県,宇土市,ネパール,技能実習２号ロ,15 
熊本県,宇土市,ミャンマー,技能実習１号ロ,11 
熊本県,宇土市,インドネシア,技能実習１号ロ,8 
熊本県,宇土市,カンボジア,技能実習１号ロ,6 
熊本県,宇土市,ベトナム,技能実習１号ロ,45 
熊本県,宇土市,カンボジア,家族滞在,1 
熊本県,宇土市,韓国,日本人の配偶者等,1 
熊本県,宇土市,ブラジル,日本人の配偶者等,1 
熊本県,宇土市,フィリピン,技能実習１号ロ,7 
熊本県,宇土市,台湾,企業内転勤,2 
熊本県,宇土市,インドネシア,技能実習３号ロ,1 
熊本県,上天草市,中国,永住者,7 
熊本県,上天草市,フィリピン,永住者,12 
熊本県,上天草市,カナダ,永住者,1 
熊本県,上天草市,フィリピン,定住者,2 
熊本県,上天草市,ブラジル,永住者,1 
熊本県,上天草市,中国,技能,2 
熊本県,上天草市,フィリピン,日本人の配偶者等,3 
熊本県,上天草市,英国,永住者,1 
熊本県,上天草市,米国,日本人の配偶者等,3 
熊本県,上天草市,中国,家族滞在,2 
熊本県,上天草市,カナダ,教育,1 
熊本県,上天草市,イタリア,技術・人文知識・国際業務,1 
熊本県,上天草市,ネパール,技術・人文知識・国際業務,3 
熊本県,上天草市,韓国,永住者,1 
熊本県,上天草市,ネパール,芸術,6 
熊本県,上天草市,中国,技術・人文知識・国際業務,3 
熊本県,上天草市,ミャンマー,日本人の配偶者等,2 
熊本県,上天草市,カンボジア,特定技能１号,1 
熊本県,上天草市,スリランカ,技能実習３号ロ,2 
熊本県,上天草市,ベトナム,技能実習３号ロ,11 
熊本県,上天草市,ミャンマー,技能実習３号ロ,6 
熊本県,上天草市,インドネシア,技能実習３号ロ,1 
熊本県,上天草市,ベトナム,特定技能１号,2 
熊本県,上天草市,コスタリカ,日本人の配偶者等,1 
熊本県,上天草市,中国,技能実習３号ロ,1 
熊本県,上天草市,インドネシア,特定技能１号,20 
熊本県,上天草市,フィリピン,技術・人文知識・国際業務,1 
熊本県,上天草市,ベトナム,技能実習２号ロ,19 
熊本県,上天草市,オーストラリア,教育,1 
熊本県,上天草市,ミャンマー,技能実習２号ロ,4 
熊本県,上天草市,インドネシア,技能実習２号ロ,7 
熊本県,上天草市,ベルギー,日本人の配偶者等,1 
熊本県,上天草市,米国,教育,3 
熊本県,上天草市,カンボジア,技能実習２号ロ,5 
熊本県,上天草市,ネパール,家族滞在,1 
熊本県,上天草市,ベトナム,技能実習１号ロ,3 
熊本県,上天草市,ミャンマー,技能実習１号ロ,3 
熊本県,上天草市,フィリピン,特定技能１号,8 
熊本県,上天草市,インドネシア,技能実習１号ロ,6 
熊本県,宇城市,韓国,特別永住者,2 
熊本県,宇城市,朝鮮,特別永住者,3 
熊本県,宇城市,米国,永住者,3 
熊本県,宇城市,スリランカ,永住者,1 
熊本県,宇城市,韓国,永住者,3 
熊本県,宇城市,アフガニスタン,永住者,1 
熊本県,宇城市,ブラジル,永住者,5 
熊本県,宇城市,ブラジル,定住者,3 
熊本県,宇城市,フィリピン,永住者,20 
熊本県,宇城市,カナダ,永住者,2 
熊本県,宇城市,中国,永住者,19 
熊本県,宇城市,スロバキア,永住者,1 
熊本県,宇城市,ナイジェリア,永住者,1 
熊本県,宇城市,米国,日本人の配偶者等,2 
熊本県,宇城市,パキスタン,永住者,1 
熊本県,宇城市,ルーマニア,永住者,1 
熊本県,宇城市,中国,技能,1 
熊本県,宇城市,台湾,永住者,1 
熊本県,宇城市,中国,日本人の配偶者等,7 
熊本県,宇城市,中国,家族滞在,3 
熊本県,宇城市,インド,技能,4 
熊本県,宇城市,アフガニスタン,経営・管理,1 
熊本県,宇城市,中国,永住者の配偶者等,2 
熊本県,宇城市,パキスタン,永住者の配偶者等,1 
熊本県,宇城市,パキスタン,定住者,7 
熊本県,宇城市,ウガンダ,永住者,1 
熊本県,宇城市,英国,永住者,1 
熊本県,宇城市,中国,定住者,2 
熊本県,宇城市,ベトナム,経営・管理,1 
熊本県,宇城市,ベトナム,技術・人文知識・国際業務,48 
熊本県,宇城市,ネパール,技術・人文知識・国際業務,10 
熊本県,宇城市,韓国,日本人の配偶者等,2 
熊本県,宇城市,ベトナム,家族滞在,9 
熊本県,宇城市,スリランカ,技術・人文知識・国際業務,8 
熊本県,宇城市,ネパール,家族滞在,8 
熊本県,宇城市,パキスタン,経営・管理,3 
熊本県,宇城市,ミャンマー,特定技能１号,3 
熊本県,宇城市,中国,技術・人文知識・国際業務,3 
熊本県,宇城市,バングラデシュ,技術・人文知識・国際業務,2 
熊本県,宇城市,ベトナム,特定技能１号,49 
熊本県,宇城市,ネパール,介護,1 
熊本県,宇城市,スリランカ,留学,1 
熊本県,宇城市,オーストラリア,永住者,1 
熊本県,宇城市,中国,特定技能１号,7 
熊本県,宇城市,インドネシア,特定技能１号,31 
熊本県,宇城市,ベトナム,日本人の配偶者等,2 
熊本県,宇城市,フィリピン,特定技能１号,39 
熊本県,宇城市,カンボジア,特定技能１号,5 
熊本県,宇城市,フィリピン,教育,1 
熊本県,宇城市,ベトナム,特定活動,4 
熊本県,宇城市,中国,特定活動,1 
熊本県,宇城市,ベトナム,技能実習３号ロ,30 
熊本県,宇城市,フィリピン,日本人の配偶者等,4 
熊本県,宇城市,インドネシア,技能実習３号ロ,6 
熊本県,宇城市,ネパール,技能実習３号ロ,4 
熊本県,宇城市,フィリピン,技能実習３号ロ,16 
熊本県,宇城市,中国,技能実習３号ロ,5 
熊本県,宇城市,ニュージーランド,教育,1 
熊本県,宇城市,ミャンマー,技術・人文知識・国際業務,1 
熊本県,宇城市,カンボジア,技術・人文知識・国際業務,3 
熊本県,宇城市,ジャマイカ,教育,1 
熊本県,宇城市,ベトナム,技能実習２号ロ,127 
熊本県,宇城市,ミャンマー,技能実習２号ロ,10 
熊本県,宇城市,米国,教育,2 
熊本県,宇城市,カンボジア,技能実習３号ロ,1 
熊本県,宇城市,インドネシア,技能実習２号ロ,41 
熊本県,宇城市,フィリピン,技能実習２号ロ,10 
熊本県,宇城市,カンボジア,技能実習２号ロ,15 
熊本県,宇城市,カンボジア,特定活動,1 
熊本県,宇城市,バングラデシュ,技能実習２号ロ,2 
熊本県,宇城市,韓国,経営・管理,1 
熊本県,宇城市,タイ,技能実習２号ロ,2 
熊本県,宇城市,コスタリカ,日本人の配偶者等,1 
熊本県,宇城市,中国,技能実習２号ロ,6 
熊本県,宇城市,フィリピン,技術・人文知識・国際業務,1 
熊本県,宇城市,ネパール,技能実習２号ロ,4 
熊本県,宇城市,ロシア,技術・人文知識・国際業務,1 
熊本県,宇城市,パキスタン,技術・人文知識・国際業務,9 
熊本県,宇城市,インドネシア,特定活動,6 
熊本県,宇城市,パキスタン,家族滞在,13 
熊本県,宇城市,ドイツ,日本人の配偶者等,1 
熊本県,宇城市,スリランカ,家族滞在,3 
熊本県,宇城市,スリランカ,特定技能１号,2 
熊本県,宇城市,ジャマイカ,家族滞在,1 
熊本県,宇城市,バングラデシュ,家族滞在,2 
熊本県,宇城市,ネパール,技能実習１号ロ,1 
熊本県,宇城市,カンボジア,技能実習１号ロ,12 
熊本県,宇城市,ベトナム,技能実習１号ロ,71 
熊本県,宇城市,インドネシア,技能実習１号ロ,41 
熊本県,宇城市,ミャンマー,技能実習１号ロ,18 
熊本県,宇城市,中国,技能実習１号ロ,9 
熊本県,宇城市,フィリピン,技能実習１号ロ,24 
熊本県,宇城市,バングラデシュ,技能実習１号ロ,4 
熊本県,宇城市,インドネシア,技術・人文知識・国際業務,5 
熊本県,阿蘇市,韓国,特別永住者,4 
熊本県,阿蘇市,朝鮮,特別永住者,1 
熊本県,阿蘇市,中国,特別永住者,1 
熊本県,阿蘇市,ブラジル,永住者,1 
熊本県,阿蘇市,フィリピン,永住者,23 
熊本県,阿蘇市,中国,永住者,14 
熊本県,阿蘇市,米国,永住者,2 
熊本県,阿蘇市,英国,永住者,2 
熊本県,阿蘇市,韓国,永住者,1 
熊本県,阿蘇市,フィリピン,定住者,11 
熊本県,阿蘇市,パキスタン,経営・管理,1 
熊本県,阿蘇市,フィリピン,日本人の配偶者等,8 
熊本県,阿蘇市,中国,日本人の配偶者等,2 
熊本県,阿蘇市,中国,技術・人文知識・国際業務,8 
熊本県,阿蘇市,フランス,技術・人文知識・国際業務,1 
熊本県,阿蘇市,ネパール,日本人の配偶者等,1 
熊本県,阿蘇市,フランス,永住者,1 
熊本県,阿蘇市,ベトナム,技術・人文知識・国際業務,11 
熊本県,阿蘇市,ネパール,技術・人文知識・国際業務,38 
熊本県,阿蘇市,ナイジェリア,日本人の配偶者等,1 
熊本県,阿蘇市,韓国,技術・人文知識・国際業務,2 
熊本県,阿蘇市,中国,家族滞在,2 
熊本県,阿蘇市,カンボジア,特定技能１号,58 
熊本県,阿蘇市,スリランカ,技術・人文知識・国際業務,5 
熊本県,阿蘇市,フィリピン,技術・人文知識・国際業務,3 
熊本県,阿蘇市,中国,特定技能１号,8 
熊本県,阿蘇市,フィリピン,特定技能１号,28 
熊本県,阿蘇市,ベトナム,特定技能１号,41 
熊本県,阿蘇市,ポーランド,日本人の配偶者等,1 
熊本県,阿蘇市,ベトナム,日本人の配偶者等,1 
熊本県,阿蘇市,ベトナム,技能,1 
熊本県,阿蘇市,カンボジア,日本人の配偶者等,1 
熊本県,阿蘇市,ベトナム,技能実習３号ロ,7 
熊本県,阿蘇市,インド,技能,2 
熊本県,阿蘇市,カンボジア,技術・人文知識・国際業務,2 
熊本県,阿蘇市,ベトナム,特定活動,14 
熊本県,阿蘇市,インドネシア,技能実習３号ロ,4 
熊本県,阿蘇市,カンボジア,技能実習３号ロ,1 
熊本県,阿蘇市,フィリピン,技能実習３号ロ,7 
熊本県,阿蘇市,ベトナム,家族滞在,3 
熊本県,阿蘇市,米国,教育,4 
熊本県,阿蘇市,米国,家族滞在,3 
熊本県,阿蘇市,シンガポール,日本人の配偶者等,1 
熊本県,阿蘇市,英国,日本人の配偶者等,1 
熊本県,阿蘇市,ネパール,家族滞在,13 
熊本県,阿蘇市,ベトナム,技能実習２号ロ,59 
熊本県,阿蘇市,フィリピン,技能実習２号ロ,8 
熊本県,阿蘇市,カンボジア,特定活動,1 
熊本県,阿蘇市,インドネシア,技能実習２号ロ,51 
熊本県,阿蘇市,カンボジア,技能実習２号ロ,52 
熊本県,阿蘇市,ミャンマー,特定技能１号,27 
熊本県,阿蘇市,ミャンマー,技術・人文知識・国際業務,3 
熊本県,阿蘇市,ミャンマー,技能実習２号ロ,3 
熊本県,阿蘇市,パキスタン,日本人の配偶者等,1 
熊本県,阿蘇市,ネパール,特定技能１号,15 
熊本県,阿蘇市,中国,技能実習２号ロ,1 
熊本県,阿蘇市,インドネシア,特定技能１号,2 
熊本県,阿蘇市,ベトナム,企業内転勤,1 
熊本県,阿蘇市,インドネシア,特定活動,5 
熊本県,阿蘇市,インドネシア,技能実習１号ロ,30 
熊本県,阿蘇市,台湾,特定活動,16 
熊本県,阿蘇市,ラオス,技能実習２号ロ,1 
熊本県,阿蘇市,カナダ,興行,1 
熊本県,阿蘇市,台湾,技術・人文知識・国際業務,3 
熊本県,阿蘇市,フィリピン,技能実習１号ロ,11 
熊本県,阿蘇市,カンボジア,技能実習１号ロ,27 
熊本県,阿蘇市,韓国,特定活動,6 
熊本県,阿蘇市,ベトナム,技能実習１号ロ,32 
熊本県,阿蘇市,パキスタン,技能,1 
熊本県,阿蘇市,中国,企業内転勤,1 
熊本県,阿蘇市,タイ,企業内転勤,1 
熊本県,阿蘇市,タイ,特定技能１号,2 
熊本県,阿蘇市,ラオス,技能実習１号ロ,3 
熊本県,阿蘇市,フィリピン,研修,2 
熊本県,阿蘇市,ミャンマー,技能実習１号ロ,4 
熊本県,阿蘇市,スリランカ,家族滞在,1 
熊本県,天草市,フィリピン,永住者,35 
熊本県,天草市,韓国,特別永住者,9 
熊本県,天草市,台湾,特別永住者,1 
熊本県,天草市,ドイツ,永住者,1 
熊本県,天草市,朝鮮,特別永住者,1 
熊本県,天草市,韓国,永住者,5 
熊本県,天草市,マレーシア,永住者,1 
熊本県,天草市,ブラジル,永住者,1 
熊本県,天草市,中国,永住者,15 
熊本県,天草市,英国,永住者,2 
熊本県,天草市,オーストラリア,永住者,2 
熊本県,天草市,ロシア,永住者,1 
熊本県,天草市,タイ,永住者,1 
熊本県,天草市,カナダ,技術・人文知識・国際業務,2 
熊本県,天草市,米国,永住者,1 
熊本県,天草市,米国,日本人の配偶者等,2 
熊本県,天草市,中国,日本人の配偶者等,3 
熊本県,天草市,ベトナム,日本人の配偶者等,2 
熊本県,天草市,ベトナム,技術・人文知識・国際業務,8 
熊本県,天草市,韓国,日本人の配偶者等,3 
