都道府県,市区町村,国籍・地域,在留資格,在留外国人数
熊本県,小国町,韓国,特別永住者,1 
熊本県,小国町,フィリピン,永住者,5 
熊本県,小国町,台湾,永住者,3 
熊本県,小国町,中国,永住者,2 
熊本県,小国町,台湾,日本人の配偶者等,1 
熊本県,小国町,フランス,永住者,1 
熊本県,小国町,ベトナム,技術・人文知識・国際業務,2 
熊本県,小国町,ネパール,技術・人文知識・国際業務,9 
熊本県,小国町,スリランカ,技術・人文知識・国際業務,1 
熊本県,小国町,韓国,永住者,1 
熊本県,小国町,韓国,日本人の配偶者等,1 
熊本県,小国町,ベトナム,技能実習３号ロ,2 
熊本県,小国町,ネパール,家族滞在,1 
熊本県,小国町,ベトナム,技能実習２号ロ,8 
熊本県,小国町,インドネシア,技能実習２号ロ,10 
熊本県,小国町,中国,技能実習２号ロ,1 
熊本県,小国町,台湾,技術・人文知識・国際業務,5 
熊本県,小国町,ネパール,特定技能１号,2 
熊本県,小国町,ミャンマー,特定技能１号,2 
熊本県,小国町,ベトナム,技能実習１号ロ,30 
熊本県,小国町,台湾,特定活動,5 
熊本県,小国町,スリランカ,家族滞在,1 
熊本県,小国町,韓国,特定活動,2 
熊本県,小国町,ミャンマー,技能実習１号ロ,6 
熊本県,小国町,中国,技術・人文知識・国際業務,1 
熊本県,小国町,インドネシア,技能実習１号ロ,6 
熊本県,小国町,フィリピン,技能実習１号ロ,5 
熊本県,小国町,カンボジア,技能実習１号ロ,3 
熊本県,産山村,韓国,特別永住者,3 
熊本県,産山村,フィリピン,永住者,2 
熊本県,産山村,英国,日本人の配偶者等,1 
熊本県,産山村,中国,永住者,1 
熊本県,産山村,韓国,永住者,5 
熊本県,産山村,米国,永住者,1 
熊本県,産山村,韓国,技術・人文知識・国際業務,5 
熊本県,産山村,韓国,永住者の配偶者等,1 
熊本県,産山村,ネパール,技術・人文知識・国際業務,14 
熊本県,産山村,ネパール,特定技能１号,4 
熊本県,産山村,ベトナム,特定技能１号,1 
熊本県,産山村,ベトナム,技術・人文知識・国際業務,2 
熊本県,産山村,中国,技術・人文知識・国際業務,1 
熊本県,産山村,インドネシア,特定技能１号,2 
熊本県,産山村,ベトナム,技能実習２号ロ,3 
熊本県,産山村,フィリピン,技能実習２号ロ,1 
熊本県,産山村,カンボジア,技能実習２号ロ,2 
熊本県,産山村,ネパール,家族滞在,2 
熊本県,産山村,米国,教育,1 
熊本県,産山村,カンボジア,特定技能１号,1 
熊本県,産山村,ベトナム,技能実習１号ロ,6 
熊本県,産山村,韓国,特定活動,1 
熊本県,高森町,韓国,特別永住者,2 
熊本県,高森町,朝鮮,日本人の配偶者等,1 
熊本県,高森町,朝鮮,特別永住者,1 
熊本県,高森町,フィリピン,永住者,7 
熊本県,高森町,中国,永住者,2 
熊本県,高森町,米国,永住者,1 
熊本県,高森町,韓国,技術・人文知識・国際業務,5 
熊本県,高森町,イタリア,日本人の配偶者等,1 
熊本県,高森町,米国,技術・人文知識・国際業務,1 
熊本県,高森町,韓国,日本人の配偶者等,1 
熊本県,高森町,カンボジア,特定技能１号,14 
熊本県,高森町,韓国,経営・管理,2 
熊本県,高森町,ベトナム,特定技能１号,5 
熊本県,高森町,タイ,技能実習３号ロ,2 
熊本県,高森町,ベトナム,技能実習３号ロ,5 
熊本県,高森町,米国,日本人の配偶者等,1 
熊本県,高森町,モルディブ,日本人の配偶者等,1 
熊本県,高森町,フィリピン,日本人の配偶者等,1 
熊本県,高森町,インドネシア,日本人の配偶者等,1 
熊本県,高森町,タイ,技能実習２号ロ,1 
熊本県,高森町,ベトナム,技能実習２号ロ,28 
熊本県,高森町,スロベニア,技術・人文知識・国際業務,1 
熊本県,高森町,カンボジア,技能実習２号ロ,10 
熊本県,高森町,カナダ,日本人の配偶者等,1 
熊本県,高森町,インドネシア,技能実習２号ロ,2 
熊本県,高森町,ブラジル,芸術,2 
熊本県,高森町,米国,芸術,1 
熊本県,高森町,ロシア,芸術,1 
熊本県,高森町,フィンランド,芸術,1 
熊本県,高森町,インドネシア,芸術,4 
熊本県,高森町,オーストラリア,芸術,1 
熊本県,高森町,ミャンマー,技能実習１号ロ,2 
熊本県,高森町,ネパール,特定技能１号,5 
熊本県,高森町,インドネシア,技能実習１号ロ,3 
熊本県,高森町,カンボジア,技能実習１号ロ,6 
熊本県,高森町,ベトナム,技能実習１号ロ,4 
熊本県,高森町,タイ,技能実習１号ロ,2 
熊本県,高森町,韓国,特定活動,1 
熊本県,西原村,韓国,特別永住者,1 
熊本県,西原村,フィリピン,永住者,7 
熊本県,西原村,アイルランド,永住者,1 
熊本県,西原村,パキスタン,技術・人文知識・国際業務,1 
熊本県,西原村,インド,技能,3 
熊本県,西原村,パキスタン,永住者,1 
熊本県,西原村,フランス,永住者,1 
熊本県,西原村,中国,永住者,1 
熊本県,西原村,オランダ,日本人の配偶者等,1 
熊本県,西原村,韓国,永住者,1 
熊本県,西原村,米国,永住者,1 
熊本県,西原村,ベトナム,技術・人文知識・国際業務,13 
熊本県,西原村,ベトナム,家族滞在,2 
熊本県,西原村,ベトナム,特定技能１号,51 
熊本県,西原村,ミャンマー,技術・人文知識・国際業務,1 
熊本県,西原村,パキスタン,経営・管理,2 
熊本県,西原村,スリランカ,日本人の配偶者等,1 
熊本県,西原村,ベトナム,技能実習３号ロ,3 
熊本県,西原村,ネパール,技術・人文知識・国際業務,1 
熊本県,西原村,カンボジア,特定活動,2 
熊本県,西原村,ベトナム,特定活動,2 
熊本県,西原村,カンボジア,特定技能１号,2 
熊本県,西原村,韓国,技術・人文知識・国際業務,1 
熊本県,西原村,フィリピン,技能実習２号ロ,2 
熊本県,西原村,ベトナム,技能実習２号ロ,22 
熊本県,西原村,シンガポール,技術・人文知識・国際業務,1 
熊本県,西原村,シンガポール,家族滞在,3 
熊本県,西原村,パキスタン,家族滞在,4 
熊本県,西原村,カンボジア,技能実習２号ロ,3 
熊本県,西原村,ミャンマー,技能実習２号ロ,6 
熊本県,西原村,ベトナム,技能実習１号ロ,6 
熊本県,西原村,米国,教育,1 
熊本県,西原村,ネパール,特定技能１号,2 
熊本県,西原村,ミャンマー,技能実習１号ロ,6 
熊本県,西原村,フィリピン,特定技能１号,1 
熊本県,西原村,タイ,特定技能１号,2 
熊本県,西原村,アイルランド,日本人の配偶者等,1 
熊本県,西原村,台湾,経営・管理,1 
熊本県,西原村,台湾,技術・人文知識・国際業務,1 
熊本県,西原村,フィリピン,技能実習３号ロ,1 
熊本県,西原村,インドネシア,技能実習１号ロ,5 
熊本県,西原村,インドネシア,特定技能１号,1 
熊本県,西原村,ネパール,技能実習１号ロ,4 
熊本県,南阿蘇村,韓国,特別永住者,2 
熊本県,南阿蘇村,フィリピン,永住者,6 
熊本県,南阿蘇村,フランス,永住者,1 
熊本県,南阿蘇村,英国,永住者,3 
熊本県,南阿蘇村,中国,永住者,3 
熊本県,南阿蘇村,米国,永住者,2 
熊本県,南阿蘇村,南アフリカ共和国,永住者,1 
熊本県,南阿蘇村,カナダ,日本人の配偶者等,3 
熊本県,南阿蘇村,フィリピン,日本人の配偶者等,1 
熊本県,南阿蘇村,タイ,日本人の配偶者等,2 
熊本県,南阿蘇村,米国,日本人の配偶者等,4 
熊本県,南阿蘇村,ベルギー,日本人の配偶者等,1 
熊本県,南阿蘇村,ネパール,技術・人文知識・国際業務,26 
熊本県,南阿蘇村,バングラデシュ,技術・人文知識・国際業務,2 
熊本県,南阿蘇村,ドイツ,日本人の配偶者等,2 
熊本県,南阿蘇村,カンボジア,特定技能１号,1 
熊本県,南阿蘇村,タンザニア,日本人の配偶者等,1 
熊本県,南阿蘇村,ミャンマー,特定活動,2 
熊本県,南阿蘇村,ベトナム,技術・人文知識・国際業務,5 
熊本県,南阿蘇村,ベトナム,特定技能１号,3 
熊本県,南阿蘇村,中国,日本人の配偶者等,1 
熊本県,南阿蘇村,中国,留学,1 
熊本県,南阿蘇村,インド,留学,3 
熊本県,南阿蘇村,ネパール,家族滞在,6 
熊本県,南阿蘇村,オーストラリア,日本人の配偶者等,1 
熊本県,南阿蘇村,オーストラリア,定住者,1 
熊本県,南阿蘇村,ネパール,留学,2 
熊本県,南阿蘇村,中国,技術・人文知識・国際業務,1 
熊本県,南阿蘇村,フィリピン,留学,1 
熊本県,南阿蘇村,ミャンマー,技能実習２号ロ,15 
熊本県,南阿蘇村,カンボジア,技能実習２号ロ,8 
熊本県,南阿蘇村,インドネシア,技能実習２号ロ,2 
熊本県,南阿蘇村,トルコ,留学,1 
熊本県,南阿蘇村,ネパール,特定技能１号,9 
熊本県,南阿蘇村,ミャンマー,留学,5 
熊本県,南阿蘇村,台湾,永住者,1 
熊本県,南阿蘇村,インドネシア,特定技能１号,2 
熊本県,南阿蘇村,インドネシア,技能実習１号ロ,2 
熊本県,南阿蘇村,カンボジア,技能実習１号ロ,6 
熊本県,南阿蘇村,台湾,特定活動,3 
熊本県,南阿蘇村,ミャンマー,技能実習１号ロ,6 
熊本県,南阿蘇村,ベトナム,特定活動,3 
熊本県,御船町,韓国,特別永住者,4 
熊本県,御船町,朝鮮,特別永住者,1 
熊本県,御船町,タイ,永住者,1 
熊本県,御船町,韓国,永住者,4 
熊本県,御船町,米国,永住者,1 
熊本県,御船町,フィリピン,永住者,2 
熊本県,御船町,中国,永住者,8 
熊本県,御船町,韓国,日本人の配偶者等,2 
熊本県,御船町,インドネシア,永住者,1 
熊本県,御船町,フィリピン,日本人の配偶者等,1 
熊本県,御船町,中国,技能,1 
熊本県,御船町,中国,日本人の配偶者等,1 
熊本県,御船町,中国,家族滞在,3 
熊本県,御船町,ベトナム,特定技能１号,18 
熊本県,御船町,ミャンマー,特定技能１号,9 
熊本県,御船町,台湾,永住者,1 
熊本県,御船町,インドネシア,特定技能１号,14 
熊本県,御船町,バングラデシュ,特定技能１号,2 
熊本県,御船町,中国,技能実習３号ロ,1 
熊本県,御船町,インドネシア,技能実習２号ロ,11 
熊本県,御船町,ベトナム,技能実習３号ロ,1 
熊本県,御船町,ベトナム,技能実習２号ロ,18 
熊本県,御船町,ミャンマー,技能実習２号ロ,3 
熊本県,御船町,カンボジア,技能実習２号ロ,2 
熊本県,御船町,バングラデシュ,技能実習２号ロ,1 
熊本県,御船町,インドネシア,特定活動,1 
熊本県,御船町,米国,教育,1 
熊本県,御船町,米国,宗教,1 
熊本県,御船町,ベトナム,技能実習１号ロ,20 
熊本県,御船町,ミャンマー,技能実習１号ロ,4 
熊本県,御船町,ベトナム,技術・人文知識・国際業務,1 
熊本県,御船町,カンボジア,技能実習１号ロ,3 
熊本県,御船町,インドネシア,技能実習１号ロ,14 
熊本県,御船町,ネパール,特定技能１号,1 
熊本県,御船町,フィリピン,特定技能１号,1 
熊本県,嘉島町,韓国,特別永住者,5 
熊本県,嘉島町,中国,永住者,4 
熊本県,嘉島町,英国,永住者,1 
熊本県,嘉島町,スウェーデン,永住者,1 
熊本県,嘉島町,インド,技能,4 
熊本県,嘉島町,韓国,永住者,1 
熊本県,嘉島町,フィリピン,永住者,1 
熊本県,嘉島町,中国,技術・人文知識・国際業務,3 
熊本県,嘉島町,フィリピン,日本人の配偶者等,1 
熊本県,嘉島町,フィリピン,定住者,1 
熊本県,嘉島町,ベトナム,特定技能１号,12 
熊本県,嘉島町,インドネシア,特定技能１号,53 
熊本県,嘉島町,ミャンマー,技能実習３号ロ,5 
熊本県,嘉島町,中国,特定技能１号,1 
熊本県,嘉島町,ベトナム,技能実習３号ロ,2 
熊本県,嘉島町,ベトナム,技術・人文知識・国際業務,2 
熊本県,嘉島町,ミャンマー,技術・人文知識・国際業務,5 
熊本県,嘉島町,中国,技能,1 
熊本県,嘉島町,インドネシア,技術・人文知識・国際業務,1 
熊本県,嘉島町,ベトナム,家族滞在,2 
熊本県,嘉島町,ミャンマー,特定活動,1 
熊本県,嘉島町,ネパール,技能,1 
熊本県,嘉島町,ミャンマー,特定技能１号,4 
熊本県,嘉島町,ミャンマー,技能実習２号ロ,3 
熊本県,嘉島町,ベトナム,技能実習２号ロ,8 
熊本県,嘉島町,フィリピン,技能実習２号ロ,3 
熊本県,嘉島町,インドネシア,技能実習２号ロ,4 
熊本県,嘉島町,中国,技能実習２号ロ,2 
熊本県,嘉島町,カンボジア,技能実習２号ロ,2 
熊本県,嘉島町,インドネシア,技能実習１号ロ,5 
熊本県,嘉島町,中国,技能実習１号ロ,1 
熊本県,嘉島町,ベトナム,技能実習１号ロ,1 
熊本県,嘉島町,ミャンマー,技能実習１号ロ,4 
熊本県,嘉島町,英国,教育,1 
熊本県,益城町,韓国,特別永住者,4 
熊本県,益城町,朝鮮,特別永住者,1 
熊本県,益城町,フィリピン,永住者,6 
熊本県,益城町,中国,永住者,13 
熊本県,益城町,ブラジル,永住者,2 
熊本県,益城町,韓国,永住者,2 
熊本県,益城町,中国,定住者,3 
熊本県,益城町,ロシア,永住者,1 
熊本県,益城町,フィリピン,日本人の配偶者等,1 
熊本県,益城町,英国,永住者,1 
熊本県,益城町,ネパール,日本人の配偶者等,1 
熊本県,益城町,中国,永住者の配偶者等,1 
熊本県,益城町,タイ,日本人の配偶者等,1 
熊本県,益城町,ベトナム,特定技能１号,20 
熊本県,益城町,台湾,永住者,1 
熊本県,益城町,ベトナム,技術・人文知識・国際業務,3 
熊本県,益城町,フィリピン,特定技能１号,11 
熊本県,益城町,カンボジア,特定技能１号,5 
熊本県,益城町,ベトナム,技能実習３号ロ,3 
熊本県,益城町,中国,日本人の配偶者等,2 
熊本県,益城町,タイ,特定技能１号,3 
熊本県,益城町,韓国,技術・人文知識・国際業務,1 
熊本県,益城町,韓国,家族滞在,2 
熊本県,益城町,ネパール,特定技能１号,6 
熊本県,益城町,フィリピン,技能実習３号ロ,2 
熊本県,益城町,中国,特定技能１号,1 
熊本県,益城町,ミャンマー,特定技能１号,5 
熊本県,益城町,ミャンマー,特定活動,1 
熊本県,益城町,インドネシア,日本人の配偶者等,1 
熊本県,益城町,韓国,日本人の配偶者等,1 
熊本県,益城町,ベトナム,技能実習２号ロ,9 
熊本県,益城町,ベトナム,特定活動,3 
熊本県,益城町,フィリピン,技能実習２号ロ,6 
熊本県,益城町,ミャンマー,技能実習２号ロ,13 
熊本県,益城町,カンボジア,技能実習２号ロ,2 
熊本県,益城町,米国,教育,2 
熊本県,益城町,インドネシア,技能実習２号ロ,9 
熊本県,益城町,スペイン,日本人の配偶者等,1 
熊本県,益城町,インドネシア,特定技能１号,3 
熊本県,益城町,メキシコ,日本人の配偶者等,1 
熊本県,益城町,メキシコ,定住者,1 
熊本県,益城町,ベトナム,技能実習１号ロ,14 
熊本県,益城町,インドネシア,技能実習１号ロ,6 
熊本県,益城町,タイ,技能実習１号ロ,1 
熊本県,益城町,ミャンマー,技能実習１号ロ,4 
熊本県,益城町,フィリピン,技能実習１号ロ,7 
熊本県,益城町,台湾,技術・人文知識・国際業務,1 
熊本県,益城町,台湾,家族滞在,1 
熊本県,益城町,カンボジア,技能実習１号ロ,1 
熊本県,甲佐町,韓国,永住者,2 
熊本県,甲佐町,フィリピン,永住者,7 
熊本県,甲佐町,中国,永住者,2 
熊本県,甲佐町,米国,永住者,1 
熊本県,甲佐町,中国,定住者,1 
熊本県,甲佐町,中国,日本人の配偶者等,1 
熊本県,甲佐町,ミャンマー,特定技能１号,13 
熊本県,甲佐町,ベトナム,特定技能１号,11 
熊本県,甲佐町,ウズベキスタン,技術・人文知識・国際業務,1 
熊本県,甲佐町,フィリピン,特定技能１号,7 
熊本県,甲佐町,フィリピン,日本人の配偶者等,1 
熊本県,甲佐町,インドネシア,特定技能１号,7 
熊本県,甲佐町,カンボジア,技能実習３号ロ,3 
熊本県,甲佐町,ベトナム,特定活動,2 
熊本県,甲佐町,ベトナム,技能実習３号ロ,5 
熊本県,甲佐町,ベトナム,技能実習２号ロ,25 
熊本県,甲佐町,インドネシア,技能実習３号ロ,2 
熊本県,甲佐町,ミャンマー,技能実習２号ロ,7 
熊本県,甲佐町,ネパール,特定技能１号,2 
熊本県,甲佐町,英国,教育,1 
熊本県,甲佐町,英国,技術・人文知識・国際業務,1 
熊本県,甲佐町,カンボジア,技能実習２号ロ,1 
熊本県,甲佐町,米国,日本人の配偶者等,1 
熊本県,甲佐町,インドネシア,技能実習２号ロ,4 
熊本県,甲佐町,ミャンマー,特定活動,1 
熊本県,甲佐町,ベトナム,技能実習１号ロ,7 
熊本県,甲佐町,ミャンマー,技術・人文知識・国際業務,2 
熊本県,甲佐町,タイ,技能実習１号ロ,1 
熊本県,甲佐町,ウズベキスタン,家族滞在,1 
熊本県,甲佐町,ミャンマー,技能実習１号ロ,6 
熊本県,山都町,韓国,特別永住者,2 
熊本県,山都町,フィリピン,永住者,4 
熊本県,山都町,中国,永住者,7 
熊本県,山都町,ベトナム,永住者,1 
熊本県,山都町,カナダ,日本人の配偶者等,1 
熊本県,山都町,オーストラリア,日本人の配偶者等,2 
熊本県,山都町,タイ,永住者,1 
熊本県,山都町,フィリピン,日本人の配偶者等,2 
熊本県,山都町,カンボジア,特定技能１号,14 
熊本県,山都町,フィリピン,特定技能１号,8 
熊本県,山都町,カンボジア,特定活動,8 
熊本県,山都町,フランス,日本人の配偶者等,1 
熊本県,山都町,米国,日本人の配偶者等,2 
熊本県,山都町,カンボジア,技能実習３号ロ,3 
熊本県,山都町,ベトナム,特定技能１号,2 
熊本県,山都町,フィリピン,技能実習３号ロ,5 
熊本県,山都町,韓国,日本人の配偶者等,1 
熊本県,山都町,インドネシア,技能実習３号ロ,2 
熊本県,山都町,インドネシア,特定技能１号,13 
熊本県,山都町,フィリピン,技能実習２号ロ,8 
熊本県,山都町,ミャンマー,技能実習２号ロ,2 
熊本県,山都町,ベトナム,技能実習２号ロ,9 
熊本県,山都町,カンボジア,技能実習２号ロ,17 
熊本県,山都町,インドネシア,技能実習２号ロ,6 
熊本県,山都町,フランス,教育,1 
熊本県,山都町,タイ,技能実習２号ロ,1 
熊本県,山都町,タイ,技能実習３号ロ,1 
熊本県,山都町,ベトナム,技能実習３号ロ,1 
熊本県,山都町,ネパール,特定技能１号,3 
熊本県,山都町,デンマーク,教育,1 
熊本県,山都町,カンボジア,技能実習１号ロ,3 
熊本県,山都町,ミャンマー,特定技能１号,1 
熊本県,山都町,インドネシア,技能実習１号ロ,8 
熊本県,山都町,ミャンマー,技能実習１号ロ,1 
熊本県,山都町,フィリピン,技能実習１号ロ,4 
熊本県,山都町,ベトナム,技能実習１号ロ,3 
熊本県,山都町,ノルウェー,教育,1 
熊本県,山都町,スリランカ,技能実習１号ロ,3 
熊本県,氷川町,韓国,特別永住者,2 
熊本県,氷川町,台湾,特別永住者,1 
熊本県,氷川町,中国,永住者,3 
熊本県,氷川町,フィリピン,永住者,4 
熊本県,氷川町,韓国,永住者,1 
熊本県,氷川町,パキスタン,永住者,7 
熊本県,氷川町,フィリピン,日本人の配偶者等,2 
熊本県,氷川町,パキスタン,日本人の配偶者等,1 
熊本県,氷川町,中国,技術・人文知識・国際業務,1 
熊本県,氷川町,中国,日本人の配偶者等,1 
熊本県,氷川町,ベトナム,特定技能１号,12 
熊本県,氷川町,フィリピン,特定技能１号,22 
熊本県,氷川町,中国,特定技能１号,13 
熊本県,氷川町,カンボジア,特定技能１号,13 
熊本県,氷川町,ベトナム,特定活動,1 
熊本県,氷川町,中国,技能実習３号ロ,1 
熊本県,氷川町,フィリピン,技能実習３号ロ,5 
熊本県,氷川町,カンボジア,技能実習３号ロ,5 
熊本県,氷川町,タイ,技能実習３号ロ,2 
熊本県,氷川町,ベトナム,技能実習３号ロ,1 
熊本県,氷川町,韓国,日本人の配偶者等,1 
熊本県,氷川町,ベトナム,日本人の配偶者等,1 
熊本県,氷川町,中国,技能実習２号ロ,7 
熊本県,氷川町,タイ,特定技能１号,1 
熊本県,氷川町,フィリピン,技能実習２号ロ,12 
熊本県,氷川町,ベトナム,技能実習２号ロ,10 
熊本県,氷川町,インドネシア,特定活動,1 
熊本県,氷川町,タイ,技能実習２号ロ,6 
熊本県,氷川町,カンボジア,技能実習２号ロ,21 
熊本県,氷川町,インドネシア,技能実習２号ロ,10 
熊本県,氷川町,ミャンマー,技能実習２号ロ,13 
熊本県,氷川町,インドネシア,特定技能１号,8 
熊本県,氷川町,ミャンマー,技能実習１号ロ,9 
熊本県,氷川町,タイ,技能実習１号ロ,7 
熊本県,氷川町,ベトナム,技能実習１号ロ,11 
熊本県,氷川町,カンボジア,技能実習１号ロ,7 
熊本県,氷川町,中国,技能実習１号ロ,6 
熊本県,氷川町,インドネシア,技能実習１号ロ,16 
熊本県,氷川町,フィリピン,技能実習１号ロ,12 
熊本県,芦北町,韓国,特別永住者,3 
熊本県,芦北町,フィリピン,永住者,5 
熊本県,芦北町,インドネシア,永住者,1 
熊本県,芦北町,中国,永住者,6 
熊本県,芦北町,中国,日本人の配偶者等,1 
熊本県,芦北町,ベトナム,特定技能１号,5 
熊本県,芦北町,米国,教育,2 
熊本県,芦北町,ミャンマー,特定技能１号,1 
熊本県,芦北町,ベトナム,技能実習３号ロ,2 
熊本県,芦北町,フィリピン,日本人の配偶者等,1 
熊本県,芦北町,カンボジア,特定技能１号,1 
熊本県,芦北町,カンボジア,技能実習２号ロ,5 
熊本県,芦北町,ドイツ,日本人の配偶者等,1 
熊本県,芦北町,ベトナム,技能実習２号ロ,1 
熊本県,芦北町,ミャンマー,技能実習２号ロ,4 
熊本県,芦北町,ネパール,特定技能１号,2 
熊本県,芦北町,インドネシア,技能実習２号ロ,3 
熊本県,芦北町,インドネシア,技能実習１号ロ,8 
熊本県,芦北町,ミャンマー,技能実習１号ロ,9 
熊本県,芦北町,ネパール,技術・人文知識・国際業務,1 
熊本県,芦北町,カンボジア,技能実習１号ロ,2 
熊本県,芦北町,英国,技術・人文知識・国際業務,1 
熊本県,津奈木町,韓国,永住者,2 
熊本県,津奈木町,台湾,永住者,1 
熊本県,津奈木町,韓国,日本人の配偶者等,1 
熊本県,津奈木町,パキスタン,経営・管理,1 
熊本県,津奈木町,ミャンマー,特定技能１号,2 
熊本県,津奈木町,ベトナム,特定技能１号,2 
熊本県,津奈木町,米国,教育,1 
熊本県,津奈木町,南アフリカ共和国,教育,1 
熊本県,錦町,韓国,特別永住者,2 
熊本県,錦町,韓国,日本人の配偶者等,1 
熊本県,錦町,台湾,永住者,1 
熊本県,錦町,フィリピン,永住者,12 
熊本県,錦町,タイ,永住者,2 
熊本県,錦町,中国,永住者,2 
熊本県,錦町,韓国,永住者,1 
熊本県,錦町,インドネシア,技術・人文知識・国際業務,1 
熊本県,錦町,中国,技能,1 
熊本県,錦町,中国,家族滞在,2 
熊本県,錦町,中国,定住者,2 
熊本県,錦町,ネパール,日本人の配偶者等,1 
熊本県,錦町,パキスタン,経営・管理,1 
熊本県,錦町,ベトナム,技術・人文知識・国際業務,26 
熊本県,錦町,中国,特定技能１号,1 
熊本県,錦町,ベトナム,特定技能１号,4 
熊本県,錦町,中国,経営・管理,1 
熊本県,錦町,フィリピン,特定技能１号,6 
熊本県,錦町,フィリピン,日本人の配偶者等,1 
熊本県,錦町,中国,技術・人文知識・国際業務,1 
熊本県,錦町,パキスタン,家族滞在,3 
熊本県,錦町,カンボジア,特定技能１号,2 
熊本県,錦町,タイ,日本人の配偶者等,1 
熊本県,錦町,ベトナム,技能実習２号ロ,5 
熊本県,錦町,タイ,技能実習２号ロ,5 
熊本県,錦町,タイ,特定活動,1 
熊本県,錦町,カンボジア,技能実習２号ロ,2 
熊本県,錦町,カンボジア,特定活動,1 
熊本県,錦町,英国,教育,2 
熊本県,錦町,米国,教育,2 
熊本県,錦町,ベトナム,技能実習１号ロ,4 
熊本県,錦町,インドネシア,技能実習１号ロ,5 
熊本県,錦町,タイ,技能実習１号ロ,5 
熊本県,錦町,カンボジア,技能実習１号ロ,1 
熊本県,錦町,フィリピン,技能実習１号ロ,2 
熊本県,多良木町,韓国,永住者,1 
熊本県,多良木町,インド,永住者,1 
熊本県,多良木町,フィリピン,永住者,11 
熊本県,多良木町,ネパール,永住者,1 
熊本県,多良木町,フィリピン,定住者,1 
熊本県,多良木町,カメルーン,永住者の配偶者等,1 
熊本県,多良木町,ネパール,技術・人文知識・国際業務,2 
熊本県,多良木町,ベトナム,日本人の配偶者等,1 
熊本県,多良木町,ベトナム,技能実習３号ロ,2 
熊本県,多良木町,ベトナム,特定活動,2 
熊本県,多良木町,ベトナム,技能実習２号ロ,30 
熊本県,多良木町,カンボジア,技能実習２号ロ,2 
熊本県,多良木町,インドネシア,技能実習１号ロ,1 
熊本県,多良木町,ネパール,家族滞在,1 
熊本県,多良木町,ベトナム,技能実習１号ロ,6 
熊本県,水上村,米国,永住者,1 
熊本県,水上村,韓国,特別永住者,1 
熊本県,水上村,中国,永住者,5 
熊本県,水上村,米国,日本人の配偶者等,1 
熊本県,水上村,ベトナム,技能実習２号ロ,2 
熊本県,水上村,台湾,技術・人文知識・国際業務,1 
熊本県,水上村,フィリピン,特定技能１号,2 
熊本県,相良村,韓国,特別永住者,3 
熊本県,相良村,ブラジル,永住者,1 
熊本県,相良村,フィリピン,永住者,3 
熊本県,相良村,中国,日本人の配偶者等,1 
熊本県,相良村,ネパール,日本人の配偶者等,1 
熊本県,相良村,フィリピン,日本人の配偶者等,2 
熊本県,相良村,ベトナム,技術・人文知識・国際業務,1 
熊本県,相良村,フランス,教育,1 
熊本県,相良村,中国,特定技能１号,2 
熊本県,相良村,インドネシア,技能実習２号ロ,3 
熊本県,相良村,バングラデシュ,技能実習２号ロ,2 
熊本県,相良村,ミャンマー,特定技能１号,6 
熊本県,相良村,インドネシア,技能実習１号ロ,2 
熊本県,五木村,中国,永住者,2 
熊本県,五木村,ミャンマー,技術・人文知識・国際業務,1 
熊本県,五木村,米国,日本人の配偶者等,1 
熊本県,五木村,ベトナム,技術・人文知識・国際業務,1 
熊本県,五木村,ネパール,技能実習１号ロ,9 
熊本県,あさぎり町,韓国,特別永住者,12 
熊本県,あさぎり町,フィリピン,定住者,2 
熊本県,あさぎり町,韓国,永住者,1 
熊本県,あさぎり町,フィリピン,永住者,9 
熊本県,あさぎり町,中国,永住者,9 
熊本県,あさぎり町,ブラジル,永住者,1 
熊本県,あさぎり町,米国,永住者,1 
熊本県,あさぎり町,インドネシア,日本人の配偶者等,1 
熊本県,あさぎり町,フィリピン,日本人の配偶者等,3 
熊本県,あさぎり町,インドネシア,永住者,1 
熊本県,あさぎり町,ベトナム,技術・人文知識・国際業務,2 
熊本県,あさぎり町,中国,技能実習３号ロ,4 
熊本県,あさぎり町,ネパール,技術・人文知識・国際業務,8 
熊本県,あさぎり町,ベトナム,特定技能１号,31 
熊本県,あさぎり町,ベトナム,技能実習３号ロ,18 
熊本県,あさぎり町,ベトナム,技能実習２号ロ,47 
熊本県,あさぎり町,インドネシア,特定活動,1 
熊本県,あさぎり町,インドネシア,技能実習２号ロ,5 
熊本県,あさぎり町,米国,教育,5 
熊本県,あさぎり町,ネパール,家族滞在,3 
熊本県,あさぎり町,カンボジア,技能実習２号ロ,1 
熊本県,あさぎり町,ベトナム,技能実習１号ロ,19 
熊本県,あさぎり町,カンボジア,技能実習１号ロ,2 
熊本県,あさぎり町,インドネシア,特定技能１号,2 
熊本県,あさぎり町,インドネシア,技能実習１号ロ,13 
熊本県,あさぎり町,ミャンマー,技能実習１号ロ,12 
熊本県,苓北町,韓国,特別永住者,1 
熊本県,苓北町,中国,永住者,5 
熊本県,苓北町,チリ,定住者,1 
熊本県,苓北町,英国,永住者,1 
熊本県,苓北町,ミャンマー,永住者,1 
熊本県,苓北町,韓国,経営・管理,1 
熊本県,苓北町,ベトナム,日本人の配偶者等,3 
熊本県,苓北町,ベトナム,介護,1 
熊本県,苓北町,ネパール,介護,1 
