市区町村コード,市区町村,都道府県,国籍・地域,在留資格,在留外国人数
43104,熊本市南区,43：熊本県,中国,定住者,9
43104,熊本市南区,43：熊本県,トルコ,永住者,1
43104,熊本市南区,43：熊本県,ネパール,経営・管理,1
43104,熊本市南区,43：熊本県,ネパール,技術・人文知識・国際業務,11
43104,熊本市南区,43：熊本県,ネパール,介護,1
43104,熊本市南区,43：熊本県,ネパール,技能,8
43104,熊本市南区,43：熊本県,ネパール,特定技能１号,6
43104,熊本市南区,43：熊本県,ネパール,家族滞在,12
43104,熊本市南区,43：熊本県,パキスタン,経営・管理,4
43104,熊本市南区,43：熊本県,パキスタン,技術・人文知識・国際業務,12
43104,熊本市南区,43：熊本県,パキスタン,家族滞在,22
43104,熊本市南区,43：熊本県,バングラデシュ,技術・人文知識・国際業務,5
43104,熊本市南区,43：熊本県,バングラデシュ,家族滞在,2
43104,熊本市南区,43：熊本県,バングラデシュ,日本人の配偶者等,1
43104,熊本市南区,43：熊本県,フィリピン,技術・人文知識・国際業務,1
43104,熊本市南区,43：熊本県,フィリピン,特定技能１号,20
43104,熊本市南区,43：熊本県,フィリピン,技能実習１号イ,1
43104,熊本市南区,43：熊本県,フィリピン,技能実習１号ロ,21
43104,熊本市南区,43：熊本県,フィリピン,技能実習２号ロ,35
43104,熊本市南区,43：熊本県,フィリピン,技能実習３号ロ,11
43104,熊本市南区,43：熊本県,フィリピン,留学,1
43104,熊本市南区,43：熊本県,フィリピン,家族滞在,4
43104,熊本市南区,43：熊本県,フィリピン,永住者,28
43104,熊本市南区,43：熊本県,フィリピン,日本人の配偶者等,14
43104,熊本市南区,43：熊本県,フィリピン,定住者,14
43104,熊本市南区,43：熊本県,ベトナム,技術・人文知識・国際業務,29
43104,熊本市南区,43：熊本県,ベトナム,特定技能１号,116
43104,熊本市南区,43：熊本県,ベトナム,技能実習１号ロ,35
43104,熊本市南区,43：熊本県,ベトナム,技能実習２号ロ,60
43104,熊本市南区,43：熊本県,ベトナム,技能実習３号ロ,18
43104,熊本市南区,43：熊本県,ベトナム,留学,1
43104,熊本市南区,43：熊本県,ベトナム,家族滞在,9
43104,熊本市南区,43：熊本県,ベトナム,特定活動,10
43104,熊本市南区,43：熊本県,ベトナム,永住者,2
43104,熊本市南区,43：熊本県,ベトナム,日本人の配偶者等,2
43104,熊本市南区,43：熊本県,ベトナム,定住者,1
43104,熊本市南区,43：熊本県,ミャンマー,技術・人文知識・国際業務,3
43104,熊本市南区,43：熊本県,ミャンマー,特定技能１号,20
43104,熊本市南区,43：熊本県,ミャンマー,技能実習１号ロ,44
43104,熊本市南区,43：熊本県,ミャンマー,技能実習２号ロ,50
43104,熊本市南区,43：熊本県,モンゴル,技術・人文知識・国際業務,1
43104,熊本市南区,43：熊本県,モンゴル,特定技能１号,1
43104,熊本市南区,43：熊本県,ラオス,技能実習１号ロ,3
43104,熊本市南区,43：熊本県,ラオス,技能実習２号ロ,4
43104,熊本市南区,43：熊本県,英国,教育,1
43104,熊本市南区,43：熊本県,英国,技術・人文知識・国際業務,1
43104,熊本市南区,43：熊本県,英国,特定活動,1
43104,熊本市南区,43：熊本県,英国,永住者,1
43104,熊本市南区,43：熊本県,チェコ,日本人の配偶者等,1
43104,熊本市南区,43：熊本県,ドイツ,日本人の配偶者等,1
43104,熊本市南区,43：熊本県,ルーマニア,永住者,2
43104,熊本市南区,43：熊本県,ロシア,日本人の配偶者等,2
43104,熊本市南区,43：熊本県,カメルーン,技術・人文知識・国際業務,1
43104,熊本市南区,43：熊本県,スーダン,永住者,4
43104,熊本市南区,43：熊本県,ナイジェリア,永住者,1
43104,熊本市南区,43：熊本県,南アフリカ共和国,技術・人文知識・国際業務,2
43104,熊本市南区,43：熊本県,カナダ,教育,1
43104,熊本市南区,43：熊本県,カナダ,日本人の配偶者等,1
43104,熊本市南区,43：熊本県,コスタリカ,日本人の配偶者等,1
43104,熊本市南区,43：熊本県,バルバドス,教育,1
43104,熊本市南区,43：熊本県,米国,教育,4
43104,熊本市南区,43：熊本県,米国,興行,1
43104,熊本市南区,43：熊本県,米国,家族滞在,8
43104,熊本市南区,43：熊本県,米国,永住者,8
43104,熊本市南区,43：熊本県,米国,日本人の配偶者等,5
43104,熊本市南区,43：熊本県,ベリーズ,永住者,1
43104,熊本市南区,43：熊本県,メキシコ,永住者,3
43104,熊本市南区,43：熊本県,ブラジル,永住者,2
43104,熊本市南区,43：熊本県,ブラジル,定住者,3
43104,熊本市南区,43：熊本県,オーストラリア,教授,1
43104,熊本市南区,43：熊本県,オーストラリア,教育,1
43104,熊本市南区,43：熊本県,オーストラリア,永住者,3
43104,熊本市南区,43：熊本県,ニュージーランド,教育,2
43104,熊本市南区,43：熊本県,ニュージーランド,特定活動,1
43104,熊本市南区,43：熊本県,ニュージーランド,永住者,2
43105,熊本市北区,43：熊本県,アフガニスタン,特定活動,9
43105,熊本市北区,43：熊本県,インド,技能,3
43105,熊本市北区,43：熊本県,インドネシア,技術・人文知識・国際業務,2
43105,熊本市北区,43：熊本県,インドネシア,特定技能１号,42
43105,熊本市北区,43：熊本県,インドネシア,技能実習１号ロ,62
43105,熊本市北区,43：熊本県,インドネシア,技能実習２号ロ,28
43105,熊本市北区,43：熊本県,インドネシア,技能実習３号ロ,3
43105,熊本市北区,43：熊本県,インドネシア,永住者,3
43105,熊本市北区,43：熊本県,インドネシア,日本人の配偶者等,4
43105,熊本市北区,43：熊本県,インドネシア,永住者の配偶者等,1
43105,熊本市北区,43：熊本県,インドネシア,定住者,2
43105,熊本市北区,43：熊本県,韓国,教授,1
43105,熊本市北区,43：熊本県,韓国,宗教,1
43105,熊本市北区,43：熊本県,韓国,高度専門職１号ロ,1
43105,熊本市北区,43：熊本県,韓国,技術・人文知識・国際業務,3
43105,熊本市北区,43：熊本県,韓国,企業内転勤,2
43105,熊本市北区,43：熊本県,韓国,留学,1
43105,熊本市北区,43：熊本県,韓国,家族滞在,4
43105,熊本市北区,43：熊本県,韓国,永住者,22
43105,熊本市北区,43：熊本県,韓国,日本人の配偶者等,8
43105,熊本市北区,43：熊本県,韓国,永住者の配偶者等,1
43105,熊本市北区,43：熊本県,韓国,特別永住者,34
43105,熊本市北区,43：熊本県,朝鮮,特別永住者,2
43105,熊本市北区,43：熊本県,カンボジア,特定技能１号,16
43105,熊本市北区,43：熊本県,カンボジア,技能実習２号ロ,28
43105,熊本市北区,43：熊本県,カンボジア,技能実習３号ロ,1
43105,熊本市北区,43：熊本県,カンボジア,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,シンガポール,技術・人文知識・国際業務,1
43105,熊本市北区,43：熊本県,スリランカ,技術・人文知識・国際業務,3
43105,熊本市北区,43：熊本県,スリランカ,特定技能１号,3
43105,熊本市北区,43：熊本県,スリランカ,家族滞在,5
43105,熊本市北区,43：熊本県,タイ,技術・人文知識・国際業務,1
43105,熊本市北区,43：熊本県,タイ,企業内転勤,1
43105,熊本市北区,43：熊本県,タイ,特定技能１号,10
43105,熊本市北区,43：熊本県,タイ,技能実習１号ロ,4
43105,熊本市北区,43：熊本県,タイ,技能実習２号ロ,5
43105,熊本市北区,43：熊本県,タイ,永住者,5
43105,熊本市北区,43：熊本県,タイ,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,タイ,定住者,2
43105,熊本市北区,43：熊本県,台湾,高度専門職１号ロ,65
43105,熊本市北区,43：熊本県,台湾,技術・人文知識・国際業務,46
43105,熊本市北区,43：熊本県,台湾,企業内転勤,71
43105,熊本市北区,43：熊本県,台湾,留学,1
43105,熊本市北区,43：熊本県,台湾,家族滞在,129
43105,熊本市北区,43：熊本県,台湾,特定活動,2
43105,熊本市北区,43：熊本県,台湾,永住者,13
43105,熊本市北区,43：熊本県,台湾,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,中国,高度専門職１号イ,1
43105,熊本市北区,43：熊本県,中国,経営・管理,3
43105,熊本市北区,43：熊本県,中国,技術・人文知識・国際業務,22
43105,熊本市北区,43：熊本県,中国,技能,1
43105,熊本市北区,43：熊本県,中国,特定技能１号,9
43105,熊本市北区,43：熊本県,中国,技能実習１号ロ,3
43105,熊本市北区,43：熊本県,中国,留学,8
43105,熊本市北区,43：熊本県,中国,家族滞在,10
43105,熊本市北区,43：熊本県,中国,特定活動,2
43105,熊本市北区,43：熊本県,中国,永住者,105
43105,熊本市北区,43：熊本県,中国,日本人の配偶者等,8
43105,熊本市北区,43：熊本県,中国,永住者の配偶者等,3
43105,熊本市北区,43：熊本県,中国,定住者,9
43105,熊本市北区,43：熊本県,ネパール,経営・管理,1
43105,熊本市北区,43：熊本県,ネパール,技術・人文知識・国際業務,22
43105,熊本市北区,43：熊本県,ネパール,技能,2
43105,熊本市北区,43：熊本県,ネパール,特定技能１号,19
43105,熊本市北区,43：熊本県,ネパール,留学,52
43105,熊本市北区,43：熊本県,ネパール,家族滞在,22
43105,熊本市北区,43：熊本県,ネパール,永住者,4
43105,熊本市北区,43：熊本県,ネパール,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,パキスタン,経営・管理,2
43105,熊本市北区,43：熊本県,パキスタン,技術・人文知識・国際業務,2
43105,熊本市北区,43：熊本県,パキスタン,家族滞在,1
43105,熊本市北区,43：熊本県,パキスタン,永住者,2
43105,熊本市北区,43：熊本県,パキスタン,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,パキスタン,永住者の配偶者等,3
43105,熊本市北区,43：熊本県,バングラデシュ,技能実習２号ロ,2
43105,熊本市北区,43：熊本県,フィリピン,教育,2
43105,熊本市北区,43：熊本県,フィリピン,技術・人文知識・国際業務,3
43105,熊本市北区,43：熊本県,フィリピン,企業内転勤,31
43105,熊本市北区,43：熊本県,フィリピン,特定技能１号,19
43105,熊本市北区,43：熊本県,フィリピン,技能実習１号イ,1
43105,熊本市北区,43：熊本県,フィリピン,技能実習１号ロ,11
43105,熊本市北区,43：熊本県,フィリピン,技能実習２号イ,1
43105,熊本市北区,43：熊本県,フィリピン,技能実習２号ロ,27
43105,熊本市北区,43：熊本県,フィリピン,技能実習３号イ,2
43105,熊本市北区,43：熊本県,フィリピン,技能実習３号ロ,2
43105,熊本市北区,43：熊本県,フィリピン,家族滞在,2
43105,熊本市北区,43：熊本県,フィリピン,永住者,68
43105,熊本市北区,43：熊本県,フィリピン,日本人の配偶者等,15
43105,熊本市北区,43：熊本県,フィリピン,永住者の配偶者等,3
43105,熊本市北区,43：熊本県,フィリピン,定住者,9
43105,熊本市北区,43：熊本県,ベトナム,技術・人文知識・国際業務,92
43105,熊本市北区,43：熊本県,ベトナム,介護,5
43105,熊本市北区,43：熊本県,ベトナム,特定技能１号,152
43105,熊本市北区,43：熊本県,ベトナム,技能実習１号ロ,63
43105,熊本市北区,43：熊本県,ベトナム,技能実習２号ロ,105
43105,熊本市北区,43：熊本県,ベトナム,技能実習３号ロ,20
43105,熊本市北区,43：熊本県,ベトナム,留学,1
43105,熊本市北区,43：熊本県,ベトナム,家族滞在,38
43105,熊本市北区,43：熊本県,ベトナム,特定活動,8
43105,熊本市北区,43：熊本県,ベトナム,永住者,4
43105,熊本市北区,43：熊本県,ベトナム,日本人の配偶者等,12
43105,熊本市北区,43：熊本県,ベトナム,永住者の配偶者等,1
43105,熊本市北区,43：熊本県,マレーシア,高度専門職１号ロ,2
43105,熊本市北区,43：熊本県,マレーシア,技術・人文知識・国際業務,2
43105,熊本市北区,43：熊本県,マレーシア,家族滞在,2
43105,熊本市北区,43：熊本県,マレーシア,永住者,1
43105,熊本市北区,43：熊本県,マレーシア,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,ミャンマー,技術・人文知識・国際業務,5
43105,熊本市北区,43：熊本県,ミャンマー,特定技能１号,32
43105,熊本市北区,43：熊本県,ミャンマー,技能実習１号ロ,16
43105,熊本市北区,43：熊本県,ミャンマー,技能実習２号ロ,5
43105,熊本市北区,43：熊本県,ミャンマー,家族滞在,1
43105,熊本市北区,43：熊本県,ミャンマー,特定活動,5
43105,熊本市北区,43：熊本県,ミャンマー,永住者,2
43105,熊本市北区,43：熊本県,ミャンマー,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,ウズベキスタン,技術・人文知識・国際業務,1
43105,熊本市北区,43：熊本県,ウズベキスタン,家族滞在,4
43105,熊本市北区,43：熊本県,ウズベキスタン,永住者,1
43105,熊本市北区,43：熊本県,英国,教授,2
43105,熊本市北区,43：熊本県,英国,教育,3
43105,熊本市北区,43：熊本県,英国,技術・人文知識・国際業務,1
43105,熊本市北区,43：熊本県,英国,永住者,5
43105,熊本市北区,43：熊本県,英国,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,オランダ,永住者,1
43105,熊本市北区,43：熊本県,スペイン,特定活動,1
43105,熊本市北区,43：熊本県,スペイン,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,ドイツ,永住者,2
43105,熊本市北区,43：熊本県,フランス,定住者,1
43105,熊本市北区,43：熊本県,ブルガリア,技能,1
43105,熊本市北区,43：熊本県,モルドバ,永住者,1
43105,熊本市北区,43：熊本県,ルーマニア,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,ロシア,技術・人文知識・国際業務,2
43105,熊本市北区,43：熊本県,ロシア,家族滞在,1
43105,熊本市北区,43：熊本県,ロシア,永住者,1
43105,熊本市北区,43：熊本県,ロシア,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,ギニア,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,ギニア,定住者,1
43105,熊本市北区,43：熊本県,セネガル,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,チャド,留学,1
43105,熊本市北区,43：熊本県,ナイジェリア,教育,1
43105,熊本市北区,43：熊本県,南アフリカ共和国,教育,3
43105,熊本市北区,43：熊本県,南アフリカ共和国,技術・人文知識・国際業務,1
43105,熊本市北区,43：熊本県,カナダ,永住者,2
43105,熊本市北区,43：熊本県,カナダ,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,ジャマイカ,技術・人文知識・国際業務,1
43105,熊本市北区,43：熊本県,米国,教授,1
43105,熊本市北区,43：熊本県,米国,教育,1
43105,熊本市北区,43：熊本県,米国,企業内転勤,1
43105,熊本市北区,43：熊本県,米国,家族滞在,1
43105,熊本市北区,43：熊本県,米国,永住者,14
43105,熊本市北区,43：熊本県,米国,日本人の配偶者等,10
43105,熊本市北区,43：熊本県,メキシコ,日本人の配偶者等,2
43105,熊本市北区,43：熊本県,メキシコ,定住者,1
43105,熊本市北区,43：熊本県,ブラジル,永住者,3
43105,熊本市北区,43：熊本県,ブラジル,日本人の配偶者等,1
43105,熊本市北区,43：熊本県,ブラジル,定住者,2
43105,熊本市北区,43：熊本県,ペルー,永住者,1
43105,熊本市北区,43：熊本県,オーストラリア,教育,1
43105,熊本市北区,43：熊本県,オーストラリア,永住者,5
43105,熊本市北区,43：熊本県,オーストラリア,日本人の配偶者等,3
43105,熊本市北区,43：熊本県,ニュージーランド,永住者,1
43105,熊本市北区,43：熊本県,無国籍,永住者,1
43202,八代市,43：熊本県,インド,技能,2
43202,八代市,43：熊本県,インド,技能実習２号ロ,2
43202,八代市,43：熊本県,インドネシア,技術・人文知識・国際業務,5
43202,八代市,43：熊本県,インドネシア,企業内転勤,4
43202,八代市,43：熊本県,インドネシア,興行,2
43202,八代市,43：熊本県,インドネシア,特定技能１号,103
43202,八代市,43：熊本県,インドネシア,技能実習１号ロ,152
43202,八代市,43：熊本県,インドネシア,技能実習２号ロ,194
43202,八代市,43：熊本県,インドネシア,技能実習３号ロ,7
43202,八代市,43：熊本県,インドネシア,留学,4
43202,八代市,43：熊本県,インドネシア,家族滞在,1
43202,八代市,43：熊本県,インドネシア,特定活動,2
43202,八代市,43：熊本県,インドネシア,日本人の配偶者等,5
43202,八代市,43：熊本県,韓国,技術・人文知識・国際業務,8
43202,八代市,43：熊本県,韓国,永住者,3
43202,八代市,43：熊本県,韓国,日本人の配偶者等,4
43202,八代市,43：熊本県,韓国,特別永住者,19
43202,八代市,43：熊本県,朝鮮,特別永住者,10
43202,八代市,43：熊本県,カンボジア,技術・人文知識・国際業務,2
43202,八代市,43：熊本県,カンボジア,介護,14
43202,八代市,43：熊本県,カンボジア,特定技能１号,121
43202,八代市,43：熊本県,カンボジア,技能実習１号ロ,117
43202,八代市,43：熊本県,カンボジア,技能実習２号ロ,205
43202,八代市,43：熊本県,カンボジア,技能実習３号ロ,16
43202,八代市,43：熊本県,カンボジア,留学,10
43202,八代市,43：熊本県,カンボジア,特定活動,1
43202,八代市,43：熊本県,シンガポール,永住者,2
43202,八代市,43：熊本県,シンガポール,日本人の配偶者等,1
43202,八代市,43：熊本県,スリランカ,技能実習１号ロ,5
43202,八代市,43：熊本県,スリランカ,技能実習２号ロ,2
43202,八代市,43：熊本県,タイ,技術・人文知識・国際業務,2
43202,八代市,43：熊本県,タイ,介護,4
43202,八代市,43：熊本県,タイ,興行,1
43202,八代市,43：熊本県,タイ,特定技能１号,13
43202,八代市,43：熊本県,タイ,技能実習１号ロ,16
43202,八代市,43：熊本県,タイ,技能実習２号ロ,18
43202,八代市,43：熊本県,タイ,技能実習３号ロ,7
43202,八代市,43：熊本県,タイ,留学,6
43202,八代市,43：熊本県,タイ,家族滞在,1
43202,八代市,43：熊本県,タイ,特定活動,1
43202,八代市,43：熊本県,タイ,永住者,4
43202,八代市,43：熊本県,タイ,日本人の配偶者等,4
43202,八代市,43：熊本県,タイ,定住者,1
43202,八代市,43：熊本県,台湾,特定活動,1
43202,八代市,43：熊本県,台湾,永住者,4
43202,八代市,43：熊本県,台湾,永住者の配偶者等,1
43202,八代市,43：熊本県,中国,高度専門職１号ロ,2
43202,八代市,43：熊本県,中国,経営・管理,2
43202,八代市,43：熊本県,中国,技術・人文知識・国際業務,11
43202,八代市,43：熊本県,中国,技能,3
43202,八代市,43：熊本県,中国,特定技能１号,40
43202,八代市,43：熊本県,中国,技能実習１号ロ,19
43202,八代市,43：熊本県,中国,技能実習２号ロ,34
43202,八代市,43：熊本県,中国,技能実習３号ロ,22
43202,八代市,43：熊本県,中国,留学,6
43202,八代市,43：熊本県,中国,家族滞在,3
43202,八代市,43：熊本県,中国,特定活動,3
43202,八代市,43：熊本県,中国,永住者,94
43202,八代市,43：熊本県,中国,日本人の配偶者等,16
43202,八代市,43：熊本県,中国,永住者の配偶者等,5
43202,八代市,43：熊本県,中国,定住者,13
43202,八代市,43：熊本県,ネパール,技術・人文知識・国際業務,11
43202,八代市,43：熊本県,ネパール,技能,2
43202,八代市,43：熊本県,ネパール,特定技能１号,3
43202,八代市,43：熊本県,ネパール,技能実習１号ロ,1
43202,八代市,43：熊本県,ネパール,技能実習２号ロ,1
43202,八代市,43：熊本県,ネパール,家族滞在,11
43202,八代市,43：熊本県,ネパール,永住者,1
43202,八代市,43：熊本県,パキスタン,経営・管理,1
43202,八代市,43：熊本県,パキスタン,日本人の配偶者等,1
43202,八代市,43：熊本県,バングラデシュ,技能実習２号ロ,9
43202,八代市,43：熊本県,フィリピン,技術・人文知識・国際業務,27
43202,八代市,43：熊本県,フィリピン,特定技能１号,311
43202,八代市,43：熊本県,フィリピン,技能実習１号ロ,251
43202,八代市,43：熊本県,フィリピン,技能実習２号ロ,324
43202,八代市,43：熊本県,フィリピン,技能実習３号イ,1
43202,八代市,43：熊本県,フィリピン,技能実習３号ロ,68
43202,八代市,43：熊本県,フィリピン,家族滞在,7
43202,八代市,43：熊本県,フィリピン,特定活動,5
43202,八代市,43：熊本県,フィリピン,永住者,90
43202,八代市,43：熊本県,フィリピン,日本人の配偶者等,35
43202,八代市,43：熊本県,フィリピン,永住者の配偶者等,2
43202,八代市,43：熊本県,フィリピン,定住者,33
43202,八代市,43：熊本県,ベトナム,高度専門職１号ロ,1
43202,八代市,43：熊本県,ベトナム,経営・管理,1
43202,八代市,43：熊本県,ベトナム,技術・人文知識・国際業務,77
43202,八代市,43：熊本県,ベトナム,特定技能１号,378
43202,八代市,43：熊本県,ベトナム,技能実習１号ロ,145
43202,八代市,43：熊本県,ベトナム,技能実習２号ロ,269
43202,八代市,43：熊本県,ベトナム,技能実習３号ロ,72
43202,八代市,43：熊本県,ベトナム,家族滞在,22
43202,八代市,43：熊本県,ベトナム,特定活動,14
43202,八代市,43：熊本県,ベトナム,永住者,3
43202,八代市,43：熊本県,ベトナム,日本人の配偶者等,6
43202,八代市,43：熊本県,ベトナム,定住者,1
43202,八代市,43：熊本県,マレーシア,技術・人文知識・国際業務,2
43202,八代市,43：熊本県,マレーシア,留学,3
43202,八代市,43：熊本県,ミャンマー,技術・人文知識・国際業務,2
43202,八代市,43：熊本県,ミャンマー,特定技能１号,36
43202,八代市,43：熊本県,ミャンマー,技能実習１号ロ,42
43202,八代市,43：熊本県,ミャンマー,技能実習２号ロ,21
43202,八代市,43：熊本県,モンゴル,留学,1
43202,八代市,43：熊本県,モンゴル,永住者,2
43202,八代市,43：熊本県,モンゴル,日本人の配偶者等,1
43202,八代市,43：熊本県,ラオス,留学,1
43202,八代市,43：熊本県,アイルランド,永住者,1
43202,八代市,43：熊本県,ウズベキスタン,永住者,1
43202,八代市,43：熊本県,英国,教育,1
43202,八代市,43：熊本県,英国,永住者,2
43202,八代市,43：熊本県,チェコ,日本人の配偶者等,1
43202,八代市,43：熊本県,フランス,技術・人文知識・国際業務,1
43202,八代市,43：熊本県,フランス,日本人の配偶者等,1
43202,八代市,43：熊本県,ロシア,日本人の配偶者等,1
43202,八代市,43：熊本県,セネガル,永住者,3
43202,八代市,43：熊本県,セネガル,永住者の配偶者等,1
43202,八代市,43：熊本県,セネガル,定住者,1
43202,八代市,43：熊本県,ナイジェリア,技術・人文知識・国際業務,1
43202,八代市,43：熊本県,南アフリカ共和国,永住者,1
43202,八代市,43：熊本県,カナダ,教育,1
43202,八代市,43：熊本県,カナダ,永住者,1
43202,八代市,43：熊本県,米国,教育,12
43202,八代市,43：熊本県,米国,技術・人文知識・国際業務,1
43202,八代市,43：熊本県,米国,永住者,1
43202,八代市,43：熊本県,米国,日本人の配偶者等,4
43202,八代市,43：熊本県,ブラジル,技術・人文知識・国際業務,1
43202,八代市,43：熊本県,ブラジル,永住者,2
43202,八代市,43：熊本県,ブラジル,日本人の配偶者等,1
43202,八代市,43：熊本県,ブラジル,定住者,5
43202,八代市,43：熊本県,ボリビア,永住者,1
43202,八代市,43：熊本県,オーストラリア,永住者,2
43202,八代市,43：熊本県,オーストラリア,日本人の配偶者等,1
43203,人吉市,43：熊本県,インド,特定技能１号,2
43203,人吉市,43：熊本県,インドネシア,技術・人文知識・国際業務,1
43203,人吉市,43：熊本県,インドネシア,特定技能１号,21
43203,人吉市,43：熊本県,インドネシア,技能実習１号ロ,8
43203,人吉市,43：熊本県,インドネシア,技能実習２号ロ,22
43203,人吉市,43：熊本県,インドネシア,技能実習３号ロ,1
43203,人吉市,43：熊本県,インドネシア,家族滞在,1
43203,人吉市,43：熊本県,インドネシア,特定活動,6
43203,人吉市,43：熊本県,インドネシア,日本人の配偶者等,4
43203,人吉市,43：熊本県,韓国,技術・人文知識・国際業務,2
43203,人吉市,43：熊本県,韓国,永住者,1
43203,人吉市,43：熊本県,韓国,日本人の配偶者等,1
43203,人吉市,43：熊本県,韓国,特別永住者,7
43203,人吉市,43：熊本県,カンボジア,技術・人文知識・国際業務,2
43203,人吉市,43：熊本県,カンボジア,技能実習１号ロ,3
43203,人吉市,43：熊本県,カンボジア,技能実習２号ロ,5
43203,人吉市,43：熊本県,カンボジア,技能実習３号ロ,6
43203,人吉市,43：熊本県,スリランカ,技術・人文知識・国際業務,1
43203,人吉市,43：熊本県,スリランカ,特定技能１号,1
43203,人吉市,43：熊本県,タイ,永住者,1
43203,人吉市,43：熊本県,台湾,技術・人文知識・国際業務,3
43203,人吉市,43：熊本県,台湾,特定技能１号,1
43203,人吉市,43：熊本県,台湾,日本人の配偶者等,1
43203,人吉市,43：熊本県,中国,経営・管理,2
43203,人吉市,43：熊本県,中国,技術・人文知識・国際業務,1
43203,人吉市,43：熊本県,中国,技能,1
43203,人吉市,43：熊本県,中国,特定技能１号,1
43203,人吉市,43：熊本県,中国,家族滞在,7
43203,人吉市,43：熊本県,中国,永住者,2
43203,人吉市,43：熊本県,中国,日本人の配偶者等,3
43203,人吉市,43：熊本県,ネパール,技術・人文知識・国際業務,21
43203,人吉市,43：熊本県,ネパール,技能,1
43203,人吉市,43：熊本県,ネパール,家族滞在,6
43203,人吉市,43：熊本県,フィリピン,教育,2
43203,人吉市,43：熊本県,フィリピン,特定技能１号,2
43203,人吉市,43：熊本県,フィリピン,技能実習１号ロ,5
43203,人吉市,43：熊本県,フィリピン,技能実習２号ロ,3
43203,人吉市,43：熊本県,フィリピン,家族滞在,2
43203,人吉市,43：熊本県,フィリピン,永住者,22
43203,人吉市,43：熊本県,フィリピン,日本人の配偶者等,4
43203,人吉市,43：熊本県,フィリピン,定住者,5
43203,人吉市,43：熊本県,ベトナム,技術・人文知識・国際業務,35
43203,人吉市,43：熊本県,ベトナム,特定技能１号,13
43203,人吉市,43：熊本県,ベトナム,技能実習１号ロ,12
43203,人吉市,43：熊本県,ベトナム,技能実習２号ロ,44
43203,人吉市,43：熊本県,ベトナム,技能実習３号ロ,9
43203,人吉市,43：熊本県,ベトナム,家族滞在,6
43203,人吉市,43：熊本県,ベトナム,日本人の配偶者等,3
43203,人吉市,43：熊本県,ミャンマー,技術・人文知識・国際業務,1
43203,人吉市,43：熊本県,ミャンマー,特定技能１号,1
43203,人吉市,43：熊本県,ミャンマー,技能実習１号ロ,26
43203,人吉市,43：熊本県,ミャンマー,技能実習２号ロ,11
43203,人吉市,43：熊本県,ミャンマー,日本人の配偶者等,1
43203,人吉市,43：熊本県,英国,永住者,1
43203,人吉市,43：熊本県,オーストリア,日本人の配偶者等,1
43203,人吉市,43：熊本県,フランス,技術・人文知識・国際業務,1
43203,人吉市,43：熊本県,ルーマニア,永住者,1
43203,人吉市,43：熊本県,ロシア,技術・人文知識・国際業務,1
43203,人吉市,43：熊本県,カナダ,日本人の配偶者等,1
43203,人吉市,43：熊本県,米国,教育,3
43203,人吉市,43：熊本県,米国,技術・人文知識・国際業務,2
43203,人吉市,43：熊本県,米国,日本人の配偶者等,3
43203,人吉市,43：熊本県,ブラジル,永住者,2
43203,人吉市,43：熊本県,オーストラリア,教育,1
43203,人吉市,43：熊本県,オーストラリア,永住者,1
43203,人吉市,43：熊本県,オーストラリア,日本人の配偶者等,1
43204,荒尾市,43：熊本県,アフガニスタン,技術・人文知識・国際業務,1
43204,荒尾市,43：熊本県,インド,技能,1
43204,荒尾市,43：熊本県,インドネシア,技術・人文知識・国際業務,3
43204,荒尾市,43：熊本県,インドネシア,特定技能１号,26
43204,荒尾市,43：熊本県,インドネシア,技能実習１号ロ,4
43204,荒尾市,43：熊本県,インドネシア,技能実習２号ロ,11
43204,荒尾市,43：熊本県,インドネシア,技能実習３号ロ,4
43204,荒尾市,43：熊本県,インドネシア,永住者,2
43204,荒尾市,43：熊本県,韓国,宗教,2
43204,荒尾市,43：熊本県,韓国,技術・人文知識・国際業務,3
43204,荒尾市,43：熊本県,韓国,永住者,11
43204,荒尾市,43：熊本県,韓国,日本人の配偶者等,1
43204,荒尾市,43：熊本県,韓国,特別永住者,21
43204,荒尾市,43：熊本県,朝鮮,特別永住者,1
43204,荒尾市,43：熊本県,カンボジア,技術・人文知識・国際業務,1
43204,荒尾市,43：熊本県,カンボジア,技能実習１号ロ,3
43204,荒尾市,43：熊本県,シンガポール,技術・人文知識・国際業務,1
43204,荒尾市,43：熊本県,タイ,特定技能１号,8
43204,荒尾市,43：熊本県,タイ,技能実習１号ロ,4
43204,荒尾市,43：熊本県,タイ,留学,1
43204,荒尾市,43：熊本県,タイ,日本人の配偶者等,1
