市区町村コード,市区町村,都道府県,国籍・地域,在留資格,在留外国人数
43208,山鹿市,43：熊本県,ミャンマー,技能実習３号ロ,1
43208,山鹿市,43：熊本県,ミャンマー,特定活動,6
43208,山鹿市,43：熊本県,ミャンマー,日本人の配偶者等,1
43208,山鹿市,43：熊本県,モンゴル,技能実習２号ロ,3
43208,山鹿市,43：熊本県,ラオス,技能実習１号ロ,3
43208,山鹿市,43：熊本県,ラオス,技能実習２号ロ,1
43208,山鹿市,43：熊本県,英国,教育,1
43208,山鹿市,43：熊本県,英国,永住者,3
43208,山鹿市,43：熊本県,フランス,日本人の配偶者等,1
43208,山鹿市,43：熊本県,エチオピア,日本人の配偶者等,1
43208,山鹿市,43：熊本県,カナダ,永住者,1
43208,山鹿市,43：熊本県,カナダ,日本人の配偶者等,1
43208,山鹿市,43：熊本県,米国,永住者,3
43208,山鹿市,43：熊本県,米国,日本人の配偶者等,1
43208,山鹿市,43：熊本県,ブラジル,永住者,4
43208,山鹿市,43：熊本県,ブラジル,日本人の配偶者等,1
43208,山鹿市,43：熊本県,ブラジル,定住者,3
43208,山鹿市,43：熊本県,オーストラリア,永住者,1
43208,山鹿市,43：熊本県,ニュージーランド,日本人の配偶者等,1
43210,菊池市,43：熊本県,インド,技能,3
43210,菊池市,43：熊本県,インドネシア,技術・人文知識・国際業務,14
43210,菊池市,43：熊本県,インドネシア,特定技能１号,26
43210,菊池市,43：熊本県,インドネシア,技能実習１号ロ,49
43210,菊池市,43：熊本県,インドネシア,技能実習２号ロ,49
43210,菊池市,43：熊本県,インドネシア,家族滞在,7
43210,菊池市,43：熊本県,韓国,技術・人文知識・国際業務,1
43210,菊池市,43：熊本県,韓国,永住者,5
43210,菊池市,43：熊本県,韓国,日本人の配偶者等,3
43210,菊池市,43：熊本県,韓国,特別永住者,11
43210,菊池市,43：熊本県,朝鮮,特別永住者,2
43210,菊池市,43：熊本県,カンボジア,特定技能１号,1
43210,菊池市,43：熊本県,カンボジア,技能実習１号ロ,7
43210,菊池市,43：熊本県,カンボジア,技能実習２号ロ,5
43210,菊池市,43：熊本県,カンボジア,技能実習３号ロ,1
43210,菊池市,43：熊本県,カンボジア,日本人の配偶者等,1
43210,菊池市,43：熊本県,スリランカ,技術・人文知識・国際業務,2
43210,菊池市,43：熊本県,スリランカ,特定技能１号,2
43210,菊池市,43：熊本県,タイ,特定技能１号,6
43210,菊池市,43：熊本県,タイ,技能実習１号ロ,19
43210,菊池市,43：熊本県,タイ,技能実習２号ロ,19
43210,菊池市,43：熊本県,タイ,技能実習３号ロ,1
43210,菊池市,43：熊本県,タイ,特定活動,3
43210,菊池市,43：熊本県,タイ,永住者,1
43210,菊池市,43：熊本県,タイ,日本人の配偶者等,1
43210,菊池市,43：熊本県,台湾,経営・管理,1
43210,菊池市,43：熊本県,台湾,技術・人文知識・国際業務,5
43210,菊池市,43：熊本県,台湾,企業内転勤,13
43210,菊池市,43：熊本県,台湾,永住者,2
43210,菊池市,43：熊本県,台湾,日本人の配偶者等,2
43210,菊池市,43：熊本県,中国,高度専門職２号,1
43210,菊池市,43：熊本県,中国,技術・人文知識・国際業務,8
43210,菊池市,43：熊本県,中国,技能,3
43210,菊池市,43：熊本県,中国,特定技能１号,2
43210,菊池市,43：熊本県,中国,技能実習１号ロ,1
43210,菊池市,43：熊本県,中国,技能実習２号ロ,3
43210,菊池市,43：熊本県,中国,家族滞在,3
43210,菊池市,43：熊本県,中国,特定活動,1
43210,菊池市,43：熊本県,中国,永住者,29
43210,菊池市,43：熊本県,中国,日本人の配偶者等,3
43210,菊池市,43：熊本県,中国,永住者の配偶者等,4
43210,菊池市,43：熊本県,中国,定住者,2
43210,菊池市,43：熊本県,ネパール,技術・人文知識・国際業務,13
43210,菊池市,43：熊本県,ネパール,特定技能１号,9
43210,菊池市,43：熊本県,ネパール,技能実習１号ロ,8
43210,菊池市,43：熊本県,ネパール,家族滞在,5
43210,菊池市,43：熊本県,パキスタン,技術・人文知識・国際業務,1
43210,菊池市,43：熊本県,フィリピン,教育,2
43210,菊池市,43：熊本県,フィリピン,特定技能１号,26
43210,菊池市,43：熊本県,フィリピン,技能実習１号ロ,27
43210,菊池市,43：熊本県,フィリピン,技能実習２号ロ,63
43210,菊池市,43：熊本県,フィリピン,技能実習３号ロ,48
43210,菊池市,43：熊本県,フィリピン,特定活動,1
43210,菊池市,43：熊本県,フィリピン,永住者,53
43210,菊池市,43：熊本県,フィリピン,日本人の配偶者等,13
43210,菊池市,43：熊本県,フィリピン,永住者の配偶者等,2
43210,菊池市,43：熊本県,フィリピン,定住者,16
43210,菊池市,43：熊本県,ベトナム,経営・管理,1
43210,菊池市,43：熊本県,ベトナム,技術・人文知識・国際業務,78
43210,菊池市,43：熊本県,ベトナム,特定技能１号,151
43210,菊池市,43：熊本県,ベトナム,技能実習１号ロ,181
43210,菊池市,43：熊本県,ベトナム,技能実習２号ロ,234
43210,菊池市,43：熊本県,ベトナム,技能実習３号ロ,8
43210,菊池市,43：熊本県,ベトナム,家族滞在,26
43210,菊池市,43：熊本県,ベトナム,特定活動,7
43210,菊池市,43：熊本県,ベトナム,日本人の配偶者等,7
43210,菊池市,43：熊本県,ミャンマー,特定技能１号,7
43210,菊池市,43：熊本県,ミャンマー,技能実習１号ロ,10
43210,菊池市,43：熊本県,ミャンマー,技能実習２号ロ,9
43210,菊池市,43：熊本県,ミャンマー,技能実習３号ロ,6
43210,菊池市,43：熊本県,ミャンマー,特定活動,1
43210,菊池市,43：熊本県,ミャンマー,日本人の配偶者等,1
43210,菊池市,43：熊本県,モンゴル,特定技能１号,1
43210,菊池市,43：熊本県,イタリア,永住者,1
43210,菊池市,43：熊本県,イタリア,日本人の配偶者等,1
43210,菊池市,43：熊本県,英国,永住者,5
43210,菊池市,43：熊本県,英国,永住者の配偶者等,1
43210,菊池市,43：熊本県,英国,定住者,1
43210,菊池市,43：熊本県,フランス,永住者,1
43210,菊池市,43：熊本県,ジンバブエ,教育,1
43210,菊池市,43：熊本県,南アフリカ共和国,教育,1
43210,菊池市,43：熊本県,ルワンダ,教育,1
43210,菊池市,43：熊本県,カナダ,技術・人文知識・国際業務,1
43210,菊池市,43：熊本県,カナダ,日本人の配偶者等,1
43210,菊池市,43：熊本県,米国,宗教,1
43210,菊池市,43：熊本県,米国,家族滞在,2
43210,菊池市,43：熊本県,米国,永住者,9
43210,菊池市,43：熊本県,米国,日本人の配偶者等,1
43210,菊池市,43：熊本県,ブラジル,永住者,1
43210,菊池市,43：熊本県,オーストラリア,永住者,1
43210,菊池市,43：熊本県,オーストラリア,日本人の配偶者等,1
43210,菊池市,43：熊本県,ニュージーランド,日本人の配偶者等,1
43211,宇土市,43：熊本県,インドネシア,特定技能１号,16
43211,宇土市,43：熊本県,インドネシア,技能実習１号ロ,6
43211,宇土市,43：熊本県,インドネシア,技能実習２号ロ,15
43211,宇土市,43：熊本県,インドネシア,技能実習３号ロ,1
43211,宇土市,43：熊本県,インドネシア,特定活動,1
43211,宇土市,43：熊本県,インドネシア,日本人の配偶者等,1
43211,宇土市,43：熊本県,インドネシア,定住者,3
43211,宇土市,43：熊本県,韓国,宗教,1
43211,宇土市,43：熊本県,韓国,家族滞在,4
43211,宇土市,43：熊本県,韓国,永住者,1
43211,宇土市,43：熊本県,韓国,日本人の配偶者等,1
43211,宇土市,43：熊本県,韓国,特別永住者,4
43211,宇土市,43：熊本県,カンボジア,技術・人文知識・国際業務,2
43211,宇土市,43：熊本県,カンボジア,特定技能１号,5
43211,宇土市,43：熊本県,カンボジア,技能実習１号ロ,4
43211,宇土市,43：熊本県,カンボジア,技能実習２号ロ,10
43211,宇土市,43：熊本県,カンボジア,家族滞在,1
43211,宇土市,43：熊本県,シリア,技術・人文知識・国際業務,1
43211,宇土市,43：熊本県,シリア,家族滞在,3
43211,宇土市,43：熊本県,シリア,特定活動,6
43211,宇土市,43：熊本県,シリア,定住者,7
43211,宇土市,43：熊本県,スリランカ,技術・人文知識・国際業務,2
43211,宇土市,43：熊本県,スリランカ,特定技能１号,1
43211,宇土市,43：熊本県,スリランカ,技能実習１号ロ,1
43211,宇土市,43：熊本県,スリランカ,技能実習２号ロ,1
43211,宇土市,43：熊本県,タイ,技能実習２号ロ,2
43211,宇土市,43：熊本県,タイ,永住者,1
43211,宇土市,43：熊本県,台湾,企業内転勤,1
43211,宇土市,43：熊本県,台湾,日本人の配偶者等,1
43211,宇土市,43：熊本県,中国,経営・管理,2
43211,宇土市,43：熊本県,中国,特定技能１号,1
43211,宇土市,43：熊本県,中国,家族滞在,2
43211,宇土市,43：熊本県,中国,永住者,15
43211,宇土市,43：熊本県,中国,日本人の配偶者等,3
43211,宇土市,43：熊本県,ネパール,技術・人文知識・国際業務,2
43211,宇土市,43：熊本県,ネパール,技能実習１号ロ,2
43211,宇土市,43：熊本県,ネパール,技能実習２号ロ,15
43211,宇土市,43：熊本県,ネパール,家族滞在,1
43211,宇土市,43：熊本県,パキスタン,技術・人文知識・国際業務,2
43211,宇土市,43：熊本県,パキスタン,家族滞在,4
43211,宇土市,43：熊本県,フィリピン,教育,1
43211,宇土市,43：熊本県,フィリピン,特定技能１号,2
43211,宇土市,43：熊本県,フィリピン,技能実習１号ロ,8
43211,宇土市,43：熊本県,フィリピン,技能実習２号ロ,4
43211,宇土市,43：熊本県,フィリピン,特定活動,1
43211,宇土市,43：熊本県,フィリピン,永住者,8
43211,宇土市,43：熊本県,フィリピン,日本人の配偶者等,8
43211,宇土市,43：熊本県,フィリピン,定住者,8
43211,宇土市,43：熊本県,ベトナム,経営・管理,1
43211,宇土市,43：熊本県,ベトナム,技術・人文知識・国際業務,12
43211,宇土市,43：熊本県,ベトナム,特定技能１号,65
43211,宇土市,43：熊本県,ベトナム,技能実習１号ロ,29
43211,宇土市,43：熊本県,ベトナム,技能実習２号ロ,55
43211,宇土市,43：熊本県,ベトナム,技能実習３号ロ,8
43211,宇土市,43：熊本県,ベトナム,家族滞在,7
43211,宇土市,43：熊本県,ベトナム,特定活動,4
43211,宇土市,43：熊本県,ベトナム,永住者,4
43211,宇土市,43：熊本県,ベトナム,日本人の配偶者等,2
43211,宇土市,43：熊本県,ミャンマー,技術・人文知識・国際業務,1
43211,宇土市,43：熊本県,ミャンマー,特定技能１号,1
43211,宇土市,43：熊本県,ミャンマー,技能実習１号ロ,22
43211,宇土市,43：熊本県,ミャンマー,技能実習２号ロ,8
43211,宇土市,43：熊本県,ウズベキスタン,技術・人文知識・国際業務,1
43211,宇土市,43：熊本県,ウズベキスタン,家族滞在,2
43211,宇土市,43：熊本県,ポーランド,永住者,1
43211,宇土市,43：熊本県,南アフリカ共和国,教育,1
43211,宇土市,43：熊本県,ジャマイカ,日本人の配偶者等,1
43211,宇土市,43：熊本県,米国,教育,6
43211,宇土市,43：熊本県,米国,永住者,1
43211,宇土市,43：熊本県,米国,日本人の配偶者等,2
43211,宇土市,43：熊本県,ブラジル,永住者,1
43211,宇土市,43：熊本県,ブラジル,日本人の配偶者等,1
43211,宇土市,43：熊本県,ニュージーランド,永住者,1
43212,上天草市,43：熊本県,インドネシア,特定技能１号,27
43212,上天草市,43：熊本県,インドネシア,技能実習１号ロ,11
43212,上天草市,43：熊本県,インドネシア,技能実習２号ロ,7
43212,上天草市,43：熊本県,インドネシア,技能実習３号ロ,1
43212,上天草市,43：熊本県,カンボジア,特定技能１号,1
43212,上天草市,43：熊本県,カンボジア,技能実習１号ロ,2
43212,上天草市,43：熊本県,カンボジア,技能実習２号ロ,5
43212,上天草市,43：熊本県,台湾,特定活動,1
43212,上天草市,43：熊本県,中国,技術・人文知識・国際業務,2
43212,上天草市,43：熊本県,中国,技能,2
43212,上天草市,43：熊本県,中国,技能実習３号ロ,1
43212,上天草市,43：熊本県,中国,家族滞在,2
43212,上天草市,43：熊本県,中国,永住者,7
43212,上天草市,43：熊本県,ネパール,芸術,6
43212,上天草市,43：熊本県,ネパール,技術・人文知識・国際業務,1
43212,上天草市,43：熊本県,ネパール,家族滞在,1
43212,上天草市,43：熊本県,フィリピン,技術・人文知識・国際業務,1
43212,上天草市,43：熊本県,フィリピン,特定技能１号,8
43212,上天草市,43：熊本県,フィリピン,技能実習１号ロ,3
43212,上天草市,43：熊本県,フィリピン,永住者,12
43212,上天草市,43：熊本県,フィリピン,日本人の配偶者等,3
43212,上天草市,43：熊本県,フィリピン,定住者,1
43212,上天草市,43：熊本県,ベトナム,特定技能１号,2
43212,上天草市,43：熊本県,ベトナム,技能実習１号ロ,3
43212,上天草市,43：熊本県,ベトナム,技能実習２号ロ,18
43212,上天草市,43：熊本県,ベトナム,技能実習３号ロ,4
43212,上天草市,43：熊本県,ベトナム,特定活動,2
43212,上天草市,43：熊本県,ベトナム,日本人の配偶者等,1
43212,上天草市,43：熊本県,ミャンマー,特定技能１号,4
43212,上天草市,43：熊本県,ミャンマー,技能実習１号ロ,8
43212,上天草市,43：熊本県,ミャンマー,技能実習２号ロ,4
43212,上天草市,43：熊本県,ミャンマー,特定活動,2
43212,上天草市,43：熊本県,ミャンマー,永住者,1
43212,上天草市,43：熊本県,ミャンマー,日本人の配偶者等,1
43212,上天草市,43：熊本県,イタリア,技術・人文知識・国際業務,1
43212,上天草市,43：熊本県,英国,永住者,1
43212,上天草市,43：熊本県,ベルギー,日本人の配偶者等,1
43212,上天草市,43：熊本県,カナダ,教育,1
43212,上天草市,43：熊本県,カナダ,永住者,1
43212,上天草市,43：熊本県,コスタリカ,日本人の配偶者等,1
43212,上天草市,43：熊本県,米国,教育,3
43212,上天草市,43：熊本県,米国,日本人の配偶者等,2
43212,上天草市,43：熊本県,ブラジル,永住者,1
43212,上天草市,43：熊本県,オーストラリア,教育,1
43213,宇城市,43：熊本県,アフガニスタン,経営・管理,1
43213,宇城市,43：熊本県,アフガニスタン,技術・人文知識・国際業務,1
43213,宇城市,43：熊本県,アフガニスタン,永住者,1
43213,宇城市,43：熊本県,インド,技能,4
43213,宇城市,43：熊本県,インドネシア,技術・人文知識・国際業務,5
43213,宇城市,43：熊本県,インドネシア,特定技能１号,34
43213,宇城市,43：熊本県,インドネシア,技能実習１号ロ,48
43213,宇城市,43：熊本県,インドネシア,技能実習２号ロ,40
43213,宇城市,43：熊本県,インドネシア,技能実習３号ロ,4
43213,宇城市,43：熊本県,インドネシア,特定活動,8
43213,宇城市,43：熊本県,韓国,経営・管理,1
43213,宇城市,43：熊本県,韓国,特定活動,1
43213,宇城市,43：熊本県,韓国,永住者,4
43213,宇城市,43：熊本県,韓国,日本人の配偶者等,2
43213,宇城市,43：熊本県,韓国,特別永住者,2
43213,宇城市,43：熊本県,朝鮮,特別永住者,4
43213,宇城市,43：熊本県,カンボジア,技術・人文知識・国際業務,3
43213,宇城市,43：熊本県,カンボジア,特定技能１号,5
43213,宇城市,43：熊本県,カンボジア,技能実習１号ロ,11
43213,宇城市,43：熊本県,カンボジア,技能実習２号ロ,19
43213,宇城市,43：熊本県,カンボジア,特定活動,1
43213,宇城市,43：熊本県,スリランカ,技術・人文知識・国際業務,9
43213,宇城市,43：熊本県,スリランカ,特定技能１号,4
43213,宇城市,43：熊本県,スリランカ,留学,1
43213,宇城市,43：熊本県,スリランカ,家族滞在,2
43213,宇城市,43：熊本県,スリランカ,永住者,1
43213,宇城市,43：熊本県,タイ,特定技能１号,2
43213,宇城市,43：熊本県,台湾,永住者,1
43213,宇城市,43：熊本県,中国,経営・管理,1
43213,宇城市,43：熊本県,中国,技術・人文知識・国際業務,3
43213,宇城市,43：熊本県,中国,興行,5
43213,宇城市,43：熊本県,中国,技能,1
43213,宇城市,43：熊本県,中国,特定技能１号,7
43213,宇城市,43：熊本県,中国,技能実習１号ロ,4
43213,宇城市,43：熊本県,中国,技能実習２号ロ,11
43213,宇城市,43：熊本県,中国,技能実習３号ロ,3
43213,宇城市,43：熊本県,中国,家族滞在,5
43213,宇城市,43：熊本県,中国,永住者,19
43213,宇城市,43：熊本県,中国,日本人の配偶者等,6
43213,宇城市,43：熊本県,中国,永住者の配偶者等,1
43213,宇城市,43：熊本県,中国,定住者,1
43213,宇城市,43：熊本県,ネパール,技術・人文知識・国際業務,20
43213,宇城市,43：熊本県,ネパール,介護,1
43213,宇城市,43：熊本県,ネパール,技能実習２号ロ,5
43213,宇城市,43：熊本県,ネパール,技能実習３号ロ,4
43213,宇城市,43：熊本県,ネパール,家族滞在,7
43213,宇城市,43：熊本県,パキスタン,経営・管理,3
43213,宇城市,43：熊本県,パキスタン,技術・人文知識・国際業務,10
43213,宇城市,43：熊本県,パキスタン,家族滞在,13
43213,宇城市,43：熊本県,パキスタン,永住者,1
43213,宇城市,43：熊本県,パキスタン,永住者の配偶者等,1
43213,宇城市,43：熊本県,パキスタン,定住者,7
43213,宇城市,43：熊本県,バングラデシュ,技術・人文知識・国際業務,3
43213,宇城市,43：熊本県,バングラデシュ,技能実習２号ロ,6
43213,宇城市,43：熊本県,バングラデシュ,家族滞在,4
43213,宇城市,43：熊本県,フィリピン,技術・人文知識・国際業務,1
43213,宇城市,43：熊本県,フィリピン,特定技能１号,43
43213,宇城市,43：熊本県,フィリピン,技能実習１号ロ,13
43213,宇城市,43：熊本県,フィリピン,技能実習２号ロ,26
43213,宇城市,43：熊本県,フィリピン,技能実習３号ロ,13
43213,宇城市,43：熊本県,フィリピン,永住者,18
43213,宇城市,43：熊本県,フィリピン,日本人の配偶者等,4
43213,宇城市,43：熊本県,ベトナム,経営・管理,1
43213,宇城市,43：熊本県,ベトナム,技術・人文知識・国際業務,46
43213,宇城市,43：熊本県,ベトナム,特定技能１号,58
43213,宇城市,43：熊本県,ベトナム,技能実習１号ロ,52
43213,宇城市,43：熊本県,ベトナム,技能実習２号ロ,147
43213,宇城市,43：熊本県,ベトナム,技能実習３号ロ,22
43213,宇城市,43：熊本県,ベトナム,家族滞在,6
43213,宇城市,43：熊本県,ベトナム,特定活動,10
43213,宇城市,43：熊本県,ベトナム,日本人の配偶者等,2
43213,宇城市,43：熊本県,ミャンマー,特定技能１号,16
43213,宇城市,43：熊本県,ミャンマー,技能実習１号ロ,25
43213,宇城市,43：熊本県,ミャンマー,技能実習２号ロ,12
43213,宇城市,43：熊本県,英国,永住者,1
43213,宇城市,43：熊本県,スロバキア,永住者,1
43213,宇城市,43：熊本県,ドイツ,日本人の配偶者等,1
43213,宇城市,43：熊本県,ルーマニア,永住者,1
43213,宇城市,43：熊本県,ロシア,技術・人文知識・国際業務,1
43213,宇城市,43：熊本県,ウガンダ,永住者,1
43213,宇城市,43：熊本県,ナイジェリア,永住者,1
43213,宇城市,43：熊本県,カナダ,永住者,2
43213,宇城市,43：熊本県,キューバ,興行,5
43213,宇城市,43：熊本県,米国,教育,4
43213,宇城市,43：熊本県,米国,永住者,3
43213,宇城市,43：熊本県,米国,日本人の配偶者等,1
43213,宇城市,43：熊本県,メキシコ,興行,5
43213,宇城市,43：熊本県,アルゼンチン,興行,2
43213,宇城市,43：熊本県,アルゼンチン,家族滞在,1
43213,宇城市,43：熊本県,コロンビア,興行,19
43213,宇城市,43：熊本県,コロンビア,家族滞在,2
43213,宇城市,43：熊本県,チリ,興行,4
43213,宇城市,43：熊本県,チリ,家族滞在,1
43213,宇城市,43：熊本県,ブラジル,永住者,5
43213,宇城市,43：熊本県,ブラジル,日本人の配偶者等,2
43213,宇城市,43：熊本県,ブラジル,定住者,2
43213,宇城市,43：熊本県,ペルー,興行,1
43213,宇城市,43：熊本県,ペルー,永住者,3
43213,宇城市,43：熊本県,オーストラリア,永住者,1
43213,宇城市,43：熊本県,ニュージーランド,教育,1
43214,阿蘇市,43：熊本県,インド,技能,4
43214,阿蘇市,43：熊本県,インドネシア,特定技能１号,6
43214,阿蘇市,43：熊本県,インドネシア,技能実習１号ロ,45
43214,阿蘇市,43：熊本県,インドネシア,技能実習２号ロ,55
43214,阿蘇市,43：熊本県,インドネシア,技能実習３号ロ,2
43214,阿蘇市,43：熊本県,インドネシア,特定活動,6
43214,阿蘇市,43：熊本県,インドネシア,日本人の配偶者等,1
43214,阿蘇市,43：熊本県,韓国,特定活動,9
43214,阿蘇市,43：熊本県,韓国,永住者,1
43214,阿蘇市,43：熊本県,韓国,特別永住者,4
43214,阿蘇市,43：熊本県,朝鮮,特別永住者,1
43214,阿蘇市,43：熊本県,カンボジア,技術・人文知識・国際業務,2
43214,阿蘇市,43：熊本県,カンボジア,特定技能１号,78
43214,阿蘇市,43：熊本県,カンボジア,技能実習１号ロ,25
43214,阿蘇市,43：熊本県,カンボジア,技能実習２号ロ,51
43214,阿蘇市,43：熊本県,カンボジア,特定活動,3
43214,阿蘇市,43：熊本県,カンボジア,日本人の配偶者等,1
43214,阿蘇市,43：熊本県,シンガポール,日本人の配偶者等,1
43214,阿蘇市,43：熊本県,スリランカ,技術・人文知識・国際業務,3
43214,阿蘇市,43：熊本県,スリランカ,特定技能１号,5
43214,阿蘇市,43：熊本県,スリランカ,家族滞在,1
43214,阿蘇市,43：熊本県,タイ,特定技能１号,5
43214,阿蘇市,43：熊本県,台湾,技術・人文知識・国際業務,1
43214,阿蘇市,43：熊本県,台湾,特定活動,20
43214,阿蘇市,43：熊本県,台湾,日本人の配偶者等,1
43214,阿蘇市,43：熊本県,中国,技術・人文知識・国際業務,8
43214,阿蘇市,43：熊本県,中国,技能,1
43214,阿蘇市,43：熊本県,中国,特定技能１号,7
43214,阿蘇市,43：熊本県,中国,家族滞在,2
43214,阿蘇市,43：熊本県,中国,永住者,15
43214,阿蘇市,43：熊本県,中国,日本人の配偶者等,2
43214,阿蘇市,43：熊本県,中国,特別永住者,1
43214,阿蘇市,43：熊本県,ネパール,技術・人文知識・国際業務,27
43214,阿蘇市,43：熊本県,ネパール,技能,1
43214,阿蘇市,43：熊本県,ネパール,特定技能１号,14
43214,阿蘇市,43：熊本県,ネパール,家族滞在,13
43214,阿蘇市,43：熊本県,ネパール,特定活動,1
43214,阿蘇市,43：熊本県,ネパール,日本人の配偶者等,1
43214,阿蘇市,43：熊本県,パキスタン,経営・管理,2
43214,阿蘇市,43：熊本県,パキスタン,技能,1
43214,阿蘇市,43：熊本県,パキスタン,日本人の配偶者等,1
43214,阿蘇市,43：熊本県,フィリピン,技術・人文知識・国際業務,3
43214,阿蘇市,43：熊本県,フィリピン,特定技能１号,25
43214,阿蘇市,43：熊本県,フィリピン,技能実習１号ロ,10
43214,阿蘇市,43：熊本県,フィリピン,技能実習２号ロ,10
43214,阿蘇市,43：熊本県,フィリピン,技能実習３号ロ,4
43214,阿蘇市,43：熊本県,フィリピン,研修,2
43214,阿蘇市,43：熊本県,フィリピン,特定活動,2
43214,阿蘇市,43：熊本県,フィリピン,永住者,25
43214,阿蘇市,43：熊本県,フィリピン,日本人の配偶者等,8
43214,阿蘇市,43：熊本県,フィリピン,定住者,10
43214,阿蘇市,43：熊本県,ベトナム,技術・人文知識・国際業務,13
43214,阿蘇市,43：熊本県,ベトナム,企業内転勤,1
43214,阿蘇市,43：熊本県,ベトナム,技能,1
43214,阿蘇市,43：熊本県,ベトナム,特定技能１号,48
43214,阿蘇市,43：熊本県,ベトナム,技能実習１号ロ,33
43214,阿蘇市,43：熊本県,ベトナム,技能実習２号ロ,58
43214,阿蘇市,43：熊本県,ベトナム,技能実習３号ロ,5
43214,阿蘇市,43：熊本県,ベトナム,家族滞在,2
43214,阿蘇市,43：熊本県,ベトナム,特定活動,4
43214,阿蘇市,43：熊本県,ベトナム,日本人の配偶者等,2
43214,阿蘇市,43：熊本県,ミャンマー,技術・人文知識・国際業務,1
43214,阿蘇市,43：熊本県,ミャンマー,特定技能１号,39
43214,阿蘇市,43：熊本県,ミャンマー,技能実習１号ロ,2
43214,阿蘇市,43：熊本県,ミャンマー,技能実習２号ロ,5
43214,阿蘇市,43：熊本県,ラオス,技能実習２号ロ,4
43214,阿蘇市,43：熊本県,英国,永住者,2
43214,阿蘇市,43：熊本県,英国,日本人の配偶者等,1
43214,阿蘇市,43：熊本県,フランス,技術・人文知識・国際業務,1
43214,阿蘇市,43：熊本県,フランス,永住者,1
43214,阿蘇市,43：熊本県,ポーランド,日本人の配偶者等,1
43214,阿蘇市,43：熊本県,ナイジェリア,日本人の配偶者等,1
43214,阿蘇市,43：熊本県,米国,教育,3
43214,阿蘇市,43：熊本県,米国,家族滞在,2
43214,阿蘇市,43：熊本県,米国,永住者,2
43214,阿蘇市,43：熊本県,ブラジル,永住者,1
43215,天草市,43：熊本県,インド,特定技能１号,10
43215,天草市,43：熊本県,インド,技能実習１号ロ,2
43215,天草市,43：熊本県,インドネシア,技術・人文知識・国際業務,12
43215,天草市,43：熊本県,インドネシア,特定技能１号,44
43215,天草市,43：熊本県,インドネシア,技能実習１号ロ,18
43215,天草市,43：熊本県,インドネシア,技能実習２号ロ,15
43215,天草市,43：熊本県,インドネシア,特定活動,1
43215,天草市,43：熊本県,韓国,技術・人文知識・国際業務,1
43215,天草市,43：熊本県,韓国,永住者,5
43215,天草市,43：熊本県,韓国,日本人の配偶者等,3
43215,天草市,43：熊本県,韓国,特別永住者,9
43215,天草市,43：熊本県,カンボジア,特定技能１号,2
43215,天草市,43：熊本県,カンボジア,技能実習１号ロ,6
43215,天草市,43：熊本県,カンボジア,技能実習２号ロ,14
43215,天草市,43：熊本県,カンボジア,技能実習３号ロ,5
43215,天草市,43：熊本県,スリランカ,技術・人文知識・国際業務,1
43215,天草市,43：熊本県,タイ,技能実習２号ロ,2
43215,天草市,43：熊本県,タイ,永住者,1
43215,天草市,43：熊本県,台湾,特定活動,1
43215,天草市,43：熊本県,台湾,特別永住者,1
43215,天草市,43：熊本県,中国,技能,1
43215,天草市,43：熊本県,中国,特定技能１号,1
43215,天草市,43：熊本県,中国,技能実習１号ロ,2
43215,天草市,43：熊本県,中国,技能実習２号ロ,3
43215,天草市,43：熊本県,中国,技能実習３号ロ,2
43215,天草市,43：熊本県,中国,家族滞在,1
43215,天草市,43：熊本県,中国,特定活動,1
43215,天草市,43：熊本県,中国,永住者,15
43215,天草市,43：熊本県,中国,日本人の配偶者等,3
43215,天草市,43：熊本県,中国,永住者の配偶者等,1
43215,天草市,43：熊本県,中国,定住者,1
43215,天草市,43：熊本県,ネパール,特定技能１号,10
43215,天草市,43：熊本県,フィリピン,特定技能１号,7
43215,天草市,43：熊本県,フィリピン,技能実習１号ロ,7
43215,天草市,43：熊本県,フィリピン,技能実習２号ロ,2
43215,天草市,43：熊本県,フィリピン,永住者,35
43215,天草市,43：熊本県,フィリピン,日本人の配偶者等,1
43215,天草市,43：熊本県,フィリピン,定住者,1
43215,天草市,43：熊本県,ベトナム,技術・人文知識・国際業務,7
43215,天草市,43：熊本県,ベトナム,特定技能１号,42
43215,天草市,43：熊本県,ベトナム,特定技能２号,1
43215,天草市,43：熊本県,ベトナム,技能実習１号ロ,37
43215,天草市,43：熊本県,ベトナム,技能実習２号ロ,53
43215,天草市,43：熊本県,ベトナム,技能実習３号ロ,17
43215,天草市,43：熊本県,ベトナム,家族滞在,1
43215,天草市,43：熊本県,ベトナム,特定活動,5
43215,天草市,43：熊本県,ベトナム,永住者,1
43215,天草市,43：熊本県,ベトナム,日本人の配偶者等,2
43215,天草市,43：熊本県,マレーシア,永住者,1
43215,天草市,43：熊本県,ミャンマー,技術・人文知識・国際業務,1
43215,天草市,43：熊本県,ミャンマー,特定技能１号,7
43215,天草市,43：熊本県,ミャンマー,技能実習１号ロ,38
43215,天草市,43：熊本県,ミャンマー,技能実習２号ロ,40
43215,天草市,43：熊本県,ミャンマー,技能実習３号ロ,11
43215,天草市,43：熊本県,ミャンマー,特定活動,1
43215,天草市,43：熊本県,ミャンマー,日本人の配偶者等,1
43215,天草市,43：熊本県,モンゴル,技能実習２号ロ,2
43215,天草市,43：熊本県,英国,永住者,2
