都道府県,市区町村,国籍・地域,在留資格,年齢（５歳階級）,性別,在留外国人数
,,,,,2:女,1 
,,,,08_35～39歳,2:女,6 
,,,,09_40～44歳,1:男,1 
,,,,,2:女,9 
,,,,10_45～49歳,2:女,10 
,,,,11_50～54歳,2:女,29 
,,,,12_55～59歳,2:女,39 
,,,,13_60～64歳,2:女,14 
,,,,14_65～69歳,1:男,2 
,,,,,2:女,7 
,,,,16_75～79歳,2:女,1 
,,,36：日本人の配偶者等,03_10～14歳,2:女,1 
,,,,05_20～24歳,1:男,1 
,,,,,2:女,1 
,,,,07_30～34歳,2:女,4 
,,,,08_35～39歳,2:女,4 
,,,,09_40～44歳,2:女,2 
,,,,10_45～49歳,2:女,6 
,,,,11_50～54歳,2:女,1 
,,,,12_55～59歳,2:女,1 
,,,37：永住者の配偶者等,02_５～９歳,2:女,1 
,,,38：定住者,01_０～４歳,1:男,1 
,,,,02_５～９歳,2:女,1 
,,,,03_10～14歳,2:女,4 
,,,,04_15～19歳,1:男,1 
,,,,,2:女,1 
,,,,05_20～24歳,1:男,3 
,,,,,2:女,1 
,,,,06_25～29歳,2:女,1 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,3 
,,,,08_35～39歳,1:男,2 
,,,,,2:女,6 
,,,,09_40～44歳,2:女,2 
,,,,10_45～49歳,2:女,6 
,,,,11_50～54歳,2:女,3 
,,,,12_55～59歳,2:女,4 
,,01_035：ブータン,35：永住者,09_40～44歳,1:男,1 
,,,,14_65～69歳,2:女,1 
,,01_037：ベトナム,11：経営・管理,06_25～29歳,1:男,1 
,,,16：技術・人文知識・国際業務,05_20～24歳,1:男,1 
,,,,,2:女,1 
,,,,06_25～29歳,1:男,15 
,,,,,2:女,8 
,,,,07_30～34歳,1:男,7 
,,,,08_35～39歳,2:女,1 
,,,18：介護,06_25～29歳,1:男,1 
,,,,,2:女,2 
,,,21：特定技能１号,05_20～24歳,1:男,2 
,,,,,2:女,12 
,,,,06_25～29歳,1:男,22 
,,,,,2:女,17 
,,,,07_30～34歳,1:男,10 
,,,,,2:女,8 
,,,,08_35～39歳,1:男,7 
,,,,,2:女,5 
,,,,09_40～44歳,1:男,1 
,,,,,2:女,3 
,,,24：技能実習１号ロ,04_15～19歳,1:男,2 
,,,,,2:女,3 
,,,,05_20～24歳,1:男,2 
,,,,,2:女,2 
,,,,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,,08_35～39歳,2:女,1 
,,,26：技能実習２号ロ,04_15～19歳,1:男,1 
,,,,,2:女,2 
,,,,05_20～24歳,1:男,4 
,,,,,2:女,21 
,,,,06_25～29歳,1:男,6 
,,,,,2:女,5 
,,,,07_30～34歳,1:男,2 
,,,,,2:女,7 
,,,,08_35～39歳,1:男,1 
,,,28：技能実習３号ロ,05_20～24歳,2:女,1 
,,,,06_25～29歳,1:男,2 
,,,,,2:女,4 
,,,31：留学,04_15～19歳,1:男,1 
,,,,,2:女,2 
,,,,05_20～24歳,1:男,5 
,,,,,2:女,11 
,,,,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,2 
,,,,,2:女,1 
,,,33：家族滞在,01_０～４歳,1:男,4 
,,,,,2:女,3 
,,,,03_10～14歳,1:男,1 
,,,,05_20～24歳,2:女,1 
,,,,06_25～29歳,2:女,4 
,,,,07_30～34歳,2:女,3 
,,,,08_35～39歳,2:女,1 
,,,34：特定活動,01_０～４歳,2:女,4 
,,,,06_25～29歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,35：永住者,08_35～39歳,2:女,1 
,,,,10_45～49歳,2:女,2 
,,,36：日本人の配偶者等,05_20～24歳,2:女,1 
,,,,06_25～29歳,2:女,2 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,1 
,,,,08_35～39歳,2:女,1 
,,01_038：マレーシア,16：技術・人文知識・国際業務,07_30～34歳,1:男,3 
,,,,,2:女,1 
,,,,09_40～44歳,1:男,1 
,,,31：留学,05_20～24歳,1:男,5 
,,,,,2:女,3 
,,,,06_25～29歳,1:男,1 
,,,,,2:女,2 
,,,,10_45～49歳,1:男,1 
,,,35：永住者,14_65～69歳,2:女,1 
,,01_039：ミャンマー,03：教授,08_35～39歳,2:女,1 
,,,,09_40～44歳,2:女,1 
,,,16：技術・人文知識・国際業務,05_20～24歳,2:女,1 
,,,,06_25～29歳,2:女,7 
,,,,07_30～34歳,1:男,3 
,,,,,2:女,8 
,,,21：特定技能１号,04_15～19歳,1:男,1 
,,,,,2:女,5 
,,,,05_20～24歳,1:男,16 
,,,,,2:女,54 
,,,,06_25～29歳,1:男,4 
,,,,,2:女,34 
,,,,07_30～34歳,1:男,3 
,,,,,2:女,6 
,,,,08_35～39歳,2:女,1 
,,,24：技能実習１号ロ,05_20～24歳,2:女,3 
,,,,06_25～29歳,2:女,4 
,,,,07_30～34歳,2:女,1 
,,,26：技能実習２号ロ,05_20～24歳,1:男,3 
,,,,,2:女,7 
,,,,06_25～29歳,1:男,1 
,,,,,2:女,8 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,2 
,,,31：留学,04_15～19歳,2:女,1 
,,,,05_20～24歳,1:男,6 
,,,,,2:女,3 
,,,,06_25～29歳,1:男,4 
,,,,,2:女,4 
,,,,07_30～34歳,1:男,2 
,,,,08_35～39歳,2:女,1 
,,,33：家族滞在,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,2 
,,,,09_40～44歳,1:男,1 
,,,34：特定活動,05_20～24歳,2:女,1 
,,,,06_25～29歳,1:男,1 
,,,,,2:女,1 
,,,,07_30～34歳,1:男,2 
,,,,,2:女,2 
,,,35：永住者,10_45～49歳,2:女,1 
,,,,12_55～59歳,1:男,1 
,,01_040：モルディブ,35：永住者,10_45～49歳,1:男,1 
,,01_041：モンゴル,03：教授,11_50～54歳,1:男,1 
,,,16：技術・人文知識・国際業務,09_40～44歳,2:女,1 
,,,,11_50～54歳,2:女,1 
,,,31：留学,06_25～29歳,1:男,1 
,,,,07_30～34歳,2:女,1 
,,,33：家族滞在,02_５～９歳,2:女,1 
,,,,04_15～19歳,1:男,1 
,,,,06_25～29歳,2:女,1 
,,,34：特定活動,05_20～24歳,2:女,1 
,,,35：永住者,09_40～44歳,1:男,1 
,,,,10_45～49歳,2:女,1 
,,,,11_50～54歳,2:女,1 
,,,38：定住者,01_０～４歳,1:男,1 
,,,,,2:女,2 
,,,,06_25～29歳,2:女,1 
,,01_043：ラオス,31：留学,09_40～44歳,1:男,1 
,,,33：家族滞在,08_35～39歳,2:女,1 
,,,35：永住者,09_40～44歳,2:女,1 
,,02_045：アイスランド,03：教授,10_45～49歳,2:女,1 
,,,33：家族滞在,04_15～19歳,1:男,1 
,,,,10_45～49歳,1:男,1 
,,02_046：アイルランド,15：教育,05_20～24歳,1:男,1 
,,,,12_55～59歳,2:女,1 
,,,35：永住者,16_75～79歳,1:男,1 
,,02_047：アゼルバイジャン,31：留学,05_20～24歳,2:女,1 
,,02_049：アルメニア,31：留学,07_30～34歳,2:女,1 
,,02_051：イタリア,03：教授,07_30～34歳,1:男,1 
,,,16：技術・人文知識・国際業務,14_65～69歳,1:男,1 
,,,35：永住者,12_55～59歳,1:男,1 
,,02_052：ウクライナ,35：永住者,11_50～54歳,2:女,1 
,,,,12_55～59歳,2:女,1 
,,,38：定住者,06_25～29歳,2:女,1 
,,02_053：ウズベキスタン,16：技術・人文知識・国際業務,08_35～39歳,2:女,1 
,,,,09_40～44歳,2:女,1 
,,,33：家族滞在,02_５～９歳,2:女,1 
,,,35：永住者,10_45～49歳,2:女,1 
,,02_054：英国,03：教授,11_50～54歳,1:男,1 
,,,15：教育,05_20～24歳,1:男,1 
,,,,06_25～29歳,1:男,4 
,,,,,2:女,1 
,,,,07_30～34歳,1:男,1 
,,,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
,,,,10_45～49歳,1:男,1 
,,,31：留学,05_20～24歳,1:男,5 
,,,34：特定活動,05_20～24歳,2:女,1 
,,,35：永住者,09_40～44歳,1:男,1 
,,,,10_45～49歳,1:男,3 
,,,,11_50～54歳,1:男,1 
,,,,12_55～59歳,1:男,1 
,,,,13_60～64歳,1:男,2 
,,,,14_65～69歳,1:男,1 
,,,,15_70～74歳,1:男,1 
,,,36：日本人の配偶者等,06_25～29歳,1:男,1 
,,,,09_40～44歳,1:男,2 
,,,,10_45～49歳,1:男,1 
,,,,11_50～54歳,1:男,1 
,,,,15_70～74歳,1:男,1 
,,02_057：オーストリア,35：永住者,17_80歳以上,1:男,1 
,,02_058：オランダ,20：技能,09_40～44歳,1:男,1 
,,02_059：カザフスタン,03：教授,07_30～34歳,1:男,1 
,,,31：留学,05_20～24歳,1:男,1 
,,,,07_30～34歳,2:女,1 
,,,33：家族滞在,01_０～４歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,02_060：北マケドニア,31：留学,06_25～29歳,1:男,1 
,,02_062：キルギス,31：留学,05_20～24歳,2:女,1 
,,,,06_25～29歳,1:男,1 
,,,,07_30～34歳,2:女,1 
,,02_065：サンマリノ,36：日本人の配偶者等,09_40～44歳,1:男,1 
,,02_066：ジョージア,31：留学,07_30～34歳,1:男,1 
,,02_067：スイス,35：永住者,12_55～59歳,1:男,1 
,,,,13_60～64歳,2:女,1 
,,,36：日本人の配偶者等,11_50～54歳,1:男,1 
,,02_068：スウェーデン,35：永住者,10_45～49歳,1:男,1 
,,02_069：スペイン,35：永住者,11_50～54歳,1:男,1 
,,,36：日本人の配偶者等,05_20～24歳,2:女,1 
,,02_075：チェコ,31：留学,05_20～24歳,1:男,1 
,,,,,2:女,1 
,,,,06_25～29歳,2:女,1 
,,02_078：ドイツ,03：教授,15_70～74歳,1:男,1 
,,,16：技術・人文知識・国際業務,06_25～29歳,2:女,1 
,,,31：留学,05_20～24歳,1:男,2 
,,,,,2:女,1 
,,,34：特定活動,04_15～19歳,2:女,1 
,,,35：永住者,10_45～49歳,1:男,1 
,,,36：日本人の配偶者等,14_65～69歳,2:女,1 
,,02_080：ノルウェー,36：日本人の配偶者等,08_35～39歳,1:男,1 
,,02_082：ハンガリー,03：教授,13_60～64歳,1:男,1 
,,02_083：フィンランド,35：永住者,15_70～74歳,2:女,1 
,,02_084：フランス,16：技術・人文知識・国際業務,07_30～34歳,1:男,1 
,,,31：留学,04_15～19歳,1:男,1 
,,,,05_20～24歳,1:男,10 
,,,,,2:女,3 
,,,,06_25～29歳,1:男,1 
,,,,,2:女,1 
,,,34：特定活動,06_25～29歳,1:男,2 
,,,,,2:女,1 
,,,35：永住者,08_35～39歳,1:男,2 
,,,,10_45～49歳,1:男,1 
,,,,11_50～54歳,1:男,2 
,,,,14_65～69歳,1:男,1 
,,,36：日本人の配偶者等,06_25～29歳,1:男,1 
,,,,09_40～44歳,1:男,1 
,,,,11_50～54歳,1:男,1 
,,,38：定住者,09_40～44歳,1:男,1 
,,02_088：ポーランド,16：技術・人文知識・国際業務,07_30～34歳,2:女,1 
,,,31：留学,05_20～24歳,1:男,1 
,,,36：日本人の配偶者等,07_30～34歳,2:女,1 
,,,,08_35～39歳,1:男,1 
,,02_091：マルタ,31：留学,06_25～29歳,1:男,1 
,,02_094：モンテネグロ,19：興行,07_30～34歳,1:男,1 
,,02_099：ルーマニア,35：永住者,03_10～14歳,2:女,1 
,,,,04_15～19歳,2:女,1 
,,,,05_20～24歳,2:女,1 
,,,,09_40～44歳,2:女,2 
,,,,10_45～49歳,2:女,3 
,,,,11_50～54歳,2:女,1 
,,,38：定住者,11_50～54歳,2:女,1 
,,02_101：ロシア,16：技術・人文知識・国際業務,05_20～24歳,1:男,1 
,,,31：留学,05_20～24歳,1:男,1 
,,,35：永住者,05_20～24歳,1:男,1 
,,,,09_40～44歳,2:女,2 
,,,,13_60～64歳,1:男,1 
,,,36：日本人の配偶者等,08_35～39歳,1:男,1 
,,03_102：アルジェリア,05：宗教,08_35～39歳,1:男,1 
,,,37：永住者の配偶者等,08_35～39歳,1:男,1 
,,03_103：アンゴラ,31：留学,06_25～29歳,2:女,1 
,,03_105：エジプト,03：教授,07_30～34歳,2:女,1 
,,,,09_40～44歳,2:女,1 
,,,29：文化活動,08_35～39歳,1:男,1 
,,,31：留学,06_25～29歳,2:女,1 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,2 
,,,,08_35～39歳,1:男,1 
,,,33：家族滞在,01_０～４歳,1:男,1 
,,,,,2:女,1 
,,,,02_５～９歳,1:男,1 
,,,,,2:女,1 
,,,,03_10～14歳,1:男,1 
,,,,06_25～29歳,2:女,1 
,,,,07_30～34歳,2:女,1 
,,,,08_35～39歳,1:男,1 
,,,36：日本人の配偶者等,08_35～39歳,1:男,1 
,,,38：定住者,03_10～14歳,1:男,1 
,,03_109：ガーナ,31：留学,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,33：家族滞在,01_０～４歳,1:男,2 
,,,,07_30～34歳,2:女,1 
,,,34：特定活動,08_35～39歳,2:女,1 
,,03_113：ガンビア,31：留学,04_15～19歳,1:男,1 
,,03_114：ギニア,36：日本人の配偶者等,08_35～39歳,1:男,1 
,,03_116：ケニア,16：技術・人文知識・国際業務,06_25～29歳,2:女,1 
,,,31：留学,06_25～29歳,1:男,2 
,,,,07_30～34歳,1:男,2 
,,,,08_35～39歳,1:男,1 
,,,33：家族滞在,06_25～29歳,2:女,1 
,,,34：特定活動,04_15～19歳,2:女,1 
,,03_124：ジブチ,31：留学,08_35～39歳,1:男,1 
,,03_126：スーダン,03：教授,08_35～39歳,1:男,1 
,,,07：高度専門職１号イ,08_35～39歳,1:男,1 
,,,31：留学,07_30～34歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,33：家族滞在,01_０～４歳,1:男,1 
,,,,,2:女,1 
,,,,02_５～９歳,2:女,1 
,,,,07_30～34歳,2:女,1 
,,,,08_35～39歳,2:女,1 
,,,38：定住者,08_35～39歳,1:男,1 
,,03_129：セネガル,31：留学,04_15～19歳,2:女,1 
,,03_131：タンザニア,03：教授,08_35～39歳,1:男,1 
,,,31：留学,06_25～29歳,2:女,3 
,,,,07_30～34歳,1:男,4 
,,,,,2:女,2 
,,,,08_35～39歳,1:男,2 
,,,,,2:女,1 
,,,33：家族滞在,01_０～４歳,1:男,2 
,,,,,2:女,5 
,,,,02_５～９歳,1:男,1 
,,,,06_25～29歳,2:女,2 
,,,,07_30～34歳,2:女,2 
,,,36：日本人の配偶者等,09_40～44歳,1:男,1 
,,03_135：トーゴ,31：留学,06_25～29歳,1:男,1 
,,03_136：ナイジェリア,16：技術・人文知識・国際業務,08_35～39歳,2:女,1 
,,,,09_40～44歳,2:女,1 
,,,29：文化活動,08_35～39歳,1:男,1 
,,,31：留学,04_15～19歳,2:女,1 
,,,,06_25～29歳,1:男,1 
,,,,09_40～44歳,1:男,1 
,,,33：家族滞在,01_０～４歳,2:女,1 
,,,,02_５～９歳,2:女,1 
,,,35：永住者,12_55～59歳,1:男,1 
,,,36：日本人の配偶者等,11_50～54歳,1:男,1 
,,03_144：マラウイ,31：留学,06_25～29歳,2:女,1 
,,03_146：南アフリカ共和国,15：教育,07_30～34歳,2:女,1 
,,,16：技術・人文知識・国際業務,06_25～29歳,2:女,1 
,,,,07_30～34歳,2:女,1 
,,,,08_35～39歳,2:女,1 
,,,,09_40～44歳,2:女,1 
,,03_149：モーリタニア,16：技術・人文知識・国際業務,07_30～34歳,1:男,1 
,,,31：留学,07_30～34歳,1:男,1 
,,,33：家族滞在,01_０～４歳,1:男,1 
,,,,07_30～34歳,2:女,1 
,,03_150：モザンビーク,31：留学,06_25～29歳,1:男,1 
,,,33：家族滞在,01_０～４歳,2:女,1 
,,,,07_30～34歳,2:女,1 
,,03_154：ルワンダ,31：留学,09_40～44歳,1:男,1 
,,,33：家族滞在,01_０～４歳,2:女,1 
,,,,07_30～34歳,2:女,1 
,,04_157：エルサルバドル,16：技術・人文知識・国際業務,06_25～29歳,2:女,1 
,,04_158：カナダ,15：教育,05_20～24歳,2:女,2 
,,,,06_25～29歳,1:男,1 
,,,,07_30～34歳,2:女,1 
,,,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,,,2:女,1 
,,,,08_35～39歳,1:男,1 
,,,,09_40～44歳,2:女,1 
,,,34：特定活動,07_30～34歳,1:男,1 
,,,35：永住者,09_40～44歳,1:男,1 
,,,,10_45～49歳,1:男,1 
,,,,11_50～54歳,1:男,1 
,,,,12_55～59歳,1:男,1 
,,,,13_60～64歳,1:男,2 
,,,,15_70～74歳,2:女,1 
,,,36：日本人の配偶者等,17_80歳以上,2:女,1 
,,04_163：ジャマイカ,16：技術・人文知識・国際業務,09_40～44歳,2:女,1 
,,04_168：ドミニカ共和国,08：高度専門職１号ロ,07_30～34歳,1:男,1 
,,04_175：米国,03：教授,14_65～69歳,1:男,1 
,,,05：宗教,05_20～24歳,1:男,1 
,,,15：教育,05_20～24歳,1:男,2 
,,,,06_25～29歳,1:男,3 
,,,,,2:女,5 
,,,,07_30～34歳,1:男,1 
,,,,08_35～39歳,2:女,1 
,,,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
,,,,,2:女,3 
,,,,07_30～34歳,1:男,2 
,,,,08_35～39歳,1:男,1 
,,,,09_40～44歳,1:男,1 
,,,,12_55～59歳,1:男,1 
,,,19：興行,06_25～29歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,31：留学,05_20～24歳,2:女,1 
,,,33：家族滞在,01_０～４歳,1:男,2 
,,,,,2:女,3 
,,,,02_５～９歳,2:女,2 
,,,,06_25～29歳,2:女,1 
,,,,07_30～34歳,2:女,1 
,,,34：特定活動,08_35～39歳,1:男,1 
,,,,14_65～69歳,2:女,1 
,,,35：永住者,03_10～14歳,2:女,2 
,,,,05_20～24歳,1:男,1 
,,,,,2:女,1 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,1 
,,,,09_40～44歳,1:男,2 
,,,,,2:女,1 
,,,,11_50～54歳,1:男,3 
,,,,,2:女,2 
,,,,12_55～59歳,1:男,6 
,,,,,2:女,1 
,,,,13_60～64歳,1:男,4 
,,,,,2:女,3 
,,,,14_65～69歳,1:男,1 
,,,,,2:女,1 
,,,,16_75～79歳,1:男,1 
,,,,,2:女,1 
,,,,17_80歳以上,1:男,1 
,,,,,2:女,1 
,,,36：日本人の配偶者等,04_15～19歳,2:女,1 
,,,,06_25～29歳,2:女,2 
,,,,07_30～34歳,1:男,3 
,,,,,2:女,1 
,,,,08_35～39歳,1:男,2 
,,,,,2:女,1 
,,,,09_40～44歳,1:男,4 
,,,,10_45～49歳,1:男,4 
,,,,11_50～54歳,1:男,3 
,,,,13_60～64歳,1:男,1 
,,,,14_65～69歳,1:男,1 
,,,,15_70～74歳,1:男,3 
,,,,17_80歳以上,1:男,1 
,,,,,2:女,2 
,,,38：定住者,08_35～39歳,1:男,1 
,,,,13_60～64歳,1:男,1 
,,04_178：メキシコ,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
,,,35：永住者,11_50～54歳,2:女,1 
,,,36：日本人の配偶者等,06_25～29歳,2:女,1 
,,,,12_55～59歳,1:男,1 
,,,38：定住者,13_60～64歳,1:男,1 
,,05_179：アルゼンチン,35：永住者,10_45～49歳,1:男,1 
,,05_183：コロンビア,35：永住者,10_45～49歳,1:男,1 
,,05_187：ブラジル,31：留学,06_25～29歳,1:男,1 
,,,,,2:女,1 
,,,,07_30～34歳,1:男,2 
,,,33：家族滞在,07_30～34歳,2:女,1 
,,,35：永住者,06_25～29歳,2:女,1 
,,,,07_30～34歳,1:男,1 
,,,,12_55～59歳,2:女,1 
,,,,14_65～69歳,2:女,1 
,,,,15_70～74歳,2:女,2 
,,,36：日本人の配偶者等,15_70～74歳,2:女,1 
,,,37：永住者の配偶者等,02_５～９歳,2:女,1 
,,05_188：ベネズエラ,19：興行,08_35～39歳,1:男,1 
,,,33：家族滞在,07_30～34歳,2:女,1 
,,05_189：ペルー,16：技術・人文知識・国際業務,07_30～34歳,2:女,1 
,,,35：永住者,14_65～69歳,1:男,1 
,,06_191：オーストラリア,15：教育,05_20～24歳,1:男,2 
,,,16：技術・人文知識・国際業務,07_30～34歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,31：留学,06_25～29歳,1:男,1 
,,,,07_30～34歳,1:男,1 
,,,,10_45～49歳,1:男,1 
,,,35：永住者,08_35～39歳,1:男,1 
,,,,09_40～44歳,1:男,1 
,,,,10_45～49歳,2:女,1 
,,,,14_65～69歳,2:女,2 
,,,36：日本人の配偶者等,08_35～39歳,1:男,1 
,,06_194：サモア,31：留学,08_35～39歳,1:男,1 
,,06_198：トンガ,35：永住者,03_10～14歳,1:男,1 
,,,,,2:女,1 
,,,,04_15～19歳,1:男,2 
,,,,09_40～44歳,1:男,1 
,,,,,2:女,1 
,,06_201：ニュージーランド,15：教育,06_25～29歳,1:男,1 
,,,,,2:女,1 
,,,36：日本人の配偶者等,11_50～54歳,1:男,1 
,,06_205：フィジー,38：定住者,08_35～39歳,1:男,1 
,,07_000：無国籍,35：永住者,17_80歳以上,2:女,1 
,,,36：日本人の配偶者等,13_60～64歳,1:男,1 
43：熊本県,熊本市東区,01_001：アフガニスタン,16：技術・人文知識・国際業務,07_30～34歳,1:男,1 
,,,33：家族滞在,01_０～４歳,1:男,2 
,,,,07_30～34歳,2:女,1 
,,01_004：イスラエル,35：永住者,14_65～69歳,1:男,1 
,,01_006：イラン,15：教育,09_40～44歳,2:女,1 
,,01_007：インド,20：技能,10_45～49歳,1:男,1 
,,,21：特定技能１号,06_25～29歳,1:男,1 
,,,24：技能実習１号ロ,05_20～24歳,1:男,2 
,,,,06_25～29歳,1:男,1 
,,,26：技能実習２号ロ,05_20～24歳,1:男,6 
,,,,06_25～29歳,1:男,4 
,,,,07_30～34歳,1:男,3 
,,,,08_35～39歳,1:男,3 
,,01_008：インドネシア,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
,,,18：介護,05_20～24歳,1:男,1 
,,,21：特定技能１号,04_15～19歳,2:女,1 
,,,,05_20～24歳,1:男,9 
,,,,,2:女,16 
,,,,06_25～29歳,1:男,15 
,,,,,2:女,8 
,,,,07_30～34歳,1:男,11 
,,,,,2:女,3 
,,,,08_35～39歳,2:女,2 
,,,24：技能実習１号ロ,04_15～19歳,1:男,8 
,,,,,2:女,1 
,,,,05_20～24歳,1:男,27 
,,,,,2:女,8 
,,,,06_25～29歳,1:男,16 
,,,,,2:女,1 
,,,25：技能実習２号イ,05_20～24歳,2:女,2 
,,,,06_25～29歳,2:女,2 
,,,,07_30～34歳,1:男,3 
,,,,,2:女,1 
,,,26：技能実習２号ロ,04_15～19歳,1:男,2 
,,,,05_20～24歳,1:男,45 
,,,,,2:女,5 
,,,,06_25～29歳,1:男,23 
,,,,,2:女,1 
,,,,07_30～34歳,1:男,5 
,,,28：技能実習３号ロ,05_20～24歳,1:男,1 
,,,,06_25～29歳,1:男,3 
,,,,08_35～39歳,1:男,1 
,,,31：留学,05_20～24歳,1:男,1 
,,,,09_40～44歳,1:男,1 
,,,,,2:女,3 
,,,33：家族滞在,03_10～14歳,1:男,2 
,,,,04_15～19歳,2:女,1 
,,,,09_40～44歳,1:男,1 
,,,34：特定活動,06_25～29歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,35：永住者,06_25～29歳,2:女,1 
,,,,09_40～44歳,2:女,1 
,,,,10_45～49歳,1:男,1 
,,,,11_50～54歳,2:女,1 
,,,36：日本人の配偶者等,11_50～54歳,2:女,2 
,,01_011：韓国,03：教授,09_40～44歳,2:女,1 
,,,16：技術・人文知識・国際業務,05_20～24歳,1:男,1 
,,,,06_25～29歳,1:男,4 
,,,,07_30～34歳,1:男,3 
,,,,08_35～39歳,1:男,1 
,,,,09_40～44歳,1:男,2 
,,,17：企業内転勤,08_35～39歳,1:男,1 
,,,,12_55～59歳,1:男,1 
,,,19：興行,05_20～24歳,1:男,1 
,,,21：特定技能１号,08_35～39歳,1:男,1 
,,,31：留学,04_15～19歳,1:男,1 
,,,,05_20～24歳,1:男,5 
,,,,,2:女,2 
,,,,06_25～29歳,1:男,3 
,,,33：家族滞在,02_５～９歳,1:男,2 
,,,,04_15～19歳,1:男,1 
,,,,07_30～34歳,2:女,1 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,1 
,,,35：永住者,06_25～29歳,1:男,1 
,,,,07_30～34歳,2:女,2 
,,,,08_35～39歳,1:男,1 
,,,,,2:女,2 
,,,,09_40～44歳,1:男,3 
,,,,,2:女,1 
,,,,10_45～49歳,2:女,1 
,,,,11_50～54歳,1:男,4 
,,,,,2:女,5 
,,,,12_55～59歳,1:男,2 
,,,,,2:女,2 
,,,,13_60～64歳,2:女,4 
,,,,14_65～69歳,1:男,1 
,,,,,2:女,3 
,,,,15_70～74歳,2:女,1 
,,,,16_75～79歳,2:女,2 
,,,36：日本人の配偶者等,07_30～34歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,,09_40～44歳,1:男,2 
,,,,,2:女,1 
,,,,10_45～49歳,2:女,1 
,,,,11_50～54歳,1:男,1 
,,,,,2:女,1 
,,,,12_55～59歳,2:女,1 
,,,38：定住者,02_５～９歳,1:男,1 
,,,,09_40～44歳,1:男,1 
,,,39：特別永住者,08_35～39歳,1:男,2 
,,,,09_40～44歳,1:男,1 
,,,,,2:女,4 
,,,,11_50～54歳,1:男,2 
,,,,,2:女,3 
,,,,12_55～59歳,1:男,1 
,,,,,2:女,2 
,,,,13_60～64歳,1:男,5 
,,,,,2:女,1 
,,,,14_65～69歳,1:男,2 
,,,,,2:女,2 
,,,,15_70～74歳,1:男,1 
,,,,,2:女,2 
,,,,16_75～79歳,1:男,1 
,,,,,2:女,1 
,,,,17_80歳以上,1:男,1 
,,,,,2:女,3 
,,01_012：（朝鮮）,39：特別永住者,11_50～54歳,2:女,2 
,,,,14_65～69歳,1:男,1 
,,,,15_70～74歳,1:男,1 
,,,,16_75～79歳,1:男,2 
,,,,,2:女,1 
,,,,17_80歳以上,1:男,1 
,,,,,2:女,1 
,,01_014：カンボジア,21：特定技能１号,05_20～24歳,2:女,2 
,,,,06_25～29歳,1:男,5 
,,,,,2:女,5 
,,,,07_30～34歳,1:男,2 
,,,,,2:女,5 
,,,,08_35～39歳,2:女,3 
,,,24：技能実習１号ロ,05_20～24歳,1:男,6 
,,,,07_30～34歳,1:男,1 
,,,,08_35～39歳,1:男,1 
,,,26：技能実習２号ロ,05_20～24歳,1:男,4 
,,,,,2:女,1 
,,,,06_25～29歳,1:男,4 
,,,,,2:女,1 
,,,,07_30～34歳,1:男,7 
,,,,08_35～39歳,1:男,1 
,,,28：技能実習３号ロ,06_25～29歳,1:男,1 
,,,,07_30～34歳,2:女,1 
,,,34：特定活動,05_20～24歳,2:女,1 
,,,,07_30～34歳,2:女,2 
,,,,08_35～39歳,2:女,1 
,,,36：日本人の配偶者等,09_40～44歳,2:女,1 
,,,38：定住者,04_15～19歳,2:女,1 
,,01_019：シンガポール,15：教育,06_25～29歳,2:女,2 
,,,,07_30～34歳,2:女,1 
,,,35：永住者,05_20～24歳,1:男,3 
,,,,09_40～44歳,1:男,1 
,,,,10_45～49歳,2:女,1 
,,,36：日本人の配偶者等,09_40～44歳,2:女,1 
,,01_020：スリランカ,16：技術・人文知識・国際業務,06_25～29歳,1:男,2 
,,,,07_30～34歳,1:男,2 
,,,,08_35～39歳,1:男,5 
,,,,10_45～49歳,1:男,1 
,,,20：技能,07_30～34歳,1:男,1 
,,,,10_45～49歳,1:男,1 
,,,21：特定技能１号,06_25～29歳,1:男,1 
,,,24：技能実習１号ロ,06_25～29歳,1:男,1 
,,,31：留学,06_25～29歳,1:男,2 
,,,,07_30～34歳,1:男,1 
