都道府県,市区町村,国籍・地域,在留資格,年齢（５歳階級）,性別,在留外国人数
43：熊本県,熊本市中央区,アフガニスタン,16：技術・人文知識・国際業務,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,アフガニスタン,31：留学,06_25～29歳,2:女,1 
43：熊本県,熊本市中央区,アフガニスタン,33：家族滞在,01_０～４歳,2:女,1 
43：熊本県,熊本市中央区,アフガニスタン,34：特定活動,01_０～４歳,2:女,2 
43：熊本県,熊本市中央区,アフガニスタン,34：特定活動,07_30～34歳,2:女,1 
43：熊本県,熊本市中央区,アフガニスタン,34：特定活動,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,アフガニスタン,38：定住者,01_０～４歳,1:男,1 
43：熊本県,熊本市中央区,アフガニスタン,38：定住者,07_30～34歳,2:女,1 
43：熊本県,熊本市中央区,アフガニスタン,38：定住者,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,イラン,31：留学,06_25～29歳,1:男,2 
43：熊本県,熊本市中央区,イラン,31：留学,06_25～29歳,2:女,2 
43：熊本県,熊本市中央区,イラン,31：留学,10_45～49歳,2:女,1 
43：熊本県,熊本市中央区,イラン,38：定住者,11_50～54歳,1:男,1 
43：熊本県,熊本市中央区,インド,03：教授,07_30～34歳,2:女,1 
43：熊本県,熊本市中央区,インド,03：教授,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,インド,03：教授,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,インド,11：経営・管理,14_65～69歳,1:男,1 
43：熊本県,熊本市中央区,インド,16：技術・人文知識・国際業務,05_20～24歳,1:男,1 
43：熊本県,熊本市中央区,インド,16：技術・人文知識・国際業務,05_20～24歳,2:女,1 
43：熊本県,熊本市中央区,インド,16：技術・人文知識・国際業務,06_25～29歳,1:男,5 
43：熊本県,熊本市中央区,インド,16：技術・人文知識・国際業務,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,インド,20：技能,09_40～44歳,1:男,3 
43：熊本県,熊本市中央区,インド,20：技能,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,インド,20：技能,11_50～54歳,1:男,1 
43：熊本県,熊本市中央区,インド,20：技能,12_55～59歳,1:男,1 
43：熊本県,熊本市中央区,インド,31：留学,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,インド,31：留学,06_25～29歳,2:女,1 
43：熊本県,熊本市中央区,インド,31：留学,07_30～34歳,2:女,2 
43：熊本県,熊本市中央区,インド,33：家族滞在,01_０～４歳,1:男,1 
43：熊本県,熊本市中央区,インド,33：家族滞在,07_30～34歳,2:女,1 
43：熊本県,熊本市中央区,インド,33：家族滞在,10_45～49歳,2:女,1 
43：熊本県,熊本市中央区,インド,33：家族滞在,12_55～59歳,2:女,1 
43：熊本県,熊本市中央区,インド,35：永住者,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,インド,35：永住者,09_40～44歳,1:男,1 
43：熊本県,熊本市中央区,インド,35：永住者,12_55～59歳,1:男,1 
43：熊本県,熊本市中央区,インドネシア,03：教授,08_35～39歳,2:女,1 
43：熊本県,熊本市中央区,インドネシア,16：技術・人文知識・国際業務,06_25～29歳,1:男,3 
43：熊本県,熊本市中央区,インドネシア,16：技術・人文知識・国際業務,06_25～29歳,2:女,1 
43：熊本県,熊本市中央区,インドネシア,16：技術・人文知識・国際業務,07_30～34歳,1:男,3 
43：熊本県,熊本市中央区,インドネシア,16：技術・人文知識・国際業務,07_30～34歳,2:女,1 
43：熊本県,熊本市中央区,インドネシア,16：技術・人文知識・国際業務,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,インドネシア,21：特定技能１号,05_20～24歳,1:男,5 
43：熊本県,熊本市中央区,インドネシア,21：特定技能１号,05_20～24歳,2:女,5 
43：熊本県,熊本市中央区,インドネシア,21：特定技能１号,06_25～29歳,1:男,8 
43：熊本県,熊本市中央区,インドネシア,21：特定技能１号,06_25～29歳,2:女,6 
43：熊本県,熊本市中央区,インドネシア,21：特定技能１号,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,インドネシア,21：特定技能１号,08_35～39歳,1:男,2 
43：熊本県,熊本市中央区,インドネシア,21：特定技能１号,08_35～39歳,2:女,1 
43：熊本県,熊本市中央区,インドネシア,21：特定技能１号,09_40～44歳,1:男,1 
43：熊本県,熊本市中央区,インドネシア,24：技能実習１号ロ,04_15～19歳,1:男,4 
43：熊本県,熊本市中央区,インドネシア,24：技能実習１号ロ,04_15～19歳,2:女,1 
43：熊本県,熊本市中央区,インドネシア,24：技能実習１号ロ,05_20～24歳,1:男,13 
43：熊本県,熊本市中央区,インドネシア,24：技能実習１号ロ,05_20～24歳,2:女,7 
43：熊本県,熊本市中央区,インドネシア,24：技能実習１号ロ,06_25～29歳,1:男,2 
43：熊本県,熊本市中央区,インドネシア,24：技能実習１号ロ,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,インドネシア,26：技能実習２号ロ,05_20～24歳,1:男,29 
43：熊本県,熊本市中央区,インドネシア,26：技能実習２号ロ,05_20～24歳,2:女,21 
43：熊本県,熊本市中央区,インドネシア,26：技能実習２号ロ,06_25～29歳,1:男,15 
43：熊本県,熊本市中央区,インドネシア,26：技能実習２号ロ,06_25～29歳,2:女,5 
43：熊本県,熊本市中央区,インドネシア,26：技能実習２号ロ,07_30～34歳,1:男,2 
43：熊本県,熊本市中央区,インドネシア,31：留学,05_20～24歳,1:男,18 
43：熊本県,熊本市中央区,インドネシア,31：留学,05_20～24歳,2:女,5 
43：熊本県,熊本市中央区,インドネシア,31：留学,06_25～29歳,1:男,11 
43：熊本県,熊本市中央区,インドネシア,31：留学,06_25～29歳,2:女,3 
43：熊本県,熊本市中央区,インドネシア,31：留学,07_30～34歳,1:男,7 
43：熊本県,熊本市中央区,インドネシア,31：留学,07_30～34歳,2:女,6 
43：熊本県,熊本市中央区,インドネシア,31：留学,08_35～39歳,1:男,4 
43：熊本県,熊本市中央区,インドネシア,31：留学,08_35～39歳,2:女,3 
43：熊本県,熊本市中央区,インドネシア,33：家族滞在,01_０～４歳,2:女,4 
43：熊本県,熊本市中央区,インドネシア,33：家族滞在,02_５～９歳,1:男,1 
43：熊本県,熊本市中央区,インドネシア,33：家族滞在,02_５～９歳,2:女,2 
43：熊本県,熊本市中央区,インドネシア,33：家族滞在,07_30～34歳,1:男,2 
43：熊本県,熊本市中央区,インドネシア,33：家族滞在,07_30～34歳,2:女,2 
43：熊本県,熊本市中央区,インドネシア,33：家族滞在,08_35～39歳,2:女,1 
43：熊本県,熊本市中央区,インドネシア,34：特定活動,07_30～34歳,2:女,1 
43：熊本県,熊本市中央区,インドネシア,35：永住者,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,インドネシア,35：永住者,09_40～44歳,2:女,1 
43：熊本県,熊本市中央区,インドネシア,35：永住者,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,インドネシア,35：永住者,10_45～49歳,2:女,1 
43：熊本県,熊本市中央区,インドネシア,35：永住者,11_50～54歳,1:男,1 
43：熊本県,熊本市中央区,インドネシア,38：定住者,01_０～４歳,1:男,1 
43：熊本県,熊本市中央区,インドネシア,38：定住者,02_５～９歳,1:男,1 
43：熊本県,熊本市中央区,韓国,03：教授,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,韓国,03：教授,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,韓国,03：教授,09_40～44歳,1:男,1 
43：熊本県,熊本市中央区,韓国,03：教授,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,韓国,03：教授,13_60～64歳,2:女,1 
43：熊本県,熊本市中央区,韓国,05：宗教,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,韓国,05：宗教,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,韓国,08：高度専門職１号ロ,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,韓国,11：経営・管理,12_55～59歳,2:女,1 
43：熊本県,熊本市中央区,韓国,13：医療,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,韓国,16：技術・人文知識・国際業務,05_20～24歳,1:男,1 
43：熊本県,熊本市中央区,韓国,16：技術・人文知識・国際業務,06_25～29歳,1:男,17 
43：熊本県,熊本市中央区,韓国,16：技術・人文知識・国際業務,06_25～29歳,2:女,9 
43：熊本県,熊本市中央区,韓国,16：技術・人文知識・国際業務,07_30～34歳,1:男,18 
43：熊本県,熊本市中央区,韓国,16：技術・人文知識・国際業務,07_30～34歳,2:女,1 
43：熊本県,熊本市中央区,韓国,16：技術・人文知識・国際業務,08_35～39歳,1:男,9 
43：熊本県,熊本市中央区,韓国,16：技術・人文知識・国際業務,09_40～44歳,1:男,2 
43：熊本県,熊本市中央区,韓国,16：技術・人文知識・国際業務,10_45～49歳,2:女,1 
43：熊本県,熊本市中央区,韓国,16：技術・人文知識・国際業務,11_50～54歳,1:男,1 
43：熊本県,熊本市中央区,韓国,17：企業内転勤,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,韓国,17：企業内転勤,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,韓国,17：企業内転勤,09_40～44歳,1:男,2 
43：熊本県,熊本市中央区,韓国,17：企業内転勤,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,韓国,18：介護,07_30～34歳,2:女,1 
43：熊本県,熊本市中央区,韓国,19：興行,05_20～24歳,1:男,1 
43：熊本県,熊本市中央区,韓国,29：文化活動,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,韓国,29：文化活動,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,韓国,29：文化活動,09_40～44歳,1:男,1 
43：熊本県,熊本市中央区,韓国,29：文化活動,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,韓国,29：文化活動,15_70～74歳,1:男,1 
43：熊本県,熊本市中央区,韓国,31：留学,04_15～19歳,2:女,1 
43：熊本県,熊本市中央区,韓国,31：留学,05_20～24歳,1:男,10 
43：熊本県,熊本市中央区,韓国,31：留学,05_20～24歳,2:女,8 
43：熊本県,熊本市中央区,韓国,31：留学,06_25～29歳,1:男,7 
43：熊本県,熊本市中央区,韓国,31：留学,06_25～29歳,2:女,1 
43：熊本県,熊本市中央区,韓国,31：留学,07_30～34歳,1:男,3 
43：熊本県,熊本市中央区,韓国,31：留学,09_40～44歳,2:女,1 
43：熊本県,熊本市中央区,韓国,33：家族滞在,02_５～９歳,1:男,3 
43：熊本県,熊本市中央区,韓国,33：家族滞在,02_５～９歳,2:女,3 
43：熊本県,熊本市中央区,韓国,33：家族滞在,03_10～14歳,1:男,1 
43：熊本県,熊本市中央区,韓国,33：家族滞在,04_15～19歳,2:女,1 
43：熊本県,熊本市中央区,韓国,33：家族滞在,06_25～29歳,2:女,1 
43：熊本県,熊本市中央区,韓国,33：家族滞在,08_35～39歳,2:女,2 
43：熊本県,熊本市中央区,韓国,33：家族滞在,09_40～44歳,2:女,2 
43：熊本県,熊本市中央区,韓国,34：特定活動,05_20～24歳,1:男,2 
43：熊本県,熊本市中央区,韓国,34：特定活動,05_20～24歳,2:女,1 
43：熊本県,熊本市中央区,韓国,34：特定活動,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,韓国,34：特定活動,06_25～29歳,2:女,3 
43：熊本県,熊本市中央区,韓国,34：特定活動,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,韓国,35：永住者,01_０～４歳,1:男,1 
43：熊本県,熊本市中央区,韓国,35：永住者,04_15～19歳,2:女,1 
43：熊本県,熊本市中央区,韓国,35：永住者,05_20～24歳,1:男,8 
43：熊本県,熊本市中央区,韓国,35：永住者,05_20～24歳,2:女,1 
43：熊本県,熊本市中央区,韓国,35：永住者,06_25～29歳,2:女,2 
43：熊本県,熊本市中央区,韓国,35：永住者,07_30～34歳,1:男,2 
43：熊本県,熊本市中央区,韓国,35：永住者,08_35～39歳,1:男,3 
43：熊本県,熊本市中央区,韓国,35：永住者,09_40～44歳,1:男,2 
43：熊本県,熊本市中央区,韓国,35：永住者,09_40～44歳,2:女,4 
43：熊本県,熊本市中央区,韓国,35：永住者,10_45～49歳,1:男,5 
43：熊本県,熊本市中央区,韓国,35：永住者,10_45～49歳,2:女,2 
43：熊本県,熊本市中央区,韓国,35：永住者,11_50～54歳,1:男,4 
43：熊本県,熊本市中央区,韓国,35：永住者,11_50～54歳,2:女,6 
43：熊本県,熊本市中央区,韓国,35：永住者,12_55～59歳,1:男,4 
43：熊本県,熊本市中央区,韓国,35：永住者,12_55～59歳,2:女,2 
43：熊本県,熊本市中央区,韓国,35：永住者,13_60～64歳,2:女,9 
43：熊本県,熊本市中央区,韓国,35：永住者,14_65～69歳,1:男,2 
43：熊本県,熊本市中央区,韓国,35：永住者,14_65～69歳,2:女,8 
43：熊本県,熊本市中央区,韓国,35：永住者,15_70～74歳,1:男,1 
43：熊本県,熊本市中央区,韓国,35：永住者,15_70～74歳,2:女,1 
43：熊本県,熊本市中央区,韓国,35：永住者,16_75～79歳,2:女,3 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,06_25～29歳,2:女,1 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,07_30～34歳,2:女,3 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,09_40～44歳,1:男,3 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,11_50～54歳,2:女,1 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,12_55～59歳,1:男,1 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,13_60～64歳,2:女,1 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,14_65～69歳,2:女,1 
43：熊本県,熊本市中央区,韓国,36：日本人の配偶者等,15_70～74歳,2:女,1 
43：熊本県,熊本市中央区,韓国,38：定住者,02_５～９歳,2:女,1 
43：熊本県,熊本市中央区,韓国,38：定住者,03_10～14歳,1:男,1 
43：熊本県,熊本市中央区,韓国,38：定住者,05_20～24歳,1:男,1 
43：熊本県,熊本市中央区,韓国,38：定住者,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,韓国,38：定住者,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,韓国,38：定住者,14_65～69歳,2:女,3 
43：熊本県,熊本市中央区,韓国,38：定住者,17_80歳以上,2:女,1 
43：熊本県,熊本市中央区,韓国,39：特別永住者,01_０～４歳,1:男,1 
43：熊本県,熊本市中央区,韓国,39：特別永住者,01_０～４歳,2:女,1 
43：熊本県,熊本市中央区,韓国,39：特別永住者,02_５～９歳,2:女,1 
43：熊本県,熊本市中央区,韓国,39：特別永住者,04_15～19歳,1:男,1 
43：熊本県,熊本市中央区,韓国,39：特別永住者,05_20～24歳,1:男,2 
43：熊本県,熊本市中央区,韓国,39：特別永住者,05_20～24歳,2:女,3 
43：熊本県,熊本市中央区,韓国,39：特別永住者,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,韓国,39：特別永住者,06_25～29歳,2:女,3 
43：熊本県,熊本市中央区,韓国,39：特別永住者,07_30～34歳,1:男,6 
43：熊本県,熊本市中央区,韓国,39：特別永住者,07_30～34歳,2:女,3 
43：熊本県,熊本市中央区,韓国,39：特別永住者,08_35～39歳,1:男,4 
43：熊本県,熊本市中央区,韓国,39：特別永住者,08_35～39歳,2:女,1 
43：熊本県,熊本市中央区,韓国,39：特別永住者,09_40～44歳,1:男,1 
43：熊本県,熊本市中央区,韓国,39：特別永住者,09_40～44歳,2:女,4 
43：熊本県,熊本市中央区,韓国,39：特別永住者,10_45～49歳,1:男,2 
43：熊本県,熊本市中央区,韓国,39：特別永住者,10_45～49歳,2:女,3 
43：熊本県,熊本市中央区,韓国,39：特別永住者,11_50～54歳,1:男,5 
43：熊本県,熊本市中央区,韓国,39：特別永住者,11_50～54歳,2:女,2 
43：熊本県,熊本市中央区,韓国,39：特別永住者,12_55～59歳,1:男,5 
43：熊本県,熊本市中央区,韓国,39：特別永住者,12_55～59歳,2:女,1 
43：熊本県,熊本市中央区,韓国,39：特別永住者,13_60～64歳,1:男,5 
43：熊本県,熊本市中央区,韓国,39：特別永住者,13_60～64歳,2:女,5 
43：熊本県,熊本市中央区,韓国,39：特別永住者,14_65～69歳,1:男,8 
43：熊本県,熊本市中央区,韓国,39：特別永住者,14_65～69歳,2:女,5 
43：熊本県,熊本市中央区,韓国,39：特別永住者,15_70～74歳,1:男,2 
43：熊本県,熊本市中央区,韓国,39：特別永住者,15_70～74歳,2:女,4 
43：熊本県,熊本市中央区,韓国,39：特別永住者,16_75～79歳,1:男,1 
43：熊本県,熊本市中央区,韓国,39：特別永住者,16_75～79歳,2:女,3 
43：熊本県,熊本市中央区,韓国,39：特別永住者,17_80歳以上,1:男,2 
43：熊本県,熊本市中央区,韓国,39：特別永住者,17_80歳以上,2:女,11 
43：熊本県,熊本市中央区,朝鮮,39：特別永住者,07_30～34歳,2:女,1 
43：熊本県,熊本市中央区,朝鮮,39：特別永住者,12_55～59歳,2:女,1 
43：熊本県,熊本市中央区,朝鮮,39：特別永住者,13_60～64歳,1:男,1 
43：熊本県,熊本市中央区,朝鮮,39：特別永住者,17_80歳以上,2:女,1 
43：熊本県,熊本市中央区,カンボジア,24：技能実習１号ロ,05_20～24歳,1:男,1 
43：熊本県,熊本市中央区,カンボジア,24：技能実習１号ロ,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,カンボジア,26：技能実習２号ロ,05_20～24歳,1:男,1 
43：熊本県,熊本市中央区,カンボジア,26：技能実習２号ロ,06_25～29歳,1:男,2 
43：熊本県,熊本市中央区,カンボジア,28：技能実習３号ロ,05_20～24歳,1:男,1 
43：熊本県,熊本市中央区,カンボジア,28：技能実習３号ロ,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,シンガポール,15：教育,05_20～24歳,2:女,1 
43：熊本県,熊本市中央区,シンガポール,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,シンガポール,16：技術・人文知識・国際業務,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,シンガポール,36：日本人の配偶者等,13_60～64歳,2:女,1 
43：熊本県,熊本市中央区,スリランカ,16：技術・人文知識・国際業務,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,16：技術・人文知識・国際業務,07_30～34歳,1:男,4 
43：熊本県,熊本市中央区,スリランカ,16：技術・人文知識・国際業務,07_30～34歳,2:女,1 
43：熊本県,熊本市中央区,スリランカ,16：技術・人文知識・国際業務,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,16：技術・人文知識・国際業務,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,20：技能,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,20：技能,08_35～39歳,1:男,4 
43：熊本県,熊本市中央区,スリランカ,20：技能,09_40～44歳,1:男,2 
43：熊本県,熊本市中央区,スリランカ,20：技能,10_45～49歳,1:男,4 
43：熊本県,熊本市中央区,スリランカ,20：技能,11_50～54歳,1:男,3 
43：熊本県,熊本市中央区,スリランカ,20：技能,13_60～64歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,20：技能,13_60～64歳,2:女,1 
43：熊本県,熊本市中央区,スリランカ,21：特定技能１号,05_20～24歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,21：特定技能１号,07_30～34歳,2:女,1 
43：熊本県,熊本市中央区,スリランカ,21：特定技能１号,09_40～44歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,24：技能実習１号ロ,05_20～24歳,2:女,3 
43：熊本県,熊本市中央区,スリランカ,24：技能実習１号ロ,06_25～29歳,2:女,1 
43：熊本県,熊本市中央区,スリランカ,26：技能実習２号ロ,05_20～24歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,26：技能実習２号ロ,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,26：技能実習２号ロ,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,31：留学,05_20～24歳,1:男,2 
43：熊本県,熊本市中央区,スリランカ,31：留学,05_20～24歳,2:女,4 
43：熊本県,熊本市中央区,スリランカ,31：留学,06_25～29歳,1:男,4 
43：熊本県,熊本市中央区,スリランカ,31：留学,06_25～29歳,2:女,1 
43：熊本県,熊本市中央区,スリランカ,33：家族滞在,04_15～19歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,33：家族滞在,06_25～29歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,33：家族滞在,06_25～29歳,2:女,1 
43：熊本県,熊本市中央区,スリランカ,35：永住者,04_15～19歳,2:女,1 
43：熊本県,熊本市中央区,スリランカ,35：永住者,05_20～24歳,2:女,2 
43：熊本県,熊本市中央区,スリランカ,35：永住者,10_45～49歳,2:女,1 
43：熊本県,熊本市中央区,スリランカ,35：永住者,11_50～54歳,2:女,1 
43：熊本県,熊本市中央区,スリランカ,35：永住者,12_55～59歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,35：永住者,13_60～64歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,35：永住者,14_65～69歳,1:男,1 
43：熊本県,熊本市中央区,スリランカ,38：定住者,03_10～14歳,2:女,1 
43：熊本県,熊本市中央区,タイ,03：教授,06_25～29歳,2:女,1 
43：熊本県,熊本市中央区,タイ,11：経営・管理,10_45～49歳,1:男,1 
43：熊本県,熊本市中央区,タイ,16：技術・人文知識・国際業務,06_25～29歳,2:女,2 
43：熊本県,熊本市中央区,タイ,16：技術・人文知識・国際業務,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,タイ,16：技術・人文知識・国際業務,07_30～34歳,2:女,4 
43：熊本県,熊本市中央区,タイ,16：技術・人文知識・国際業務,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,タイ,16：技術・人文知識・国際業務,08_35～39歳,2:女,2 
43：熊本県,熊本市中央区,タイ,19：興行,07_30～34歳,1:男,1 
43：熊本県,熊本市中央区,タイ,20：技能,08_35～39歳,2:女,1 
43：熊本県,熊本市中央区,タイ,31：留学,05_20～24歳,1:男,2 
43：熊本県,熊本市中央区,タイ,31：留学,05_20～24歳,2:女,3 
43：熊本県,熊本市中央区,タイ,31：留学,06_25～29歳,1:男,3 
43：熊本県,熊本市中央区,タイ,31：留学,06_25～29歳,2:女,2 
43：熊本県,熊本市中央区,タイ,31：留学,07_30～34歳,1:男,4 
43：熊本県,熊本市中央区,タイ,31：留学,07_30～34歳,2:女,4 
43：熊本県,熊本市中央区,タイ,31：留学,08_35～39歳,1:男,1 
43：熊本県,熊本市中央区,タイ,31：留学,08_35～39歳,2:女,1 
43：熊本県,熊本市中央区,タイ,35：永住者,09_40～44歳,2:女,1 
43：熊本県,熊本市中央区,タイ,35：永住者,10_45～49歳,2:女,2 
43：熊本県,熊本市中央区,タイ,35：永住者,11_50～54歳,2:女,1 
43：熊本県,熊本市中央区,タイ,35：永住者,13_60～64歳,2:女,1 
43：熊本県,熊本市中央区,タイ,36：日本人の配偶者等,09_40～44歳,2:女,2 
43：熊本県,熊本市中央区,タイ,36：日本人の配偶者等,10_45～49歳,2:女,1 
43：熊本県,熊本市中央区,タイ,36：日本人の配偶者等,11_50～54歳,1:男,1 
43：熊本県,熊本市中央区,タイ,36：日本人の配偶者等,13_60～64歳,2:女,1 
43：熊本県,熊本市中央区,タイ,38：定住者,13_60～64歳,2:女,1 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,06_25～29歳,1:男,5 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,07_30～34歳,1:男,14 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,07_30～34歳,2:女,4 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,08_35～39歳,1:男,14 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,08_35～39歳,2:女,3 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,09_40～44歳,1:男,9 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,09_40～44歳,2:女,2 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,10_45～49歳,1:男,3 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,10_45～49歳,2:女,2 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,11_50～54歳,1:男,2 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,11_50～54歳,2:女,1 
43：熊本県,熊本市中央区,台湾,08：高度専門職１号ロ,12_55～59歳,1:男,1 
43：熊本県,熊本市中央区,台湾,09：高度専門職１号ハ,10_45～49歳,1:男,2 
43：熊本県,熊本市中央区,台湾,09：高度専門職１号ハ,13_60～64歳,1:男,1 
43：熊本県,熊本市中央区,台湾,11：経営・管理,10_45～49歳,1:男,2 
43：熊本県,熊本市中央区,台湾,11：経営・管理,11_50～54歳,1:男,1 
43：熊本県,熊本市中央区,台湾,11：経営・管理,11_50～54歳,2:女,1 
43：熊本県,熊本市中央区,台湾,11：経営・管理,12_55～59歳,2:女,1 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,05_20～24歳,1:男,2 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,05_20～24歳,2:女,4 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,06_25～29歳,1:男,26 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,06_25～29歳,2:女,25 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,07_30～34歳,1:男,19 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,07_30～34歳,2:女,24 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,08_35～39歳,1:男,5 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,08_35～39歳,2:女,19 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,09_40～44歳,1:男,2 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,09_40～44歳,2:女,4 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,10_45～49歳,1:男,3 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,10_45～49歳,2:女,3 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,11_50～54歳,1:男,2 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,11_50～54歳,2:女,1 
43：熊本県,熊本市中央区,台湾,16：技術・人文知識・国際業務,13_60～64歳,1:男,1 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,06_25～29歳,1:男,14 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,06_25～29歳,2:女,4 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,07_30～34歳,1:男,12 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,07_30～34歳,2:女,3 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,08_35～39歳,1:男,3 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,08_35～39歳,2:女,5 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,09_40～44歳,1:男,6 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,09_40～44歳,2:女,2 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,10_45～49歳,1:男,8 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,10_45～49歳,2:女,3 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,11_50～54歳,2:女,1 
43：熊本県,熊本市中央区,台湾,17：企業内転勤,12_55～59歳,1:男,1 
